FIPS,Agreeableness,Belief In Science,Collectivism,Conflict Awareness,Conscientiousness,Empathy,Employment Rate,Entrepreneurship,Extraversion,Gender Equality,Hopefulness,Income Mobility,Income Per Capita,Neuroticism,Openness,Religiosity,Risk Taking,Selflessness,Tolerance,Work Ethic
1035,88.49635561,62.71825626,68.3678853,47.80832968,84.35350223,62.0229379,91.4,11.01694915,89.2817614,70.50176824,82.04894416,-0.384945855,16004,76.96322532,76.12459599,78.41680847,71.86111136,78.44929804,65.03977122,70.08080695
1037,85.2435923,62.83489391,67.97330415,59.79663669,82.72119149,77.25830035,93.9,6.779661017,85.01127454,67.00588439,85.03542235,-0.563502504,18080,81.12144886,78.20995878,71.81431331,66.36921104,72.96082454,67.66540468,68.76759066
1039,89.21516646,62.17399926,67.45256532,63.4552954,83.93558381,79.45285665,93,11.08433735,89.49484248,68.29198719,83.70717224,0.182929294,21738,76.98901928,74.09045132,77.26821552,65.96464008,76.99523151,64.19274948,71.8682224
1041,88.41507624,63.63099959,67.51118146,45.02424757,82.96892574,79.96853457,94,6.694560669,89.45710228,69.01903273,79.27076034,0.31286138,20455,76.50612611,76.43701588,75.40606569,72.91414339,74.55355946,67.8873475,69.76438759
1043,84.5196641,61.04491165,68.25237684,60.7870615,82.30543314,81.94395036,94.9,9.993510707,88.03931719,68.79373883,80.06042296,0.266715828,21041,80.65231476,78.36166617,90.90909091,20,76.9851165,68.23682256,33.33333334
1045,85.60007855,62.8320498,67.04730365,60.57216116,83.74555956,80.35932303,94.1,9.375,86.93718172,66.24481127,84.00862887,-0.01844677,22834,78.63897934,79.48097594,75.2209091,67.95049515,77.2280402,67.5783298,71.92450065
1047,91.46956808,66.34437386,70.56366031,63.37089836,88.06891963,84.45519932,90.6,9.236031927,84.80774571,69.96127926,80.32275263,-0.609900335,17611,77.21043183,79.01940662,78.69817881,72.99101856,77.86160644,66.05520388,69.82126618
1049,85.23817697,65.26586284,68.47236627,60.12422332,81.71797237,79.84470755,93.8,11.71735242,85.22280333,68.92915405,84.57040215,0.359711696,18685,80.4116767,79.29148232,76.57316813,72.18604819,78.53524819,70.98401301,73.23904724
1051,85.4995249,64.2400416,67.18730413,64.05281692,83.56396339,79.47966524,95.1,11.72839506,86.350783,66.81422176,83.71805386,-0.003565763,24771,78.33021196,77.77267969,75.76307367,63.00910591,76.75107236,67.34968336,69.75164614
1053,88.32025938,63.44099374,65.28029887,43.45182772,83.53943923,60.07722678,93.3,9.056603774,89.35117751,72.47041027,82.13572019,-0.091311348,17420,77.13615341,74.99535632,78.75891807,70.49317732,74.56279591,62.09533236,66.83905742
1055,84.8839837,61.94823455,66.62609695,61.56017661,81.87561882,82.08570079,94,9.90447461,87.27177915,68.76790518,80.99336399,-0.199389042,21287,79.67478262,78.59876781,78.20544022,60.02772136,78.24760824,65.74609224,67.03767029
1057,85.83776943,63.07038,65.34624722,56.83014184,82.89570301,82.08764899,93,5.757575758,91.07592478,70.74112906,85.02587408,0.124889225,20201,77.33938561,76.13985705,76.3489371,68.09853597,78.56429787,68.71102155,65.97058725
1059,86.55629145,64.88002884,67.82405613,58.2863539,82.49905633,79.62416304,93.9,9.272727273,86.60613934,69.51438331,62.33988587,0.205781977,18193,81.1914604,78.73886908,80.24465659,44.10057141,74.87149167,69.39403864,69.8654576
1061,86.93414681,60.17216964,69.35225624,46.66941695,83.48120693,82.25885957,94.1,20.30456853,87.96317762,70.22230116,81.9439605,0.108708204,20189,80.60547725,77.58156972,79.45904693,72.06955953,76.59818863,70.70649497,66.97262377
1063,89.8889134,62.47755096,63.22749764,48.41942515,85.43166546,60.56651441,89.9,8.943089431,86.52388129,70.77106702,81.52632199,-0.780578824,13679,75.71655172,77.77813551,81.8326266,72.81244453,75.60973507,68.79696258,68.33333287
1065,94.20602676,63.27081518,66.83546456,49.36105227,87.74784636,76.23595035,92.2,14.49275362,86.58462912,66.84570246,60.33368068,-0.500361032,19296,74.80128104,80.08496542,75.7739694,71.85733074,76.34604866,70.09219757,69.84114073
1067,86.06650287,68.34656377,65.02191704,63.93672596,83.78833177,79.9152088,93.4,11.62790698,86.55744936,70.74922144,84.4858489,-0.272346494,22825,79.63623411,79.72898417,74.73783555,63.37623048,75.53999386,68.57214982,65.50355399
1069,85.92914436,67.61099921,66.13274138,65.20688532,84.58695436,82.2317639,94.1,10.75353218,88.16196624,69.02233107,84.46645665,-0.2780079,24086,78.88463723,79.51080432,74.08194745,71.67221119,76.76334771,69.15415525,67.31600282
1071,84.80478631,66.71338903,69.29520038,61.00336817,81.07330638,79.56387915,93.6,10.15911873,85.09285314,68.77567809,79.90166137,0.12712719,20487,81.47919684,79.31681862,73.56684964,71.06463107,78.9124667,70.52366012,64.09080179
1073,87.26023361,52.17391305,77.15277778,67.00255102,85.36821856,80.55555556,94.1,11.12086259,88.02751227,64.09233822,80.75543545,-0.320288258,28162,75.38583988,80.20688641,70.26866256,73.19050319,75,59.58333332,83.5
1075,85.12021248,63.71734375,65.44618654,60.24482953,83.5110679,82.1679032,94.3,12.74131274,87.9471736,69.92310707,85.07694751,0.077508151,20206,77.95133048,78.30946788,76.40167141,67.77302845,78.61762822,67.15840403,65.48171493
1077,88.2171434,62.37234619,68.36192614,66.13532628,84.92906614,81.1885939,93.6,10.96112311,87.91830082,68.90679135,81.29236676,0.073429508,24893,77.44707157,78.84480162,76.42670907,71.50808008,76.24414701,67.03784281,70.50041794
1079,86.66764653,70.46362948,70.26908623,65.60839746,82.52731428,80.50196202,93,8.421052632,90.3178709,69.80329768,79.22618512,0.231939264,21911,77.48563043,77.83620691,71.275117,75.83893939,77.50137202,70.46710346,70.16039411
1081,86.87580734,64.85197831,67.68340241,64.19836175,84.14780532,80.86691053,94.7,11.85879757,88.81181674,70.16004499,83.24761312,-0.573379647,24951,76.44838446,77.229869,76.6212612,66.39572695,74.95595528,69.86293069,65.67190595
1083,85.45673341,58.33333333,70.83333333,63.84161421,81.72708383,81.790079,94.7,9.829488465,88.12264787,70.74074073,74.50906344,-0.158140174,26086,77.0892654,78.39051585,87.55050505,55,83.33333333,54.375,78
1085,85.32696209,65.70759277,68.08930015,62.54000702,85.94799797,79.43308846,89.2,7.246376812,87.34650799,67.2333782,83.75948348,-0.479328908,18434,75.69004159,80.8739971,72.27380253,78.57341876,77.24667798,67.2389806,71.12855171
1087,87.03558452,60.21743956,67.16701526,64.71260144,83.77211779,78.90164104,92.3,12.96296296,88.77238522,68.22919112,63.11372259,-0.770269593,18385,76.18838133,77.69844268,76.09169483,49.20810769,74.05735626,68.68858905,70.88078965
1089,85.69429957,64,78.125,61.9182595,83.0075265,79.89890521,94.8,11.5135635,87.34429075,66.16666667,70.29204431,-0.618299763,33264,76.65084009,80.16123628,81.18955512,56.66666667,71.875,74.6875,58.66666668
1091,93.34694066,62.26245975,65.34769159,63.21907707,88.10073724,80.52573297,92.6,11.76470588,86.408734,66.32983437,81.29725758,-0.474853801,20359,73.579941,79.40094146,77.00423606,68.61806477,78.06818273,69.72571667,69.03907484
1093,86.28705699,61.73672131,68.14590293,50.17412186,81.35544635,74.42594755,93.3,11.72839506,88.05895439,67.53698567,82.98047721,0.212987116,20998,81.06789759,77.14804896,78.73456689,58.13707738,71.99959089,66.59648121,64.31916312
1095,84.74156785,66.62435557,66.58719703,45.19174231,81.88122826,60.64181961,94.5,10.47032475,85.02097891,69.82100927,82.17226122,0.059214634,21767,81.1099763,79.15535111,76.19529346,63.06931789,75.56806102,67.41404828,65.02749539
1097,86.99329612,63.83062587,69.58626241,63.06741154,84.51373027,80.76009316,93.1,10.12941176,86.80542941,67.36656032,86.27856274,-0.30407095,23318,78.22508842,79.65285316,73.66629727,72.82592486,77.6796708,69.27954559,70.74034939
1099,88.10561666,65.08060307,67.14425168,49.44613692,84.52732841,61.16417897,90.6,8.674698795,87.3126015,69.98659483,79.9128302,-0.383296538,16556,77.40666635,77.22186716,75.87971635,72.97094547,77.13979483,70.34239508,68.54289224
1101,87.24157135,73.21428572,72.5,66.20612132,86.06394234,82.57413637,94.1,9.338103757,87.20725163,69.56228956,82.42168866,-0.335954418,26255,74.19553796,79.98841485,86.91365712,79.76190476,75,65.3125,67.5952381
1103,86.1392312,75,58.33333333,62.75181933,82.89008847,79.67163701,94.4,9.247648903,88.4038564,69.84848484,84.13897281,-0.084074175,24415,78.7651258,77.95781574,89.52762924,20,75,66.87499999,54.66666667
1105,90.90842653,60.93907559,68.43744446,62.08016002,87.68906027,80.54239946,89.4,10.95890411,86.27767995,65.69560429,63.23407141,-0.658273999,14033,76.20857656,79.34536797,73.69067948,74.29796881,78.10344039,66.70164165,70.8321464
1107,85.74192237,65.44382974,66.94632758,61.46554766,84.32328704,80.69680954,93.1,11.35646688,90.13726415,67.77622488,85.48683589,-0.277955791,19188,75.95092783,77.2693198,72.32466172,71.69924139,75.93750371,64.24413366,70.67582107
1109,88.33771623,59.86912333,63.72632395,62.64633929,84.30211246,78.72133754,93.6,11.2012987,87.94972309,68.13358597,84.21660317,-0.18844972,20180,76.30220232,76.40638878,76.46014783,64.7508359,76.6187755,68.12065521,68.33175613
1111,84.9094908,64.19494602,65.28738997,61.1378042,79.18178946,79.78751427,94.3,8.310249307,87.10636022,71.04290296,86.35733754,-0.120801182,19584,79.28046436,78.57281781,75.22446283,71.31759068,78.42265053,65.87641765,68.96397173
1113,85.70785304,59.6111451,69.70744785,59.01468308,86.46163589,81.30185502,94.4,10.4622871,87.72070026,67.4981017,85.13992565,-0.547063256,20760,77.34545857,78.05737166,77.30605109,61.5809311,78.28228149,67.82281779,66.4945062
1115,84.65571125,64.80495256,66.26212293,62.93510974,83.5616389,80.16017225,94.7,13.38661339,87.55902316,68.81371432,83.37275869,-0.003525108,24474,78.7307962,78.94703576,74.81155038,59.61563187,76.93472147,69.51006401,65.4254501
1117,85.83500582,67.92794336,66.66912299,59.67077186,83.93617616,79.13445167,95.6,14.54709058,88.74835402,70.42116233,82.43320768,-0.076018466,34117,76.35003615,80.33850768,69.85500945,68.08059403,76.67060732,70.82515527,68.22842984
1119,90.68846752,57.76473175,67.53056553,44.78159237,86.10984552,79.79830017,92.2,9.821428571,86.34219018,63.71374153,59.51875166,-0.593400662,13929,76.60363554,78.80768764,78.49816468,68.69687305,77.9752401,65.14344037,73.37349167
1121,85.95687296,61.13910468,69.92785758,66.9877924,84.49571903,81.14540064,93.2,7.752545027,86.82600104,70.36635796,82.71927191,-0.124338135,20430,77.94422755,79.37232126,73.80795126,69.48526566,76.49951898,68.24601568,68.68617657
1123,84.92282818,69.40945428,68.21147523,46.88788411,81.82313444,81.65899047,94.4,9.176788124,86.2459111,69.49175593,82.48973317,-0.36972208,21410,80.00035387,77.73362459,74.73757217,66.15947293,75.98590673,69.86270715,67.65422129
1125,87.5807577,72.1024636,62.5,67.0599349,83.12760546,78.33333333,94.2,10.34482759,90.06429277,68.86446886,85.64048187,-0.448859607,23896,77.00522401,77.76830003,66.36728005,86.15384616,70.00792459,70.99537036,66.45238096
1127,84.76854539,61.89566285,71.56117296,45.71751448,82.28887067,80.84514374,92.4,9.3323217,85.6696218,69.34287643,80.20032213,0.075749855,20410,81.03459257,78.67057856,74.03513818,76.08098788,76.0959911,69.50175906,64.86598673
1129,87.10100861,62.99336079,72.25893437,59.81448251,85.03955237,81.47955277,91.3,8.333333333,88.77896525,68.09742634,82.06593133,0.242833076,19598,77.30334529,77.6644712,74.72241094,72.88984565,80.44687533,62.30515999,68.36436517
1131,89.39607827,63.88155863,66.34090808,47.02162013,86.43253982,59.07591118,85.3,9.900990099,85.640992,69.42757862,80.15564745,-0.58148695,14800,76.10115446,77.78544082,80.42544047,72.06743139,77.10360849,67.44625774,67.62227734
1133,84.1768915,62.11197595,70.91940267,63.8088419,81.91887009,82.84883705,92.7,7.556675063,87.94305609,68.93460798,82.87301981,0.137173271,19299,81.14791151,79.39184942,72.02324973,71.07689634,74.02966108,66.33658153,67.94970377
2013,76.06722461,67.46217104,68.03193386,66.28062015,80.06249201,77.81650596,97.3,4.761904762,75.83310598,70.91554734,83.78742545,,31025,89.92294718,81.555565,66.95241431,68.30430758,72.8575322,68.94095474,71.34747369
2016,80.3991138,68.30976637,68.30384194,39.06526143,82.36479077,77.95674741,96.7,7.070707071,78.44326461,71.26459863,84.56857036,,35083,73.02426472,77.38367702,70.62537399,70.74962391,77.06972049,68.14141957,72.09910422
2020,83.33914078,71.15384615,69.8015873,66.25,82.67517936,80,94.7,12.24430158,84.91456995,69.2903871,84.56143348,0.364900406,37864,76.17741067,80.69094617,64.41837568,73.82019925,72.22222223,70,81.25
2050,81.32040048,66.71328627,66.0136106,59.77064299,81.60926146,76.37764468,85.9,6.896551724,84.05209664,67.38799337,85.05637512,-0.690581843,18231,78.85161355,81.33996424,72.12233101,74.4259718,74.91330634,70.71665186,70.27331644
2060,83.61259184,70.48072015,71.42871344,56.4461162,73.96456482,82.17145716,93.1,6.25,88.02222608,67.98452806,77.31449969,,41420,81.84807021,78.48936296,65.87583684,77.61922537,78.56245727,70.91593868,69.77222835
2068,83.71596044,78.01853764,64.05015372,62.09723127,82.63655896,75.67517441,91.4,17.14285714,85.15849922,70.0300804,86.17591395,,38337,78.04603006,79.48842177,69.11373728,68.75694526,74.80400781,71.68345741,63.7717743
2070,83.60808796,68.33368152,68.22812722,64.83997817,75.73600139,77.44595117,90.3,7.692307692,78.54471478,71.28235541,81.55968153,-0.272787251,23520,75.76343469,77.23214328,73.56653581,73.80603819,77.71275132,68.1167535,69.96744267
2090,82.79861919,69.42427003,68.65516071,64.14505814,81.96884167,79.42770883,94.3,12.52041372,85.78899572,68.93640589,86.13694762,0.378619466,34182,76.06945311,80.40424286,67.65638321,75.85243341,74.81425342,70.66460983,74.20648951
2100,85.878154,69.87053088,61.34144422,41.33457925,79.98345868,51.41185598,90.2,3,99.57401853,71.40503249,55.10373064,,32673,65.52177218,76.85773792,70.96699803,48.75492843,73.66759897,65.80837674,80.85368378
2110,83.32920486,69.02602606,69.06590052,61.75589599,81.32339375,78.27155358,95.6,10.87420043,83.02447504,69.74867821,81.72014512,0.132132717,40592,76.38053215,82.43274357,65.33016189,71.22530466,74.84332245,67.41069215,68.30780724
2122,83.52762729,66.88805017,67.14524663,63.88860506,82.44808567,75.7292809,91.8,12.7753304,85.2117689,68.6297883,84.05334764,0.779246069,32556,75.40723536,79.74191255,69.76894202,74.97984296,76.13360764,69.32538371,68.45523344
2150,81.65316039,67.55538748,68.15921599,62.42297824,83.043495,80.1658138,95,13.73134328,86.36031289,67.53935569,85.4071378,0.422567089,32066,77.31660074,80.5523593,68.04364748,72.73694241,77.18738585,69.35115379,69.88300725
2164,84.29452803,68.11441404,64.30677073,42.71495424,82.71010321,79.08525316,87.7,16.21621622,87.26338818,69.26260339,82.59422584,,22684,72.64430103,77.00728174,75.39161969,74.08057422,76.59614995,71.19762148,70.27649756
2170,84.23006451,72.98569253,66.28095511,62.01906704,81.94899776,75.5215416,91.9,16.12612613,85.65351157,68.32259552,82.63646808,0.614263626,30078,76.65480242,81.06807129,68.12821782,79.16869678,77.47356147,68.65245736,72.84380602
2180,84.18893904,66.74717521,70.22933448,42.12178447,79.14665417,79.42449612,87.5,7.272727273,84.70855655,66.53939139,84.20774239,-0.880738266,20033,71.86314519,79.35757364,71.23254523,79.20057867,77.63285652,70.59009847,66.26440506
2185,81.63065989,71.01024167,70.33223276,62.20466974,82.46556931,79.18169766,93.5,17.74193548,86.0081829,68.5274655,87.23307275,-0.505542449,49982,79.92009749,80.04865186,68.28871529,71.67850997,77.13860191,69.33387253,70.56786149
2188,83.41388171,66.27735464,68.11251795,44.73961933,81.49304074,59.67093486,84.3,7.142857143,91.0188655,66.98571414,82.58349349,-0.672214073,21028,68.07293905,78.70682035,73.89125261,69.58110726,75.1218146,66.55709881,69.81642814
2220,86.13476738,70.1148067,69.58192186,66.79454885,88.45854801,82.7383927,95.7,9.385113269,88.50723408,70.11535736,83.62012326,-0.359386236,35655,72.38145245,80.96092542,72.14267954,72.65427196,77.62073375,71.51204703,70.48575147
2232,86.83848322,66.59031595,68.42934084,63.2677044,82.26939424,78.67008897,88.95,13,92.09786385,66.73589819,84.53417713,,35431.5,72.68704141,79.32525287,71.19069395,74.73467969,76.37908805,67.61690192,73.19614135
2240,79.56611101,67.67269236,64.47265758,60.66296765,80.86604202,74.31098558,89.8,15.45454545,80.57000416,67.42701817,84.93127932,1.14201055,30757,76.93225894,79.59041796,71.54971613,78.80765343,78.51872198,68.99818938,74.04665562
2261,82.83939963,68.23917325,70.56048113,61.27107336,82.33406462,78.30827585,91.8,11.37724551,81.60262709,68.31498793,84.96475,0.285766369,35457,76.15812821,79.98658844,68.03793118,69.12709114,74.72099448,68.60951192,70.59416439
2270,98.66131792,70.39852825,69.88221708,50.40248384,100,76.44178303,,5.084745763,92.8497779,72.29134942,79.44533948,,,89.42874051,94.18885852,72.51591579,71.23499589,72.96579451,65.63707235,67.85427247
2280,83.32706149,69.56229364,69.31752634,60.68455044,81.6868355,79.40467982,92.05,11.94690265,85.4987418,67.97650959,80.25601384,,32285,77.07479664,84.41539114,67.36506819,73.28364623,76.74704824,67.53546044,71.52993917
2282,85.7010547,63.25822247,70.38588988,59.10942531,75.68227901,78.35655661,91.9,3.571428571,88.57609128,67.71844121,56.64896634,,31084,72.72906813,82.28611454,68.32994416,72.18077452,76.65277269,66.08567433,73.78712319
2290,82.1594358,63.01106064,71.89245933,64.17042552,82.71553875,81.57304283,82.8,9.523809524,84.09475763,68.91412744,83.72471794,-0.137913463,20812,77.29525841,81.04578702,75.20732626,69.31366883,80.44184863,67.04977322,70.13414704
2901,81.8010916,66.36462218,69.63557291,60.82957645,80.73769384,78.92281551,91.05,,84.12642096,68.95765487,79.89840899,0.097095461,29129,80.13334946,78.71781291,67.97036673,70.50797659,73.62717186,64.1503778,72.02008309
4001,83.95652128,66.54074541,70.48961922,50.25763147,80.67885802,78.54960359,88.7,11.67400881,84.5520188,66.36394367,61.73503528,-0.570402497,13428,77.04311701,80.18603928,73.61896055,71.05184052,76.76018406,71.22166242,72.24720895
4003,83.93944147,63.59144122,70.45522566,62.80022259,83.63394754,78.42433011,93.9,14.18439716,86.09269027,68.04930092,83.54581007,0.30252096,23757,76.62748946,80.34305703,69.47839114,69.09826804,77.63858348,70.73092426,70.8543552
4005,84.57239502,65.27777778,72.19642857,63.75,83.13971132,82,94.1,12.30616958,84.79468441,69.9298546,84.27956943,-0.186531236,24711,75.57319958,81.33964686,62.50775431,68.42280984,67.5,64.375,72.83459596
4007,84.83882006,66.21517378,68.77986188,61.95491979,83.56497192,77.64101343,92.8,14.08450704,82.6363226,70.25895438,87.20006697,-0.461522601,21470,80.08246311,78.80016191,72.42661511,73.48436187,78.21118126,67.17384907,69.66550706
4009,85.85533973,63.44523985,71.2974381,44.76548771,81.31021954,82.58766697,93.3,11.58798283,88.17479353,68.04302692,82.50124488,0.039985335,17710,78.03827877,78.24763222,74.60665696,69.74897097,74.48160036,69.01844139,67.08331648
4011,84.10987816,63.44339803,67.02913985,57.52383804,78.60089407,80.03314064,92.4,9.473684211,88.37426049,68.44118171,81.5868655,0.3058535,23778,81.01291088,78.68428492,73.15154809,64.99704566,75.77837826,66.62954956,67.02570537
4012,81.58353688,69.22751669,67.89227516,68.02668016,80.04939156,77.15062116,94,12.11180124,82.38728067,71.09589848,82.76601355,-0.406489942,21447,80.21307268,78.6417102,74.11149845,67.8528936,75.31287021,67.39418049,69.90653431
4013,85.6333538,66.62646199,72.60515873,61.51785714,83.34464722,76.66666667,95.5,14.93289126,88.14931302,70.80998638,78.88217523,0.104700158,28791,76.23926753,80.31837432,65.31223229,66.22222222,80.1675485,74.31216931,68.85015358
4015,83.74227005,68.87892823,68.93263771,59.93934625,81.49727269,77.42437896,93.4,13.92904074,86.15950513,69.21945503,83.4800218,-0.015631824,22026,80.09266496,80.4820463,68.21640445,72.7286845,77.7298723,71.71846183,70.48431794
4017,83.04141591,63.20698472,69.32366204,62.61741764,80.10742632,80.48535485,91.9,13.8047138,82.98204341,66.31422132,82.81447521,-0.670710159,16564,77.99885369,79.21047913,72.50285603,68.9124111,79.18202338,70.91774308,71.28293939
4019,85.08652934,73.86363638,62.95138889,68.30357143,82.85745939,75.55555556,95.1,12.5075274,87.06925081,70.88815236,83.92374756,-0.446339896,26204,76.86793342,80.96521344,69.90262473,72.2452391,77.77777778,59.58333332,73.11111111
4021,86.09438184,58.48484848,56.25,67.38704079,83.58207083,80.53818597,94.5,15.26929484,87.13476454,70.87962963,92.74924471,-0.554335145,21982,76.83781804,79.23339283,83.13397128,70,87.5,70,79.66666667
4023,84.16461334,69.58655534,67.950773,62.61177413,82.29511946,77.82063755,90.1,14.55497382,84.96140831,68.06718638,83.253241,0.119615785,18860,76.6778419,81.29614847,67.32874686,80.73975289,80.18981796,72.9603435,66.82795109
4025,84.4173978,69.21461964,65.3657384,62.00269492,83.08730851,77.43406616,95.1,15.45454545,85.21070913,67.9252968,85.09213435,0.2282111,26584,77.07974653,81.73159014,68.77644568,70.15756605,75.97897132,72.10686099,69.37717708
4027,86.05224491,67.55000666,64.12054132,48.79105264,83.74111212,59.24794867,81.4,12.21006565,87.53133778,65.95000337,84.73070414,0.351438576,19483,76.1675594,79.16889638,73.16271789,76.1931021,75.49666213,62.75061355,73.40115742
5001,84.20947777,67.35813789,66.5122888,65.01732072,82.65723433,79.72011642,96.5,9.652509653,89.56701522,70.77188103,86.10509913,-0.198968286,23287,80.53623234,83.26808329,71.75093215,61.18805783,75.01579623,69.24562199,68.72249835
5003,83.0032635,66.95696629,64.3832505,47.80686122,83.66548341,60.52869717,93.7,8.189655172,85.93088473,70.97812675,83.37607652,-0.223903857,20290,80.68950306,79.85278083,73.25743164,68.1094783,75.52367043,68.61152141,70.41652695
5005,85.57844443,70.1750726,69.19576683,63.12091217,82.03849579,79.62115817,95.7,10.56563501,86.22781116,69.73386315,87.3762933,0.219196074,23068,77.3311923,79.03357901,68.45837479,76.9829569,73.04287677,71.35876244,69.21609781
5007,85.03135953,70.34496743,64.45926538,60.79354028,81.98776871,71.34002905,97.1,12.87434393,87.93633013,70.50408364,85.19040951,0.217203159,28996,77.21386915,79.37541764,68.03933247,73.24181614,76.89766779,69.27064774,69.57312352
5009,84.26704284,69.26273821,67.11269913,43.52451487,83.29540414,60.37914603,96.3,11.38497653,88.6383539,68.93798146,85.31395476,0.241463611,21719,78.93935116,79.34819952,71.40489343,72.2561718,76.49059316,69.04058203,68.70382185
5011,86.3916163,70.05985949,69.60922541,61.57720931,82.21511029,79.4306055,94.8,8.455882353,83.63351498,69.9033012,83.38442288,-0.04088443,20465,86.34406556,74.67858578,73.103414,76.7049218,77.79649732,68.91784033,68.39655537
5013,84.81358522,61.15801899,68.96324993,61.40399711,83.41028985,78.71993431,95.3,7.954545455,90.36125787,67.96729399,82.10153469,0.001061173,21093,78.62816278,78.0791927,73.29329202,65.7955128,77.68777811,67.48583074,62.00753792
5015,84.03933142,71.44967356,67.59965579,44.80229328,81.15094191,80.75664903,96.4,10.15384615,88.74638263,66.78048056,84.25992191,0.247000597,20888,79.73072903,79.71925733,67.71808984,76.25172435,75.99524888,70.78827858,68.76890516
5017,83.56992682,67.81772897,69.58786305,65.80248443,83.1248371,77.91507603,93.4,8.045977011,90.96749044,70.35112941,85.73193568,-0.68267311,18853,76.60462877,80.42008853,69.59925804,74.11075731,74.92787473,71.5034916,67.62001396
