,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1/6/2021,384184,48922,0,574680,242593,2617475,349450,199454,61729,49,30482,1409906,713840,103,7378,22917,146106,999288,539229,290776,239197,286540,333524,27090,292904,404053,551498,427587,228235,462063,84060,172469,237393,49584,560057,149984,1064297,582348,93832,125,742817,311924,120223,689673,79612,95463,333235,101684,625380,1884799,292720,8158,2106,377300,260752,94678,535999,45890
1/7/2021,389230,49255,0,584593,245916,2669064,352923,202758,62949,49,30750,1429722,723630,103,7386,23400,147173,1008045,546499,293189,239311,291429,338054,27625,295874,411601,555747,429570,228235,467936,84750,173591,240796,50337,566761,151819,1081885,592746,94156,125,753068,315730,121085,699327,79898,96591,338112,102132,634237,1910091,297317,8403,2130,382679,264012,96002,540508,46168
1/8/2021,394287,49660,0,596251,248860,2721652,356110,205994,63503,49,31107,1449252,736926,103,7399,23704,148258,1017322,552594,294762,244583,296166,341431,28407,299606,419721,559655,431944,233665,473282,85568,174614,243661,51289,572692,153456,1101445,602774,94438,125,762603,320974,122847,709585,82067,97614,344176,102580,640606,1932554,301110,8619,2143,387917,268607,97898,544618,46647
1/9/2021,399150,49979,0,607345,251746,2770344,358947,205994,64475,49,31457,1464697,748852,103,7399,23897,149235,1024039,558560,296171,244583,300397,341431,29019,303364,427135,562553,434413,236868,477617,86102,175620,246309,52371,579250,154954,1119284,614355,94558,125,770977,325277,124476,718913,82630,97614,350084,102901,646450,1951915,303723,8790,2143,393715,271595,99778,548134,46719
1/10/2021,401900,50238,0,618546,255076,2809153,361148,205994,65273,49,31791,1477010,757045,103,7399,24045,149667,1028750,563653,296682,244583,303624,346829,29298,306674,432791,562553,436572,239082,480558,86324,176026,248569,52980,584828,156157,1135592,623188,94716,125,777065,331775,125683,725668,83119,97614,354525,103318,653869,1968189,305999,8967,2143,398856,271595,101212,550260,46832
1/11/2021,404000,50413,0,627541,256344,2847205,362825,213358,65827,49,31993,1488586,764499,103,7423,24201,150239,1033526,567338,297774,249712,305706,348234,29611,309686,437042,567682,437552,240309,483211,86653,176670,250249,53913,590162,157087,1149771,629124,94830,125,784957,335679,126607,732246,83468,100607,357654,103499,657396,1990204,307483,9078,2166,403386,276686,102282,551942,47395
1/12/2021,407848,50544,0,636100,259553,2886040,364336,217047,66446,49,32423,1503482,773692,103,7429,24261,151273,1040168,570477,299255,249803,308728,352939,30326,312351,442529,570150,438867,241957,486456,87077,177670,252842,54516,594749,157974,1164562,635975,94968,128,792938,337900,127780,739514,84427,101393,359357,103743,660874,2014645,309629,9247,2166,407947,278544,103203,555249,48072
1/13/2021,410995,50840,0,641729,262020,2923250,366774,220576,67173,49,32600,1517472,782288,103,7444,24352,152364,1046030,574119,301161,254104,313281,355835,31150,314867,448447,573278,440354,243899,489319,87653,179199,253985,55378,602629,159119,1179266,641073,95135,128,799639,341820,129109,747461,84639,102485,365378,104195,665499,2040751,314817,9368,2166,412545,281202,104392,558020,48289
1/14/2021,414583,51185,0,649040,264511,2966051,369177,221544,68065,49,32820,1531192,791324,103,7457,24598,153358,1052682,578494,302560,254410,317344,361148,31958,317815,454402,576573,441935,245847,492899,88110,180131,256172,55957,609721,160543,1193453,650926,95378,128,807293,344969,130246,754682,84816,103386,371180,104512,670482,2068637,317559,9573,2166,417839,283777,105219,561160,48701
1/15/2021,417528,51485,0,658186,267635,3007473,371458,223422,68727,49,33140,1548067,801130,103,7474,24789,154470,1059324,583160,303926,258354,321269,364853,32781,320739,459927,579574,443562,248189,497037,88635,180910,258050,56966,616032,161805,1212922,659840,95599,128,814442,348513,131258,760810,85954,104443,375967,104937,676039,2094921,320102,9734,2252,422634,285970,106649,563866,48909
1/16/2021,420681,51678,0,666901,270178,3048802,373483,223422,69372,49,33537,1560186,809663,103,7474,24969,155276,1064667,587049,304748,258354,324324,364853,33219,324031,465726,581785,445047,250869,499866,89056,180910,260090,57605,622089,162893,1228867,667826,95714,128,821507,352145,132412,767234,86523,104443,382422,105278,680847,2112662,322252,9915,2252,429391,285970,108124,566275,49068
1/17/2021,422598,51959,0,673882,271154,3078590,374981,223422,70294,49,33851,1571279,815995,103,7474,25064,155554,1068829,590211,305151,258354,326674,368980,33559,326445,470140,581785,446380,252475,502063,89393,181978,261573,58229,627221,163637,1242561,674637,95864,128,826754,355478,133205,772879,87381,104443,388184,105544,685321,2127111,323837,10057,2260,439305,289939,108821,568166,49363
1/18/2021,424028,52113,0,679282,272263,3104320,376171,230125,70910,49,34033,1579281,820952,103,7474,25187,155554,1072214,592709,306083,261825,328667,369951,33876,328214,473441,585128,447349,253932,503740,89576,182176,262794,58709,631074,164263,1255971,674637,95934,129,831066,357333,133851,776642,87939,104443,391464,105659,687751,2138190,324919,10220,2260,446550,289939,109809,569335,49708
1/19/2021,426543,52243,0,685699,273594,3129066,377856,232219,71311,49,34259,1589097,828581,103,7515,25195,156778,1076532,595436,307302,262003,330906,372089,34262,330186,476526,586673,448268,255125,506104,89864,182176,263972,59228,635702,164954,1268692,684497,96071,129,836049,358909,134468,783533,88373,107066,394318,105786,690065,2157459,326221,10321,2283,451076,291989,110820,571268,49922
1/20/2021,429655,52413,0,690544,276114,3150182,379227,234134,71775,49,34403,1601011,836649,103,7521,25278,157588,1081354,598313,308787,265522,334320,374582,34963,332353,481040,589869,449492,256827,508632,90255,184482,265143,59891,641140,165835,1279811,690912,96222,129,842433,360913,135142,789195,88513,107876,399843,106063,694291,2185554,328380,10471,2305,455591,294017,111677,573119,50124
1/21/2021,432536,52627,0,699942,279220,3173384,381210,235796,72523,49,34612,1613884,844799,103,7521,25441,158200,1086333,601937,310440,265709,338033,378318,35638,334519,486180,592382,450762,259117,511631,90649,185346,266343,60588,646189,166823,1293719,698099,96369,129,849704,363614,135973,794787,88728,108786,404492,106400,697783,2208871,330469,10580,2321,459604,296087,112617,575688,50424
1/22/2021,436087,52926,0,708041,281382,3196481,383008,237815,73233,49,34905,1627603,853173,103,7547,25658,158798,1093375,605426,311695,268908,340778,380255,36274,336915,491452,594920,452268,261167,514216,91049,186255,268212,61206,650389,167731,1309403,705535,96565,129,853982,366576,136839,800094,89282,109735,409188,106716,701847,2227789,333118,10759,2335,463751,298249,113615,577991,50583
1/23/2021,439442,53175,0,715357,282995,3220788,384966,237815,73915,49,35077,1639914,862158,103,7547,25758,159325,1098527,608519,312622,268908,344567,380255,36598,339307,496093,596746,453808,263023,516474,91410,186854,269713,61995,657536,168579,1323312,712716,96720,129,859841,370751,137600,805387,90073,109735,413789,106963,705876,2242473,334889,10908,2341,468655,300198,114752,580003,50583
1/24/2021,441170,53336,0,722574,284066,3246628,386285,237815,74575,49,35301,1649449,866911,103,7547,25925,159506,1101819,611039,313137,268908,346138,383862,36598,341452,500037,596746,454989,264219,518742,91652,187147,270907,62492,662808,169205,1335695,718812,96817,132,864322,373703,138168,809040,91028,109735,418325,107148,708717,2250421,336405,11033,2341,472447,300198,115307,581377,50898
1/25/2021,443009,53421,0,727895,284702,3263603,387500,243632,75191,49,35505,1658169,870828,103,7554,26019,160033,1104763,613228,313909,271503,347827,385942,37046,343138,503688,600093,455783,265146,520479,91816,187793,271897,62890,666951,169696,1347667,723445,96874,132,868656,375487,138587,813744,91596,111754,421417,107180,710427,2269424,337264,11165,2350,478619,302141,115839,582477,51062
1/26/2021,445909,53510,0,732643,287187,3282152,388620,244899,75490,49,35700,1667763,879221,103,7566,26030,160592,1108430,614946,315002,271578,350519,388562,37710,344620,506183,602168,456490,266598,522677,92160,188122,272853,63367,671781,170296,1358707,727423,97006,132,872918,377079,139355,818493,92069,112396,423667,107380,712406,2290621,338675,11285,2373,483326,303482,116978,584041,51152
1/27/2021,449086,53692,0,738561,288964,3299735,390296,247339,75832,49,35865,1676171,885605,103,7568,26164,161212,1112181,617176,316114,274746,352934,392416,38170,346559,509503,604233,457317,268672,524857,92531,188784,273873,63886,676537,171047,1369072,733010,97160,132,878284,379789,140063,824330,92244,113009,427231,107608,715806,2309220,340684,11379,2373,488553,305289,117775,585600,51368
1/28/2021,452734,53876,0,743232,290856,3320120,391737,248765,76495,49,36132,1687594,892957,103,7572,26263,161720,1116372,619995,317124,274823,355868,394909,38454,348749,514134,606488,458633,270476,527523,92934,189597,274951,64591,681283,171719,1382855,739500,97304,132,883716,382120,140783,830574,92541,113754,431169,107795,717583,2330272,342445,11523,2384,493674,307809,118562,587580,51430
1/29/2021,455582,54063,0,748260,292563,3339888,393459,250023,76935,49,36414,1698570,899515,103,7579,26460,162355,1120528,622625,318319,276956,358469,397276,38813,350629,517252,608627,459747,272662,530002,93246,189597,276279,65134,687269,172798,1395806,746459,97457,132,888590,384921,141729,840003,92968,114438,435633,107955,722491,2348188,343962,11658,2407,497912,309801,119467,589384,51690
1/30/2021,455582,54218,0,753379,294387,3359548,395019,250023,77551,49,36662,1713589,905858,103,7579,26545,162683,1123873,624959,319110,276956,361115,397276,39168,352726,521360,610138,460819,274190,531550,93762,190570,277349,65655,692543,173539,1408698,752627,97561,132,892781,387307,142416,844609,93406,114438,439785,108070,724742,2363266,345430,11831,2421,502221,311597,120340,590997,51704
1/31/2021,459639,54350,0,758404,295268,3375867,396185,250023,78071,49,36872,1721377,909445,103,7579,26596,162683,1126301,626682,319408,276956,362881,400626,39324,354473,524025,610138,461807,275001,532747,93949,190713,278308,65949,696829,174064,1419907,757526,97629,132,895792,390197,142416,848335,93624,114438,443386,108250,727861,2376344,346624,11965,2421,504779,311597,121001,592140,51912
2/1/2021,460860,54457,0,762145,296494,3388907,397101,253954,78495,49,37008,1727107,912479,103,7608,26692,163165,1128613,628391,320187,279008,364498,401591,39543,355636,526423,612710,462528,275706,534394,94070,190950,279146,66289,700346,174550,1428839,761302,97680,132,899079,391611,143373,852028,94238,115956,445916,108315,729187,2412627,347208,12083,2421,507640,313335,121425,592921,52057
2/2/2021,462938,54596,0,765083,298004,3400962,398037,256522,78696,49,37008,1737640,917440,103,7610,26734,163656,1130917,629903,321274,279155,366929,404194,39960,356541,528662,614143,463132,276531,536176,94384,191437,279957,66656,703496,174982,1436788,764228,97797,133,902736,392923,143978,856229,94526,116191,447904,108431,731360,2431687,348409,12196,2430,510380,314692,121935,594217,52128
2/3/2021,465056,54820,0,767379,300430,3414835,399267,257004,78982,49,37199,1744619,922364,103,7618,26814,164163,1134231,631331,322308,281322,369510,406235,40233,357483,531117,615860,463766,277322,537804,94810,192042,280707,67041,705807,175652,1443942,776307,97936,133,906727,395062,144605,859414,94662,116704,450794,108639,733216,2449535,350000,12329,2440,513339,316294,122470,595756,52288
2/4/2021,467823,55004,0,771796,302899,3429429,400851,257941,79225,49,37365,1752330,928070,103,7622,26953,164565,1137559,633667,323216,281363,372003,408995,40534,359037,533921,617745,465176,278532,540007,95111,192549,281596,67492,709096,176211,1450912,781802,98034,133,910847,397858,145320,862834,94984,117291,453878,108813,736370,2463424,351273,12503,2440,516398,317878,123044,597475,52468
2/5/2021,469319,55258,0,775622,304723,3443115,402754,259372,79546,49,37634,1763873,932912,103,7636,27101,164969,1141219,635171,323797,283926,374259,409861,40799,360584,537208,619499,466224,279742,542198,95458,193069,282493,67919,713324,176793,1458809,787349,98095,133,914530,400527,146137,867586,95064,117891,459974,108944,739031,2478003,352489,12612,2449,521467,319371,123641,598902,52576
2/6/2021,471311,55261,0,779093,306064,3458160,404256,259372,79832,49,37877,1771359,937402,103,7636,27192,165209,1144281,637987,324306,283926,376253,409861,41065,362084,540827,620685,467217,280778,543392,95717,193421,283391,68260,717835,177214,1470301,791521,98106,133,918079,402590,146741,871549,95355,117891,462981,109132,742213,2486505,353700,12766,2466,526176,320146,124190,600016,52618
2/7/2021,472423,55261,0,780637,306736,3469663,405330,259372,80594,49,38035,1777983,940991,103,7636,27236,165209,1146346,639711,324590,283926,377790,411812,41219,363650,543934,620685,468118,281678,544197,95790,193722,284042,68597,722167,177556,1480224,796195,98155,133,920217,404782,147122,875571,95839,117891,466373,109229,744600,2494861,354608,12900,2466,529125,320146,124708,600782,52627
2/8/2021,473348,55766,0,782887,307373,3479246,406276,263739,80931,49,38136,1783720,943695,103,7664,27225,165658,1148088,640744,325219,285338,378793,412989,41419,364553,545303,622813,468682,282313,545150,95914,193826,284590,68897,724728,177867,1489196,799279,98184,133,922143,405839,147419,878713,96161,119104,468403,109283,745826,2504578,355122,13046,2473,530825,323214,125106,601391,52784
2/9/2021,474666,55891,0,787268,308848,3488761,407210,264608,81210,49,38281,1790743,947416,103,7673,27254,166095,1150170,641874,326150,285341,381121,414354,41636,365529,546896,623731,469254,282969,546253,96288,194170,285136,69126,728304,178280,1497475,802065,98175,133,925350,406920,147932,883019,96402,119434,470311,109405,747462,2518333,356040,13105,2485,534116,324025,125522,602256,52830
2/10/2021,476067,56096,0,789245,309940,3497863,407961,265496,81461,49,38348,1798280,950906,103,7673,27330,166553,1152995,643305,327061,287213,383032,414687,41889,366666,548946,624970,469905,283753,547692,96595,194632,285795,69519,732674,178790,1504059,805898,98214,133,928631,408592,148475,886182,96494,119893,473140,109580,750409,2531060,357339,13122,2505,537319,324706,125951,603255,52874
2/11/2021,477570,56254,0,791106,311043,3508811,409683,266499,81875,49,38533,1806805,955085,103,7686,27454,166876,1155833,645006,327432,287276,384903,417415,42064,367865,551396,626477,470803,284664,549076,96842,195006,286387,69929,736330,179323,1514070,810466,98353,133,931437,410288,149082,890121,96636,120381,476287,109859,752033,2543236,358581,13249,2524,541018,326159,126420,604683,52979
2/12/2021,478667,56409,0,793532,311608,3518527,411774,267337,82263,49,38670,1814422,958985,103,7689,27541,167225,1158431,646425,328565,288475,386326,418585,42265,368977,553812,628012,471851,285648,550158,97063,195485,287023,70322,740062,179724,1522785,814594,98466,134,934742,411727,149576,893425,96924,120821,480157,110068,754279,2554842,359641,13415,2524,544209,327167,126887,605785,53086
2/13/2021,479856,56410,0,795323,312562,3528816,412983,267337,82672,49,38796,1821937,962808,103,7689,27584,167483,1160523,647657,329039,288475,387090,418585,42425,370136,555895,628956,472791,286343,550972,97297,197027,287836,70756,743819,180289,1531540,818724,98551,134,937541,413201,150034,897047,97313,120821,483140,110205,756071,2564055,360584,13561,2524,547424,328047,127282,606651,53086
2/14/2021,480931,56411,0,797270,313028,3535592,413836,267337,83003,49,38918,1827373,964737,103,7689,27616,167483,1162154,648875,329258,288475,388798,419891,42529,370983,557777,628956,473567,287436,551526,97401,197236,288348,71044,745987,180571,1539870,821894,98597,134,939350,414478,150281,899497,97609,120821,487293,110315,757418,2568930,361294,13677,2542,549999,328047,127588,607213,53136
2/15/2021,481605,56411,0,798608,313348,3541342,414369,270242,83239,49,39001,1830988,966807,103,7699,27637,167483,1163574,649652,329726,289828,389521,420394,42677,371705,559350,630408,474169,287980,552180,97539,197328,288739,71302,747432,180761,1546408,824352,98643,134,941265,415210,150464,901248,97837,121787,489018,110376,758561,2571723,361756,13862,2542,551538,328047,127889,607639,53136
2/16/2021,482488,56912,0,799740,313525,3546485,415037,270822,83369,49,39131,1837285,969702,103,7701,27639,167945,1164922,650530,330318,289843,390762,420394,42773,372221,560576,631532,474621,288714,552960,97666,197447,289029,71561,751065,181060,1553117,826340,98781,134,943291,415726,150875,904249,98317,122072,490453,110593,759523,2574648,362347,13917,2542,553308,329746,128117,608418,53351
2/17/2021,483167,56975,0,801055,314192,3552905,416174,271356,83581,49,39180,1844627,973247,103,7703,27679,168353,1166717,651453,330906,291093,391772,421018,42877,372980,561936,632772,475379,289398,553915,97900,197746,289392,71938,755174,181332,1559042,829507,98901,135,945107,416805,151257,907764,98428,122440,492369,110685,760303,2579802,363248,13996,2558,555592,330807,128405,609189,53450
2/18/2021,484365,57192,0,802198,314445,3560297,417415,271903,83852,49,39301,1849744,976732,103,7705,27777,168639,1168684,652210,331505,291124,392729,421846,43095,373966,563976,633973,476292,289532,554986,98100,198042,289880,72399,758451,181739,1568624,833423,99034,135,947389,417442,151713,911018,98506,122859,495044,110871,761360,2582111,364399,14149,2558,557896,332007,128760,610055,53531
2/19/2021,485212,57404,0,804116,314713,3567979,418695,273101,84181,49,39461,1856427,980411,103,7715,27834,168953,1170902,653245,331747,293215,394687,422287,43229,374974,565794,635446,477287,289892,555909,98377,198442,290300,72767,761498,182050,1577197,836650,99153,135,949695,418319,152190,913787,98624,123145,497937,111018,762673,2587712,365256,14251,2575,559930,332904,129055,610974,53683
2/20/2021,485986,57406,0,806163,315230,3575525,419812,273101,84531,49,39553,1863707,983747,103,7715,27886,169150,1172824,654660,332182,293215,396018,422287,43367,375737,567764,636269,478157,290242,556700,98641,198751,290671,73161,764375,182475,1585435,840096,99228,135,952306,419298,152711,916361,98835,123145,501277,111165,764008,2593816,366034,14359,2579,561812,333794,129364,611789,53683
2/21/2021,486843,57406,0,807967,315514,3580630,420614,273101,84732,49,39648,1868772,985505,103,7715,27968,169150,1174409,655541,332760,293215,396997,424176,43497,376355,569284,636269,479036,290632,557278,98779,198949,290972,73413,766405,182789,1591672,842637,99277,143,953767,420345,152818,918169,99084,123145,504149,111304,765137,2600660,366735,14493,2579,564115,333794,129616,612240,53795
2/22/2021,487520,57751,0,809474,315759,3584712,421294,275334,85090,49,39755,1872923,987041,103,7727,28002,169584,1175655,656358,333080,294080,397526,424644,43594,376966,570546,637928,479591,290874,558218,98810,199045,291145,73665,769109,183023,1597969,844770,99312,143,955378,420856,153135,920026,99257,123980,505589,111334,766089,2606513,367073,14608,2589,565270,334962,129854,612712,53900
2/23/2021,488973,57808,0,810658,316593,3590763,422390,276691,85228,49,39844,1878533,990821,103,7727,28044,169866,1177320,657037,333964,294091,399013,426048,43736,377628,571783,639712,480091,291222,559438,99040,199402,291543,73923,772267,183335,1604892,846284,99416,143,958153,421223,153645,922861,99476,124262,506912,111546,767315,2617096,367789,14691,2589,567039,335693,130139,613419,53944
2/24/2021,490220,57996,0,811968,317396,3596772,423558,278184,85506,49,39943,1885661,994061,103,7729,28093,170289,1179342,658043,334665,295189,400307,426925,43900,378490,573885,641270,480845,291891,560327,99242,199782,292059,74258,775386,183781,1611031,849630,99531,143,959995,422038,154062,925654,99519,124718,509044,111808,768946,2624852,368601,14768,2623,568946,336565,130382,614260,53988
2/25/2021,491110,58179,0,812907,318122,3602797,424677,279159,85801,49,40122,1892301,997388,103,7729,28124,170595,1181226,659127,335244,295215,401750,427689,44118,379466,575993,642868,481831,292811,561281,99445,200163,292630,74568,778963,184080,1619924,852981,99621,143,962404,423191,154554,928056,99619,125185,511546,111964,770940,2632666,369433,14840,2636,570982,337653,130813,615225,54202
2/26/2021,491849,58291,0,814528,318638,3608182,426198,279946,86098,49,40284,1898223,1000822,103,7734,28239,170907,1183667,660071,335855,295997,402926,428592,44296,380436,577980,644125,482978,293542,561987,99613,200447,293029,74893,782833,184736,1627998,855905,99711,143,964380,424062,154878,931113,99860,125622,513295,112107,772513,2643463,370084,14963,2636,572639,338822,131234,616018,54350
2/27/2021,492683,58295,0,815707,319195,3613705,427462,279946,86517,49,40478,1903682,1004187,103,7735,28369,171140,1185447,660942,336282,295997,403947,428592,44493,381272,579680,645550,483790,294091,562624,99837,200720,293488,75166,786967,184888,1636040,858548,99780,143,966154,424843,155315,934080,100044,125622,515072,112293,773887,2649363,370770,15098,2646,574314,339773,131580,616886,54350
2/28/2021,493252,58296,0,816782,322415,3617765,428303,279946,86799,49,40598,1909221,1006521,103,7736,28380,171140,1186696,661673,336465,295997,404622,430100,44635,382099,581148,645550,484594,294795,562920,99954,200882,293754,75424,789356,185132,1643867,858548,99809,143,967422,425557,155597,935872,100297,125622,516823,112427,775004,2653013,371235,15198,2646,576050,339773,131855,617367,54394
3/1/2021,493769,58681,0,817821,322509,3621055,429839,282626,87080,49,40684,1910921,1008660,103,7737,28381,171462,1187839,662213,336890,296644,405126,430504,44763,382702,582543,647415,485230,294994,563489,100003,200946,293980,75588,792496,185297,1650303,862170,99852,143,968874,425946,155787,938303,100584,126588,517976,112470,775693,2660791,371492,15284,2646,577174,340708,132048,617700,54471
3/2/2021,494421,58838,0,818670,322949,3625290,430615,283128,87193,49,40767,1918100,1011807,103,7742,28423,171836,1189416,662750,337520,296654,406201,431271,44944,383170,582844,649057,485655,295295,564139,100158,201346,294289,75803,795785,185542,1656684,863409,99957,143,970583,426065,156037,940807,100735,126849,518823,112652,776337,2668091,371979,15372,2695,578559,341441,132184,618307,54527
3/3/2021,497154,59035,0,819954,323353,3629652,431670,283622,87425,49,40818,1924114,1014542,103,7745,28424,172288,1191520,663511,338041,297444,407373,431771,45091,383956,584743,650762,486434,295675,564834,100351,201608,294684,75990,799476,185898,1663248,865554,100067,144,972605,426821,156287,943442,100765,127285,519996,112833,777935,2675712,372708,15487,2695,580108,342236,132416,619087,54616
3/4/2021,498076,59185,0,821108,323756,3635081,433021,284500,87643,49,41014,1930232,1017428,103,7747,28521,172587,1193260,664446,338613,297474,408440,432527,45231,384765,586310,652589,487374,296154,565588,100531,201973,295069,76178,802669,186156,1670716,868056,100184,144,974480,427722,156673,946458,100867,127727,521563,113065,779449,2683386,373319,15686,2714,581408,343090,132677,619942,54685
3/5/2021,498887,59334,0,823384,324326,3640580,434654,285330,87874,49,41122,1936207,1019509,103,7748,28650,172827,1194702,665285,339148,297989,409345,433045,45456,385678,588209,654380,488170,296745,566213,100656,202310,295460,76422,806370,186460,1678867,870149,100278,144,976230,428645,156884,949237,101066,128121,523258,113229,780894,2688975,373868,15819,2724,583060,343868,132964,620663,54764
3/6/2021,499411,59334,0,825119,324653,3645359,435762,285330,88139,49,41273,1940897,1021778,103,7749,28727,172931,1197267,666516,339529,298188,410184,433045,45639,386610,589931,656072,489116,297321,566841,100656,202653,295960,76695,810090,186742,1686993,872176,100357,144,977736,429635,157079,951674,101327,128121,524457,113378,782206,2692691,374438,15964,2735,584537,344532,133290,621275,54764
3/7/2021,499819,59335,0,826454,324818,3648862,436612,285330,88354,49,41419,1944995,1023487,103,7749,28746,172931,1198335,667262,339672,298188,410709,433785,45794,387319,591356,656072,490011,297581,567217,100914,203026,296190,76861,812609,186922,1694651,872176,100391,145,978471,430103,157285,953388,101327,128121,525865,113589,783484,2695558,374850,16083,2735,585700,344532,133445,621654,54764
3/8/2021,500092,59677,0,827237,324951,3651755,437187,287396,88563,49,41579,1948307,1024931,103,7751,28784,173309,1199517,667736,340128,298788,411040,434289,45933,388035,592344,658355,490483,297651,567734,100959,203027,296393,77060,814916,187040,1700091,874906,100419,145,979725,430286,157515,955316,101327,128981,526716,113596,783904,2699083,375110,16199,2744,586592,345731,133627,621842,54903
3/9/2021,500616,59766,0,827800,325383,3655484,438025,288145,88679,49,41910,1952733,1026692,103,7752,28827,173790,1201027,668308,340891,298806,411917,434926,46066,388666,593607,659890,492108,298008,568406,101093,203279,296822,77252,819042,187238,1706924,875903,100514,146,981618,430565,158007,958253,101937,129277,527348,113753,785242,2704712,375669,16286,2755,588129,346403,133856,622444,54972
3/10/2021,501398,59921,0,828630,325700,3659170,439265,288657,88891,49,42006,1957586,1028432,103,7756,28831,174246,1202709,669164,341378,299536,412924,435514,46261,389566,595264,662572,493013,298445,568441,101243,203587,297147,77463,822817,187487,1713030,877764,100615,146,983486,431397,158291,960847,102051,129595,528473,113962,786597,2710278,376327,16371,2761,589375,347131,134158,623150,55014
3/11/2021,502263,60157,0,830655,326040,3663037,440220,289392,89680,49,42128,1962651,1030146,103,7758,28943,174610,1204409,670074,341838,299562,414131,435935,46448,390490,597073,665141,494106,299124,568918,101424,203890,297765,77764,826632,187720,1720199,879825,100726,146,984934,432103,158644,963577,102407,130120,529392,114163,788109,2715993,376973,16500,2761,590625,347884,134496,623801,55112
3/12/2021,502711,60266,0,831832,326499,3667255,441511,290577,89911,49,42282,1967865,1031713,103,7768,29213,174943,1206172,671023,342343,299995,415091,436482,46657,391480,598859,668085,495208,299887,569758,101556,204162,298623,78074,830681,187984,1724425,881823,100847,146,986740,432532,159037,966620,102567,130502,530880,114347,789652,2721511,377492,16623,2767,592214,348516,134842,624508,55163
3/13/2021,503305,60266,0,832094,326813,3669696,442753,290577,90156,49,42432,1973109,1032967,103,7768,29180,175236,1207847,671859,342705,299995,415770,436482,46863,392581,600616,670088,496395,300577,570508,101726,204464,299065,78319,834547,188167,1734676,882715,100942,147,988298,433168,159402,969108,102802,130502,532549,114493,789652,2724607,377983,16698,2767,593562,349425,135149,625045,55163
3/14/2021,503673,60267,0,832743,326943,3672293,443968,290577,90381,49,42511,1976808,1033786,103,7768,29219,175236,1209331,672554,342886,299995,416215,437393,47032,393441,602308,670088,497392,300780,571005,101760,204638,299287,78615,837861,188311,1741363,882715,100976,150,989191,433669,159617,970890,102995,130502,533421,114623,789652,2727462,378379,16890,2767,594735,349425,135468,625359,55163
3/15/2021,508229,60655,0,833381,327060,3673953,444390,293102,90614,49,42623,1979634,1034763,103,7773,29259,175657,1210113,672967,343303,300434,416610,437565,47206,394058,603464,673916,498218,300881,571405,101933,204753,299471,78813,840685,188488,1748482,886218,101001,154,990340,433996,159790,972792,103211,131487,534188,114649,792795,2731814,378600,16992,2767,595865,350506,135678,625690,55327
3/16/2021,508717,60758,0,833878,327456,3676536,444712,293955,90751,49,42730,1984425,1036506,103,7773,29307,176007,1212110,673528,343851,300441,417412,438557,47395,394716,604666,676494,498926,301250,572074,102344,205103,299817,79070,844398,188664,1755193,887311,101150,156,992223,434239,160051,975917,103278,131750,534869,114791,794137,2737763,379081,17047,2767,597141,351109,136019,626364,55352
3/17/2021,509476,60934,0,834323,327781,3679886,445338,294328,91123,49,42811,1989024,1038550,103,7776,29397,176461,1213765,674430,344267,301063,418372,439002,47591,395633,606377,680279,499962,301602,572844,102484,205214,300118,79367,848727,188907,1761775,889310,101284,156,993681,434745,160288,979132,103347,132184,536100,114966,795963,2742274,379780,17106,2803,598468,352012,136334,627060,55449
3/18/2021,510048,61091,0,834607,328045,3683453,446580,295484,91425,49,42892,1994117,1040817,103,7780,29505,176802,1216090,675388,344860,301085,419149,439543,47832,396746,608318,683398,501458,301924,573559,102616,205539,300415,79702,853188,189158,1767290,891314,101403,157,995785,435317,160622,982164,103679,132616,537498,115203,796624,2745694,380340,17247,2819,600550,352907,136716,627743,55479
3/19/2021,510579,61162,0,835030,328273,3686803,448362,296691,91635,49,43034,1999257,1042417,103,7780,29763,177185,1218470,676247,345304,301519,419872,439737,48071,397898,610481,687815,502893,302316,574201,102768,205814,300680,79996,857739,189374,1772367,893229,101514,157,997336,435742,160994,985672,103895,133039,538801,115518,798621,2749624,380787,17393,2848,602182,353792,137092,628428,55581
3/20/2021,511087,61165,0,835765,328547,3690222,449828,296691,91942,49,43175,2004362,1044134,103,7780,29765,177420,1220432,677135,345642,301519,420512,439737,48293,399016,612857,691070,504273,302677,574847,102966,206246,300951,80316,862648,189560,1779034,895263,101602,157,998819,435747,161320,989397,104221,133039,540390,115723,798621,2752279,381254,17555,2852,603745,354782,137478,628969,55581
