GEO_ID,STATE,COUNTY,NAME,POPUNI,PRED0_E,PRED0_M,PRED0_PE,PRED0_PM,PRED12_E,PRED12_M,PRED12_PE,PRED12_PM,PRED3_E,PRED3_M,PRED3_PE,PRED3_PM
0500000US17181,17,181,"Union County, Illinois",16653,4816,1701,28.92,10.22,7312,1744,43.91,10.47,4525,1480,27.17,8.89
0500000US17183,17,183,"Vermilion County, Illinois",73672,23425,7290,31.80,9.90,32248,7532,43.77,10.22,17999,6483,24.43,8.80
0500000US17185,17,185,"Wabash County, Illinois",11520,4297,1175,37.30,10.20,4263,1200,37.01,10.42,2960,1003,25.69,8.71
0500000US17187,17,187,"Warren County, Illinois",15991,5747,1691,35.94,10.57,6884,1748,43.05,10.93,3360,1475,21.01,9.22
0500000US17189,17,189,"Washington County, Illinois",13832,5589,1276,40.41,9.23,5307,1294,38.37,9.35,2936,1077,21.23,7.79
0500000US17191,17,191,"Wayne County, Illinois",16213,5168,1542,31.88,9.51,6593,1576,40.66,9.72,4452,1321,27.46,8.15
0500000US17193,17,193,"White County, Illinois",13440,4319,1358,32.14,10.10,5708,1380,42.47,10.27,3413,1158,25.39,8.61
0500000US17195,17,195,"Whiteside County, Illinois",55018,19716,5717,35.84,10.39,22519,5862,40.93,10.66,12783,4957,23.23,9.01
0500000US17197,17,197,"Will County, Illinois",684787,304612,71002,44.48,10.37,271672,72881,39.67,10.64,108503,59353,15.84,8.67
0500000US17199,17,199,"Williamson County, Illinois",65254,24204,6207,37.09,9.51,26734,6255,40.97,9.59,14316,5127,21.94,7.86
0500000US17201,17,201,"Winnebago County, Illinois",281089,100975,29343,35.92,10.44,118016,29982,41.99,10.67,62098,24739,22.09,8.80
0500000US17203,17,203,"Woodford County, Illinois",38062,15914,3806,41.81,10.00,15021,3845,39.46,10.10,7127,3150,18.72,8.28
0500000US18001,18,001,"Adams County, Indiana",35684,12443,3507,34.87,9.83,12294,3479,34.45,9.75,10947,2684,30.68,7.52
0500000US18003,18,003,"Allen County, Indiana",376714,154389,38488,40.98,10.22,150204,38640,39.87,10.26,72121,30594,19.14,8.12
0500000US18005,18,005,"Bartholomew County, Indiana",83520,35566,8350,42.58,10.00,30952,8500,37.06,10.18,17002,6966,20.36,8.34
0500000US18007,18,007,"Benton County, Indiana",8727,3024,888,34.65,10.17,3867,900,44.31,10.31,1836,733,21.04,8.40
0500000US18009,18,009,"Blackford County, Indiana",11666,3904,1250,33.46,10.72,4161,1275,35.67,10.93,3601,1066,30.87,9.14
0500000US18011,18,011,"Boone County, Indiana",67666,34247,6727,50.61,9.94,22328,6604,33.00,9.76,11091,4845,16.39,7.16
0500000US18013,18,013,"Brown County, Indiana",15087,4235,1573,28.07,10.42,7681,1616,50.91,10.71,3171,1388,21.02,9.20
0500000US18015,18,015,"Carroll County, Indiana",20218,7872,2060,38.94,10.19,7855,2094,38.85,10.36,4491,1729,22.21,8.55
0500000US18017,18,017,"Cass County, Indiana",37348,13817,3936,37.00,10.54,13846,4002,37.07,10.72,9685,3288,25.93,8.80
0500000US18019,18,019,"Clark County, Indiana",117859,46173,12229,39.18,10.38,49952,12178,42.38,10.33,21734,9604,18.44,8.15
0500000US18021,18,021,"Clay County, Indiana",26131,9644,2579,36.91,9.87,10575,2600,40.47,9.95,5912,2112,22.62,8.08
0500000US18023,18,023,"Clinton County, Indiana",32219,10365,3294,32.17,10.22,14079,3365,43.70,10.44,7775,2790,24.13,8.66
0500000US18025,18,025,"Crawford County, Indiana",10577,3017,1127,28.52,10.66,3889,1142,36.77,10.80,3671,941,34.71,8.90
0500000US18027,18,027,"Daviess County, Indiana",33160,10121,3291,30.52,9.93,12220,3319,36.85,10.01,10819,2645,32.63,7.98
0500000US18029,18,029,"Dearborn County, Indiana",49210,21520,4954,43.73,10.07,18124,4908,36.83,9.97,9566,3827,19.44,7.78
0500000US18031,18,031,"Decatur County, Indiana",26501,9426,2712,35.57,10.23,12445,2733,46.96,10.31,4630,2221,17.47,8.38
0500000US18033,18,033,"DeKalb County, Indiana",43399,18550,4322,42.74,9.96,16900,4296,38.94,9.90,7949,3384,18.32,7.80
0500000US18035,18,035,"Delaware County, Indiana",107050,37446,11793,34.98,11.02,45018,11732,42.05,10.96,24586,9431,22.97,8.81
0500000US18037,18,037,"Dubois County, Indiana",42576,17369,4026,40.80,9.46,18405,4097,43.23,9.62,6802,3368,15.98,7.91
0500000US18039,18,039,"Elkhart County, Indiana",204659,76124,20456,37.20,10.00,85789,20707,41.92,10.12,42746,16471,20.89,8.05
0500000US18041,18,041,"Fayette County, Indiana",23053,7702,2479,33.41,10.75,9116,2489,39.54,10.79,6235,2048,27.05,8.88
0500000US18043,18,043,"Floyd County, Indiana",78062,32980,8053,42.25,10.32,29633,7971,37.96,10.21,15449,6235,19.79,7.99
0500000US18045,18,045,"Fountain County, Indiana",16325,5666,1562,34.71,9.57,6960,1584,42.63,9.70,3699,1313,22.66,8.04
0500000US18047,18,047,"Franklin County, Indiana",22758,9213,2299,40.48,10.10,9572,2321,42.06,10.20,3973,1887,17.46,8.29
0500000US18049,18,049,"Fulton County, Indiana",19903,7044,2164,35.39,10.87,7985,2204,40.12,11.07,4874,1838,24.49,9.23
0500000US18051,18,051,"Gibson County, Indiana",33287,12012,3099,36.09,9.31,15388,3131,46.23,9.41,5887,2566,17.69,7.71
0500000US18053,18,053,"Grant County, Indiana",61804,21180,6115,34.27,9.89,26142,6221,42.30,10.07,14482,5234,23.43,8.47
0500000US18055,18,055,"Greene County, Indiana",31815,10324,3113,32.45,9.79,13831,3152,43.47,9.91,7660,2588,24.08,8.14
0500000US18057,18,057,"Hamilton County, Indiana",337641,186439,33759,55.22,10.00,114569,33051,33.93,9.79,36633,24009,10.85,7.11
0500000US18059,18,059,"Hancock County, Indiana",78000,39563,7876,50.72,10.10,27648,7655,35.45,9.81,10789,5594,13.83,7.17
0500000US18061,18,061,"Harrison County, Indiana",40342,14632,3853,36.27,9.55,18107,3887,44.88,9.63,7603,3161,18.85,7.83
0500000US18063,18,063,"Hendricks County, Indiana",167137,81009,17316,48.47,10.36,64645,16971,38.68,10.15,21483,12616,12.85,7.55
0500000US18065,18,065,"Henry County, Indiana",44837,16024,4446,35.74,9.92,18090,4439,40.35,9.90,10723,3592,23.92,8.01
0500000US18067,18,067,"Howard County, Indiana",82135,29771,8795,36.25,10.71,35232,8906,42.90,10.84,17132,7462,20.86,9.08
0500000US18069,18,069,"Huntington County, Indiana",35646,14860,3472,41.69,9.74,14774,3442,41.45,9.66,6012,2708,16.87,7.60
0500000US18071,18,071,"Jackson County, Indiana",44058,17891,4651,40.61,10.56,17220,4634,39.08,10.52,8947,3608,20.31,8.19
0500000US18073,18,073,"Jasper County, Indiana",32801,12087,3438,36.85,10.48,14390,3493,43.87,10.65,6324,2871,19.28,8.75
0500000US18075,18,075,"Jay County, Indiana",20374,6927,2064,34.00,10.13,8698,2092,42.69,10.27,4749,1711,23.31,8.40
0500000US18077,18,077,"Jefferson County, Indiana",30673,10507,3259,34.25,10.62,12841,3304,41.86,10.77,7325,2734,23.88,8.91
0500000US18079,18,079,"Jennings County, Indiana",27598,10800,2962,39.13,10.73,11118,2983,40.29,10.81,5680,2401,20.58,8.70
0500000US18081,18,081,"Johnson County, Indiana",156945,71197,16279,45.36,10.37,62886,16128,40.07,10.28,22862,12385,14.57,7.89
0500000US18083,18,083,"Knox County, Indiana",35109,12796,3688,36.45,10.50,14406,3730,41.03,10.62,7907,3094,22.52,8.81
0500000US18085,18,085,"Kosciusko County, Indiana",78471,31960,7651,40.73,9.75,30024,7689,38.26,9.80,16487,6129,21.01,7.81
0500000US18087,18,087,"LaGrange County, Indiana",39477,9699,3697,24.57,9.37,13980,3722,35.41,9.43,15798,2921,40.02,7.40
0500000US18089,18,089,"Lake County, Indiana",482392,163340,50771,33.86,10.52,206924,53104,42.90,11.01,112128,45136,23.24,9.36
0500000US18091,18,091,"LaPorte County, Indiana",104229,38059,11012,36.51,10.56,43201,11219,41.45,10.76,22969,9362,22.04,8.98
0500000US18093,18,093,"Lawrence County, Indiana",45213,16861,4666,37.29,10.32,19103,4714,42.25,10.43,9249,3867,20.46,8.55
0500000US18095,18,095,"Madison County, Indiana",124446,46357,12788,37.25,10.28,49781,12715,40.00,10.22,28308,10067,22.75,8.09
0500000US18097,18,097,"Marion County, Indiana",953401,348303,105901,36.53,11.11,384264,108995,40.30,11.43,220834,90717,23.16,9.52
0500000US18099,18,099,"Marshall County, Indiana",46124,16925,4585,36.69,9.94,17891,4641,38.79,10.06,11308,3766,24.52,8.17
0500000US18101,18,101,"Martin County, Indiana",10214,4585,1158,44.89,11.34,3968,1176,38.85,11.51,1661,971,16.26,9.51
0500000US18103,18,103,"Miami County, Indiana",32382,11837,3196,36.55,9.87,14136,3248,43.65,10.03,6409,2706,19.79,8.36
0500000US18105,18,105,"Monroe County, Indiana",134378,51644,14556,38.43,10.83,57578,14499,42.85,10.79,25156,11340,18.72,8.44
0500000US18107,18,107,"Montgomery County, Indiana",37482,12346,3726,32.94,9.94,16250,3779,43.35,10.08,8886,3135,23.71,8.36
0500000US18109,18,109,"Morgan County, Indiana",70256,29016,6779,41.30,9.65,28446,6725,40.49,9.57,12794,5213,18.21,7.42
0500000US18111,18,111,"Newton County, Indiana",13944,5098,1501,36.56,10.77,5893,1526,42.26,10.94,2953,1279,21.18,9.17
0500000US18113,18,113,"Noble County, Indiana",47422,17672,4422,37.27,9.32,19902,4487,41.97,9.46,9848,3657,20.77,7.71
0500000US18115,18,115,"Ohio County, Indiana",5875,2226,718,37.89,12.22,2252,730,38.33,12.43,1397,609,23.78,10.36
0500000US18117,18,117,"Orange County, Indiana",19567,6210,1973,31.74,10.08,8597,1999,43.94,10.22,4760,1650,24.33,8.43
0500000US18119,18,119,"Owen County, Indiana",20737,6473,2133,31.21,10.29,8795,2159,42.41,10.41,5469,1774,26.37,8.55
0500000US18121,18,121,"Parke County, Indiana",15618,5050,1595,32.33,10.21,5308,1629,33.99,10.43,5260,1384,33.68,8.86
0500000US18123,18,123,"Perry County, Indiana",17767,6446,1817,36.28,10.23,7646,1844,43.03,10.38,3675,1529,20.68,8.61
0500000US18125,18,125,"Pike County, Indiana",12316,4777,1323,38.79,10.74,5037,1341,40.90,10.89,2502,1110,20.32,9.02
0500000US18127,18,127,"Porter County, Indiana",168047,72611,16752,43.21,9.97,65996,16640,39.27,9.90,29440,13003,17.52,7.74
0500000US18129,18,129,"Posey County, Indiana",25373,10908,2685,42.99,10.58,9484,2714,37.38,10.70,4981,2217,19.63,8.74
0500000US18131,18,131,"Pulaski County, Indiana",12236,4817,1283,39.37,10.49,5002,1304,40.88,10.65,2417,1076,19.75,8.79
0500000US18133,18,133,"Putnam County, Indiana",33104,13520,3327,40.84,10.05,13040,3368,39.39,10.17,6544,2775,19.77,8.38
0500000US18135,18,135,"Randolph County, Indiana",24565,8619,2439,35.09,9.93,9952,2488,40.51,10.13,5994,2078,24.40,8.46
0500000US18137,18,137,"Ripley County, Indiana",28242,10592,2668,37.50,9.45,11577,2692,40.99,9.53,6073,2207,21.50,7.81
0500000US18139,18,139,"Rush County, Indiana",16538,6495,1733,39.27,10.48,6550,1751,39.61,10.59,3493,1431,21.12,8.65
0500000US18141,18,141,"St. Joseph County, Indiana",263040,99809,28197,37.94,10.72,103759,28486,39.45,10.83,59472,23087,22.61,8.78
0500000US18143,18,143,"Scott County, Indiana",23745,7940,2589,33.44,10.90,10502,2607,44.23,10.98,5303,2102,22.33,8.85
0500000US18145,18,145,"Shelby County, Indiana",44507,17661,4415,39.68,9.92,18462,4386,41.48,9.85,8384,3461,18.84,7.78
0500000US18147,18,147,"Spencer County, Indiana",20217,7657,1994,37.87,9.86,8480,2023,41.94,10.01,4080,1672,20.18,8.27
0500000US18149,18,149,"Starke County, Indiana",22995,8037,2338,34.95,10.17,10152,2369,44.15,10.30,4806,1930,20.90,8.39
0500000US18151,18,151,"Steuben County, Indiana",33465,12128,3182,36.24,9.51,14379,3249,42.97,9.71,6958,2718,20.79,8.12
0500000US18153,18,153,"Sullivan County, Indiana",18551,6364,1893,34.31,10.20,7794,1919,42.01,10.34,4393,1590,23.68,8.57
0500000US18155,18,155,"Switzerland County, Indiana",10709,2936,1167,27.42,10.90,4987,1176,46.57,10.98,2786,949,26.02,8.86
0500000US18157,18,157,"Tippecanoe County, Indiana",180768,71777,19500,39.71,10.79,76354,19446,42.24,10.76,32637,14901,18.05,8.24
0500000US18159,18,159,"Tipton County, Indiana",15113,6900,1674,45.66,11.07,5664,1706,37.48,11.29,2549,1437,16.87,9.51
0500000US18161,18,161,"Union County, Indiana",7036,2413,822,34.30,11.68,3045,832,43.28,11.83,1578,687,22.43,9.76
0500000US18163,18,163,"Vanderburgh County, Indiana",177286,63914,20317,36.05,11.46,74388,20345,41.96,11.48,38984,16465,21.99,9.29
0500000US18165,18,165,"Vermillion County, Indiana",15498,4955,1602,31.97,10.33,7017,1620,45.28,10.45,3526,1351,22.75,8.72
0500000US18167,18,167,"Vigo County, Indiana",98733,37077,10454,37.55,10.59,38234,10555,38.72,10.69,23422,8719,23.72,8.83
0500000US18169,18,169,"Wabash County, Indiana",29886,11175,2890,37.39,9.67,11813,2948,39.53,9.86,6898,2506,23.08,8.39
0500000US18171,18,171,"Warren County, Indiana",8239,3364,815,40.83,9.89,3199,827,38.83,10.04,1676,686,20.34,8.32
0500000US18173,18,173,"Warrick County, Indiana",62931,29052,6214,46.16,9.87,24372,6112,38.73,9.71,9507,4691,15.11,7.45
0500000US18175,18,175,"Washington County, Indiana",27959,10396,2738,37.18,9.79,11746,2754,42.01,9.85,5817,2208,20.81,7.90
0500000US18177,18,177,"Wayne County, Indiana",64597,22051,6638,34.14,10.28,26652,6659,41.26,10.31,15894,5493,24.60,8.50
0500000US18179,18,179,"Wells County, Indiana",28188,11569,2824,41.04,10.02,11275,2858,40.00,10.14,5344,2339,18.96,8.30
0500000US18181,18,181,"White County, Indiana",23996,8522,2408,35.51,10.03,10262,2478,42.77,10.33,5212,2090,21.72,8.71
0500000US18183,18,183,"Whitley County, Indiana",33794,13989,3309,41.39,9.79,11840,3349,35.04,9.91,7965,2740,23.57,8.11
0500000US19001,19,001,"Adair County, Iowa",7151,2600,745,36.36,10.42,3028,749,42.34,10.47,1523,629,21.30,8.79
0500000US19003,19,003,"Adams County, Iowa",3598,1481,412,41.16,11.46,1378,416,38.30,11.57,739,352,20.54,9.79
0500000US19005,19,005,"Allamakee County, Iowa",13687,5253,1382,38.38,10.10,5322,1407,38.88,10.28,3112,1192,22.74,8.71
0500000US19007,19,007,"Appanoose County, Iowa",12404,4139,1296,33.37,10.45,4272,1307,34.44,10.54,3993,1091,32.19,8.80
0500000US19009,19,009,"Audubon County, Iowa",5493,2028,578,36.92,10.52,2198,585,40.01,10.65,1267,498,23.07,9.06
0500000US19011,19,011,"Benton County, Iowa",25635,11737,2394,45.79,9.34,9318,2390,36.35,9.32,4580,1935,17.87,7.55
0500000US19013,19,013,"Black Hawk County, Iowa",128031,51271,13720,40.05,10.72,51481,13607,40.21,10.63,25279,10635,19.74,8.31
0500000US19015,19,015,"Boone County, Iowa",25998,10725,2830,41.25,10.89,10653,2799,40.98,10.77,4620,2250,17.77,8.65
0500000US19017,19,017,"Bremer County, Iowa",23734,10459,2289,44.07,9.65,9367,2291,39.47,9.65,3908,1863,16.47,7.85
0500000US19019,19,019,"Buchanan County, Iowa",21121,8426,2043,39.89,9.67,8391,2037,39.73,9.64,4304,1630,20.38,7.72
0500000US19021,19,021,"Buena Vista County, Iowa",19011,6827,2085,35.91,10.96,8324,2210,43.79,11.63,3860,1870,20.30,9.83
0500000US19023,19,023,"Butler County, Iowa",14433,6314,1337,43.75,9.27,5322,1343,36.87,9.30,2797,1116,19.38,7.73
0500000US19025,19,025,"Calhoun County, Iowa",9163,3286,848,35.86,9.26,3649,858,39.82,9.37,2228,729,24.32,7.96
0500000US19027,19,027,"Carroll County, Iowa",20140,8420,2069,41.81,10.27,7966,2077,39.55,10.31,3754,1710,18.64,8.49
0500000US19029,19,029,"Cass County, Iowa",12822,4660,1350,36.34,10.52,5431,1363,42.36,10.63,2731,1149,21.30,8.96
0500000US19031,19,031,"Cedar County, Iowa",18602,8507,1795,45.73,9.65,7139,1791,38.38,9.63,2956,1451,15.89,7.80
0500000US19033,19,033,"Cerro Gordo County, Iowa",41999,17851,4479,42.50,10.66,16052,4462,38.22,10.62,8096,3640,19.28,8.67
0500000US19035,19,035,"Cherokee County, Iowa",11220,3945,1284,35.16,11.44,4779,1306,42.59,11.64,2496,1134,22.25,10.11
0500000US19037,19,037,"Chickasaw County, Iowa",11933,4794,1193,40.17,10.00,4382,1199,36.72,10.05,2757,986,23.10,8.26
0500000US19039,19,039,"Clarke County, Iowa",9379,3230,1175,34.44,12.53,3935,1208,41.96,12.88,2214,1010,23.61,10.77
0500000US19041,19,041,"Clay County, Iowa",15981,5649,1872,35.35,11.71,6790,1844,42.49,11.54,3542,1468,22.16,9.19
0500000US19043,19,043,"Clayton County, Iowa",17540,6489,1564,37.00,8.92,6540,1582,37.29,9.02,4511,1334,25.72,7.60
0500000US19045,19,045,"Clinton County, Iowa",46397,18577,4781,40.04,10.30,18495,4759,39.86,10.26,9325,3844,20.10,8.28
0500000US19047,19,047,"Crawford County, Iowa",16811,5921,2228,35.22,13.25,6808,2368,40.50,14.08,4082,2003,24.28,11.92
0500000US19049,19,049,"Dallas County, Iowa",93420,49434,9342,52.92,10.00,32500,9227,34.79,9.88,11486,6895,12.30,7.38
0500000US19051,19,051,"Davis County, Iowa",9000,2989,993,33.21,11.04,3406,988,37.84,10.98,2605,783,28.94,8.70
0500000US19053,19,053,"Decatur County, Iowa",7274,2547,751,35.02,10.33,2938,756,40.39,10.40,1789,629,24.59,8.65
0500000US19055,19,055,"Delaware County, Iowa",17011,8079,1702,47.49,10.01,6137,1703,36.08,10.01,2795,1390,16.43,8.17
0500000US19057,19,057,"Des Moines County, Iowa",38813,15655,4077,40.33,10.51,14432,4068,37.18,10.48,8726,3308,22.48,8.52
0500000US19059,19,059,"Dickinson County, Iowa",17247,6870,1727,39.83,10.01,7270,1752,42.15,10.16,3107,1487,18.01,8.62
0500000US19061,19,061,"Dubuque County, Iowa",94730,40709,9552,42.97,10.08,35427,9450,37.40,9.98,18594,7437,19.63,7.85
0500000US19063,19,063,"Emmet County, Iowa",8930,3403,987,38.11,11.06,3606,1006,40.38,11.26,1921,845,21.51,9.46
0500000US19065,19,065,"Fayette County, Iowa",19114,6996,1853,36.60,9.70,7785,1867,40.73,9.77,4333,1560,22.67,8.16
0500000US19067,19,067,"Floyd County, Iowa",15600,5839,1651,37.43,10.59,6681,1679,42.83,10.76,3080,1420,19.74,9.10
0500000US19069,19,069,"Franklin County, Iowa",10070,3047,1071,30.26,10.64,4512,1098,44.81,10.90,2511,929,24.94,9.22
0500000US19071,19,071,"Fremont County, Iowa",6953,2816,692,40.50,9.95,2753,697,39.59,10.03,1384,586,19.91,8.43
0500000US19073,19,073,"Greene County, Iowa",8885,3306,971,37.21,10.93,3729,980,41.97,11.03,1850,821,20.82,9.24
0500000US19075,19,075,"Grundy County, Iowa",12232,5759,1084,47.08,8.86,4476,1084,36.59,8.86,1997,888,16.33,7.26
0500000US19077,19,077,"Guthrie County, Iowa",10682,4188,974,39.21,9.12,4601,981,43.07,9.18,1893,819,17.72,7.67
0500000US19079,19,079,"Hamilton County, Iowa",14760,6442,1608,43.64,10.89,5577,1631,37.78,11.05,2741,1362,18.57,9.23
0500000US19081,19,081,"Hancock County, Iowa",10627,4622,1116,43.49,10.51,3620,1127,34.06,10.61,2385,940,22.44,8.84
0500000US19083,19,083,"Hardin County, Iowa",16315,6549,1518,40.14,9.30,6130,1531,37.57,9.39,3636,1291,22.29,7.91
0500000US19085,19,085,"Harrison County, Iowa",14042,6123,1305,43.60,9.29,5410,1302,38.53,9.27,2509,1061,17.87,7.56
0500000US19087,19,087,"Henry County, Iowa",18564,7609,1799,40.99,9.69,7343,1818,39.56,9.79,3612,1512,19.46,8.14
0500000US19089,19,089,"Howard County, Iowa",9149,3552,968,38.82,10.58,3272,969,35.76,10.59,2325,794,25.41,8.68
0500000US19091,19,091,"Humboldt County, Iowa",9557,3626,995,37.94,10.41,3971,1006,41.55,10.53,1960,840,20.51,8.79
0500000US19093,19,093,"Ida County, Iowa",6860,2893,686,42.17,10.00,2895,690,42.20,10.06,1072,574,15.63,8.37
0500000US19095,19,095,"Iowa County, Iowa",16153,7410,1605,45.87,9.94,5592,1603,34.62,9.92,3151,1298,19.51,8.04
0500000US19097,19,097,"Jackson County, Iowa",19434,8122,1834,41.79,9.44,7316,1840,37.65,9.47,3996,1517,20.56,7.81
0500000US19099,19,099,"Jasper County, Iowa",35901,15677,3666,43.67,10.21,14060,3648,39.16,10.16,6164,2994,17.17,8.34
0500000US19101,19,101,"Jefferson County, Iowa",16956,6108,1923,36.02,11.34,7122,1967,42.00,11.60,3726,1696,21.97,10.00
0500000US19103,19,103,"Johnson County, Iowa",143882,62032,14338,43.11,9.97,54452,14140,37.84,9.83,27398,10512,19.04,7.31
0500000US19105,19,105,"Jones County, Iowa",19725,8932,1958,45.28,9.93,7096,1966,35.97,9.97,3697,1623,18.74,8.23
0500000US19107,19,107,"Keokuk County, Iowa",10244,3914,955,38.21,9.33,3565,959,34.80,9.36,2765,793,26.99,7.74
0500000US19109,19,109,"Kossuth County, Iowa",14801,5769,1443,38.98,9.75,5687,1463,38.42,9.88,3345,1242,22.60,8.39
0500000US19111,19,111,"Lee County, Iowa",32817,12453,3313,37.95,10.10,13344,3341,40.66,10.18,7020,2793,21.39,8.51
0500000US19113,19,113,"Linn County, Iowa",223485,99787,23164,44.65,10.36,84704,22913,37.90,10.25,38994,17928,17.45,8.02
0500000US19115,19,115,"Louisa County, Iowa",11032,3938,1063,35.70,9.63,5157,1084,46.75,9.83,1937,902,17.56,8.18
0500000US19117,19,117,"Lucas County, Iowa",8600,3215,920,37.38,10.69,3323,924,38.64,10.75,2062,767,23.98,8.92
0500000US19119,19,119,"Lyon County, Iowa",11738,4897,1094,41.72,9.32,5181,1091,44.14,9.29,1660,872,14.14,7.43
0500000US19121,19,121,"Madison County, Iowa",16330,7187,1664,44.01,10.19,5741,1659,35.16,10.16,3402,1333,20.83,8.16
0500000US19123,19,123,"Mahaska County, Iowa",21706,9129,2175,42.06,10.02,8622,2168,39.72,9.99,3955,1752,18.22,8.07
0500000US19125,19,125,"Marion County, Iowa",32254,12498,3295,38.75,10.22,13779,3290,42.72,10.20,5977,2643,18.53,8.20
0500000US19127,19,127,"Marshall County, Iowa",39025,13650,4073,34.98,10.44,15408,4198,39.48,10.76,9967,3548,25.54,9.09
0500000US19129,19,129,"Mills County, Iowa",14788,6220,1508,42.06,10.20,5530,1509,37.40,10.21,3038,1219,20.54,8.24
0500000US19131,19,131,"Mitchell County, Iowa",10565,4483,1040,42.43,9.84,4017,1042,38.02,9.86,2065,860,19.55,8.14
0500000US19133,19,133,"Monona County, Iowa",8612,3623,898,42.07,10.43,3208,909,37.25,10.56,1781,779,20.68,9.05
0500000US19135,19,135,"Monroe County, Iowa",7703,2758,915,35.80,11.88,3262,914,42.35,11.87,1683,750,21.85,9.73
0500000US19137,19,137,"Montgomery County, Iowa",9917,3757,1031,37.88,10.40,3861,1038,38.93,10.47,2299,865,23.18,8.72
0500000US19139,19,139,"Muscatine County, Iowa",42552,15497,4342,36.42,10.20,19825,4362,46.59,10.25,7230,3507,16.99,8.24
0500000US19141,19,141,"O'Brien County, Iowa",13699,5589,1398,40.80,10.21,5609,1408,40.94,10.28,2501,1153,18.26,8.42
0500000US19143,19,143,"Osceola County, Iowa",5954,2596,628,43.60,10.54,2152,640,36.14,10.75,1206,542,20.26,9.11
0500000US19145,19,145,"Page County, Iowa",13787,4773,1409,34.62,10.22,5980,1431,43.37,10.38,3034,1222,22.01,8.86
0500000US19147,19,147,"Palo Alto County, Iowa",8793,3388,1000,38.53,11.37,3182,1008,36.19,11.46,2223,848,25.28,9.64
0500000US19149,19,149,"Plymouth County, Iowa",25177,10352,2398,41.12,9.52,10532,2410,41.83,9.57,4293,1960,17.05,7.78
0500000US19151,19,151,"Pocahontas County, Iowa",6614,3004,677,45.42,10.24,2472,686,37.38,10.37,1138,580,17.21,8.76
0500000US19153,19,153,"Polk County, Iowa",485034,201764,50857,41.60,10.49,195664,50414,40.34,10.39,87606,38315,18.06,7.90
0500000US19155,19,155,"Pottawattamie County, Iowa",92009,37750,9693,41.03,10.53,36666,9551,39.85,10.38,17593,7444,19.12,8.09
0500000US19157,19,157,"Poweshiek County, Iowa",17161,6748,1731,39.32,10.09,6636,1750,38.67,10.20,3777,1478,22.01,8.61
0500000US19159,19,159,"Ringgold County, Iowa",4893,1591,520,32.52,10.62,1974,524,40.34,10.71,1328,449,27.14,9.18
0500000US19161,19,161,"Sac County, Iowa",9714,4013,907,41.31,9.34,3561,918,36.66,9.45,2140,775,22.03,7.98
0500000US19163,19,163,"Scott County, Iowa",171182,70776,18010,41.35,10.52,68597,17965,40.07,10.49,31809,14373,18.58,8.40
0500000US19165,19,165,"Shelby County, Iowa",11447,4263,1133,37.24,9.90,5001,1143,43.69,9.99,2183,960,19.07,8.39
0500000US19167,19,167,"Sioux County, Iowa",33022,16303,3148,49.37,9.53,10641,3179,32.22,9.63,6078,2568,18.41,7.78
0500000US19169,19,169,"Story County, Iowa",87195,37896,9532,43.46,10.93,33071,9365,37.93,10.74,16228,6962,18.61,7.98
0500000US19171,19,171,"Tama County, Iowa",16840,5727,1530,34.01,9.08,6928,1578,41.14,9.37,4185,1357,24.85,8.06
0500000US19173,19,173,"Taylor County, Iowa",6117,2324,623,37.99,10.19,2184,634,35.70,10.36,1609,532,26.30,8.69
0500000US19175,19,175,"Union County, Iowa",12012,5070,1358,42.21,11.30,4740,1365,39.46,11.36,2202,1126,18.33,9.37
0500000US19177,19,177,"Van Buren County, Iowa",7043,2223,693,31.56,9.83,2966,697,42.11,9.89,1854,576,26.32,8.18
0500000US19179,19,179,"Wapello County, Iowa",34431,12562,3623,36.48,10.52,14509,3631,42.14,10.54,7360,2936,21.38,8.53
0500000US19181,19,181,"Warren County, Iowa",50399,23085,5021,45.80,9.96,18470,4915,36.65,9.75,8844,3723,17.55,7.39
0500000US19183,19,183,"Washington County, Iowa",21939,8452,2031,38.53,9.26,9011,2048,41.07,9.33,4476,1684,20.40,7.67
0500000US19185,19,185,"Wayne County, Iowa",6431,1915,662,29.78,10.30,2647,666,41.16,10.36,1869,554,29.06,8.61
0500000US19187,19,187,"Webster County, Iowa",33666,13011,3922,38.65,11.65,13281,3914,39.45,11.63,7374,3216,21.90,9.55
0500000US19189,19,189,"Winnebago County, Iowa",10051,3798,1050,37.79,10.45,4303,1061,42.81,10.55,1950,889,19.40,8.85
0500000US19191,19,191,"Winneshiek County, Iowa",18186,8241,1724,45.32,9.48,6521,1740,35.86,9.57,3424,1457,18.83,8.01
0500000US19193,19,193,"Woodbury County, Iowa",101460,36569,10749,36.04,10.59,43291,10912,42.67,10.76,21600,8933,21.29,8.80
0500000US19195,19,195,"Worth County, Iowa",7376,2660,737,36.06,10.00,3142,740,42.60,10.03,1574,607,21.34,8.23
0500000US19197,19,197,"Wright County, Iowa",12553,4353,1403,34.68,11.18,5383,1440,42.88,11.47,2817,1222,22.44,9.73
0500000US20001,20,001,"Allen County, Kansas",12138,4095,1339,33.74,11.03,4616,1350,38.03,11.12,3427,1126,28.23,9.28
0500000US20003,20,003,"Anderson County, Kansas",7839,2076,899,26.48,11.46,3377,904,43.08,11.54,2386,751,30.44,9.58
