FIPS,AREA_SQMI,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,EP_UNINSUR,num_beds,dem_pct,Agreeableness,Belief In Science,Collectivism,Conflict Awareness,Conscientiousness,Empathy,Employment Rate,Entrepreneurship,Extraversion,Gender Equality,Hopefulness,Income Per Capita,Neuroticism,Openness,Religiosity,Risk Taking,Selflessness,Tolerance,Work Ethic,first_yr_cases,E_TOTPOP,case_pct
1001,594.4434589,15.4,4.2,29372.0,11.3,14.6,24.2,19.3,7.5,25.0,0.8,3.8,18.4,1.4,5.6,1.0,0.5401,0.2745,0.286,0.4397,1.5403,0.3631,0.185,0.7529,0.7905,0.3792,2.1076,0.581,0.6336,0.5113,1.1449,0.5947,0.6017,0.7408,0.2964,0.4846,0.1525,2.276,0.3741,7.0688,0.4354,7.1,85.0,27.018365142239826,86.27965527,70.83333333,57.14285715,63.44432348,84.11381987,83.30872637,94.7,12.96829971,86.11252574,77.06349206,91.16314199,26168.0,77.92547585,78.22235425,91.10671937,53.33333333,82.14285715,70.0,60.38095238,6589,55200,11.93659420289855
1009,644.8304602,14.4,4.1,22656.0,19.8,17.8,23.4,14.2,7.0,12.9,1.7,0.9,25.2,1.6,4.2,0.9,0.4723,0.2611,0.7561,0.8405,2.33,0.6143,0.4715,0.6406,0.3763,0.2961,1.7845,0.3187,0.4206,0.717,1.1376,0.5915,0.1512,0.8816,0.3703,0.242,0.1165,1.7616,0.1741,7.0137,0.4242,11.0,40.0,9.569377990430622,85.54809605,33.33333333,80.0,63.13650226,83.16597632,81.52184369,94.5,11.5727003,87.16475656,64.58511396,79.49270348,21033.0,78.76462019,78.19310515,92.04545455,57.60381485,79.30763224,64.95328771,76.0,6444,57645,11.178766588602654
1013,776.8382008,23.5,6.7,20430.0,15.4,19.0,22.8,17.7,10.5,48.1,0.5,1.3,26.2,1.8,7.8,1.6,0.886,0.6968,0.8879,0.6753,3.146,0.8455,0.5928,0.5578,0.6845,0.8185,2.6536,0.9077,0.8711,0.3582,1.2293,0.6447,0.2416,0.894,0.4457,0.7685,0.3792,2.729,0.6259,9.7579,0.8653,10.2,94.0,41.78962900505902,88.37741841,62.49436916,66.85955289,60.78853212,83.27629142,81.8463715,92.9,10.42553191,88.73849064,64.76908919,83.52376528,19011.0,78.56368024,76.10976132,76.62392367,69.05810392,79.95664803,67.920284,72.77395274,2097,20025,10.47191011235955
1015,605.8672514,18.6,8.8,24706.0,15.9,16.8,21.9,20.8,10.4,27.5,1.0,3.7,14.7,1.7,5.8,2.7,0.7322,0.885,0.6076,0.6988,2.9236,0.7866,0.3664,0.4323,0.8564,0.8077,2.4628,0.8303,0.6616,0.5791,1.2407,0.6507,0.5931,0.6396,0.4056,0.5142,0.625,2.7775,0.6492,9.4046,0.8252,9.4,552.0,29.845242531824333,85.03932433,63.19337253,66.76454576,47.56576253,82.33405695,82.31821473,93.3,9.818027931,87.39785984,69.01533224,83.36560784,22231.0,79.43903249,79.95512057,77.91874056,54.06356759,76.74572381,67.45614974,68.29279443,14224,115098,12.358164346904378
1017,596.560643,16.6,5.0,22827.0,18.6,18.9,20.7,16.7,9.7,44.2,0.1,4.0,14.0,3.0,7.3,1.5,0.6258,0.4166,0.7465,0.7966,2.5855,0.6901,0.5817,0.2846,0.6074,0.7316,2.2053,0.6609,0.8437,0.0707,0.9144,0.4597,0.624,0.6192,0.7622,0.7224,0.3457,3.0735,0.7943,8.7787,0.7382,10.8,115.0,41.644857367181366,86.22466621,62.06773106,69.71606748,65.48542297,83.80712598,80.92258106,94.5,9.949409781,88.05228674,69.43330861,85.37151711,21532.0,76.9953577,78.15677116,75.89110012,67.34377522,79.12855822,66.39778533,69.55444137,3488,33826,10.311594631348667
1031,678.9858208,15.1,5.9,27577.0,13.8,16.3,23.7,17.7,9.7,29.4,1.4,0.9,13.6,1.4,6.0,1.2,0.5229,0.5669,0.4022,0.5922,2.0842,0.5373,0.32,0.6826,0.6845,0.7316,2.4187,0.8067,0.6883,0.6718,1.3601,0.7256,0.1512,0.6065,0.2964,0.5441,0.2184,1.8166,0.1923,7.6796,0.5408,10.1,131.0,22.78787878787879,88.03210438,62.56362344,67.23688072,64.55888597,83.95687692,80.65983661,93.9,11.30334487,87.26455511,69.22046269,82.87132476,25325.0,78.97745816,76.78782375,76.82882547,67.93936743,74.70825219,65.37210082,68.34077112,5384,51288,10.497582280455466
1033,592.7446865,16.3,5.9,24918.0,15.6,19.3,21.3,18.7,8.2,21.3,0.3,2.2,9.3,0.4,6.1,0.8,0.6032,0.5669,0.5927,0.6855,2.4483,0.6519,0.6234,0.3505,0.7574,0.5053,2.2366,0.6858,0.5817,0.227,0.8087,0.397,0.4037,0.4355,0.0322,0.5626,0.0936,1.5276,0.1025,7.0212,0.4274,8.1,363.0,29.918238542637884,86.01241625,67.49622382,68.5306821,46.68112013,83.15678737,79.55948573,93.0,8.723747981,86.78500318,69.23256324,84.40997754,23318.0,81.12758543,78.55220013,69.64909085,74.83909591,76.35119886,70.14567423,66.40289087,6170,54495,11.322139645839068
1039,1030.5560529,18.3,8.7,23071.0,17.1,20.5,21.9,20.9,9.0,16.6,0.4,1.3,21.6,2.1,5.2,1.8,0.7178,0.8803,0.7264,0.7459,3.0704,0.8232,0.7249,0.4323,0.859,0.6399,2.6561,0.908,0.5084,0.297,0.8054,0.3941,0.2416,0.8185,0.5498,0.4082,0.4448,2.4629,0.4702,8.9948,0.7723,11.2,210.0,15.611015490533562,89.21516646,62.17399926,67.45256532,63.4552954,83.93558381,79.45285665,93.0,11.08433735,89.49484248,68.29198719,83.70717224,21738.0,76.98901928,74.09045132,77.26821552,65.96464008,76.99523151,64.19274948,71.8682224,4041,37351,10.818987443441943
1043,734.7802988,15.8,5.5,22980.0,18.2,18.0,22.6,17.6,6.7,7.9,0.6,2.5,22.9,1.8,4.2,1.5,0.5675,0.5006,0.7338,0.7829,2.5848,0.6895,0.4893,0.5304,0.6746,0.2537,1.948,0.4444,0.2716,0.4187,0.6903,0.3305,0.4448,0.8443,0.4457,0.242,0.3457,2.3225,0.3945,7.5456,0.5182,11.8,145.0,10.699863802537573,84.5196641,61.04491165,68.25237684,60.7870615,82.30543314,81.94395036,94.9,9.993510707,88.03931719,68.79373883,80.06042296,21041.0,80.65231476,78.36166617,90.90909091,20.0,76.9851165,68.23682256,33.33333334,9380,82313,11.395526830512798
1045,561.1006284,18.4,8.8,23837.0,14.2,16.1,23.4,21.3,8.2,31.0,1.0,1.2,18.2,1.7,5.5,2.6,0.7236,0.885,0.6758,0.6129,2.8973,0.779,0.2983,0.6406,0.8781,0.5053,2.3223,0.7463,0.7017,0.5791,1.2808,0.6772,0.2216,0.737,0.4056,0.4677,0.6059,2.4378,0.455,8.9382,0.7599,11.4,89.0,26.193130003039823,85.60007855,62.8320498,67.04730365,60.57216116,83.74555956,80.35932303,94.1,9.375,86.93718172,66.24481127,84.00862887,22834.0,78.63897934,79.48097594,75.2209091,67.95049515,77.2280402,67.5783298,71.92450065,4760,49255,9.663993503197645
1051,618.4462511,12.3,6.2,27475.0,13.6,14.5,22.5,17.9,9.2,26.8,0.7,2.6,15.1,1.4,4.7,5.4,0.3309,0.6207,0.4086,0.5829,1.9431,0.4911,0.1786,0.5151,0.6982,0.6702,2.0621,0.5422,0.6536,0.4642,1.1178,0.581,0.4575,0.653,0.2964,0.32,0.8262,2.5531,0.5177,7.6761,0.5401,8.2,138.0,25.26687789422374,85.4995249,64.2400416,67.18730413,64.05281692,83.56396339,79.47966524,95.1,11.72839506,86.350783,66.81422176,83.71805386,24771.0,78.33021196,77.77267969,75.76307367,63.00910591,76.75107236,67.34968336,69.75164614,9953,81212,12.255577993399989
1055,535.2816213,17.3,6.5,24065.0,15.5,18.3,21.6,19.6,8.9,21.9,1.2,3.1,11.0,1.2,6.3,1.3,0.6707,0.6697,0.6554,0.6804,2.6762,0.7169,0.5215,0.3862,0.8093,0.6234,2.3404,0.7587,0.5899,0.631,1.2209,0.6396,0.5202,0.5027,0.2203,0.5906,0.2582,2.092,0.2904,8.3295,0.6564,10.4,627.0,24.23524974857526,84.8839837,61.94823455,66.62609695,61.56017661,81.87561882,82.08570079,94.0,9.90447461,87.27177915,68.76790518,80.99336399,21287.0,79.67478262,78.59876781,78.20544022,60.02772136,78.24760824,65.74609224,67.03767029,13647,102939,13.257366012881416
1069,579.8690621,18.3,7.0,25990.0,14.3,16.9,23.4,17.8,10.4,33.1,0.6,5.1,13.7,1.2,6.2,0.9,0.7178,0.7347,0.5213,0.6189,2.5927,0.6943,0.3763,0.6406,0.6896,0.8077,2.5142,0.8542,0.7243,0.4187,1.143,0.5938,0.7065,0.6103,0.2203,0.5788,0.1165,2.2324,0.3502,8.4823,0.6838,10.4,655.0,27.975223615532887,85.92914436,67.61099921,66.13274138,65.20688532,84.58695436,82.2317639,94.1,10.75353218,88.16196624,69.02233107,84.46645665,24086.0,78.88463723,79.51080432,74.08194745,71.67221119,76.76334771,69.15415525,67.31600282,10332,104352,9.901103955841768
1071,1077.986767,20.2,5.9,21608.0,17.5,19.1,21.4,18.8,7.4,10.7,0.4,1.4,19.6,2.2,4.6,1.3,0.7968,0.5669,0.8252,0.7587,2.9476,0.7927,0.5995,0.3629,0.7638,0.3613,2.0875,0.5635,0.3636,0.297,0.6606,0.3126,0.2579,0.7733,0.5801,0.3012,0.2582,2.1707,0.3231,7.8664,0.5726,9.6,170.0,15.726011169402605,84.80478631,66.71338903,69.29520038,61.00336817,81.07330638,79.56387915,93.6,10.15911873,85.09285314,68.77567809,79.90166137,20487.0,81.47919684,79.31681862,73.56684964,71.06463107,78.9124667,70.52366012,64.09080179,6724,52094,12.907436556993126
1077,668.0128629,15.2,5.3,27189.0,12.6,19.3,20.0,14.7,7.6,15.2,0.6,5.3,9.1,1.2,7.0,2.4,0.5287,0.4691,0.4309,0.5269,1.9556,0.4946,0.6234,0.2162,0.425,0.3961,1.6607,0.2451,0.476,0.4187,0.8947,0.4464,0.7195,0.4276,0.2203,0.6829,0.5769,2.6272,0.5622,7.1382,0.4468,9.1,263.0,26.872505018155575,88.2171434,62.37234619,68.36192614,66.13532628,84.92906614,81.1885939,93.6,10.96112311,87.91830082,68.90679135,81.29236676,24893.0,77.44707157,78.84480162,76.42670907,71.50808008,76.24414701,67.03784281,70.50041794,9140,92585,9.872009504779392
1079,690.6840635,16.8,5.7,23557.0,21.0,17.4,21.8,20.5,7.3,23.5,0.2,0.8,22.5,1.5,5.5,0.7,0.6395,0.5344,0.6946,0.8781,2.7466,0.7373,0.432,0.418,0.8462,0.3435,2.0397,0.5186,0.6154,0.1477,0.7631,0.3725,0.1369,0.8373,0.3359,0.4677,0.0729,1.8507,0.2028,7.4001,0.4952,8.2,98.0,22.219449815981537,86.66764653,70.46362948,70.26908623,65.60839746,82.52731428,80.50196202,93.0,8.421052632,90.3178709,69.80329768,79.22618512,21911.0,77.48563043,77.83620691,71.275117,75.83893939,77.50137202,70.46710346,70.16039411,2926,33171,8.820958065780351
1083,559.955192,13.7,6.9,27699.0,15.7,14.7,23.0,16.3,7.6,23.1,1.0,3.6,12.6,1.8,3.6,3.1,0.4229,0.7232,0.3946,0.6883,2.229,0.5812,0.1917,0.5915,0.5756,0.3961,1.7549,0.2999,0.6094,0.5791,1.1885,0.6186,0.5788,0.568,0.4457,0.1573,0.6819,2.4317,0.4521,7.6041,0.5296,9.6,71.0,27.768863613283234,85.45673341,58.33333333,70.83333333,63.84161421,81.72708383,81.790079,94.7,9.829488465,88.12264787,70.74074073,74.50906344,26086.0,77.0892654,78.39051585,87.55050505,55.0,83.33333333,54.375,78.0,9744,93052,10.471564286635429
1089,801.5829707,13.2,5.8,35526.0,8.9,14.3,22.1,13.1,8.1,35.1,1.1,10.2,4.4,1.3,4.9,2.5,0.3908,0.5481,0.0822,0.2607,1.2818,0.2863,0.1687,0.4642,0.2649,0.49,1.3878,0.1219,0.7472,0.6087,1.3559,0.7217,0.8812,0.1977,0.2604,0.3572,0.5944,2.2909,0.3836,6.3164,0.3076,8.9,1088.0,44.815600178675034,85.69429957,64.0,78.125,61.9182595,83.0075265,79.89890521,94.8,11.5135635,87.34429075,66.16666667,70.29204431,33264.0,76.65084009,80.16123628,81.18955512,56.66666667,71.875,74.6875,58.66666668,33533,357560,9.37828616176306
1095,565.8447822,21.7,5.1,23833.0,19.1,16.8,24.9,15.5,9.2,18.8,4.0,1.6,14.8,2.6,4.8,1.1,0.8427,0.4303,0.6764,0.8166,2.766,0.7427,0.3664,0.8188,0.5005,0.6702,2.3559,0.7682,0.5476,0.8895,1.4371,0.7708,0.298,0.6444,0.6864,0.3381,0.185,2.1519,0.3149,8.7109,0.7261,13.1,240.0,14.98676081200353,84.74156785,66.62435557,66.58719703,45.19174231,81.88122826,60.64181961,94.5,10.47032475,85.02097891,69.82100927,82.17226122,21767.0,81.1099763,79.15535111,76.19529346,63.06931789,75.56806102,67.41404828,65.02749539,11854,95145,12.458878553786326
1097,1229.3692434,19.3,6.2,25215.0,13.8,15.3,23.7,14.0,10.8,42.8,0.7,9.0,7.7,2.0,6.7,2.2,0.7592,0.6207,0.5745,0.5922,2.5466,0.6815,0.2359,0.6826,0.3524,0.8462,2.1171,0.5899,0.8268,0.4642,1.291,0.6845,0.8577,0.3639,0.518,0.6425,0.5409,2.923,0.723,8.8777,0.7532,11.6,1847.0,43.38953069380446,86.99329612,63.83062587,69.58626241,63.06741154,84.51373027,80.76009316,93.1,10.12941176,86.80542941,67.36656032,86.27856274,23318.0,78.22508842,79.65285316,73.66629727,72.82592486,77.6796708,69.27954559,70.74034939,37492,414659,9.04164626837956
1103,579.389645,15.3,5.2,25907.0,16.7,16.7,23.0,16.8,9.1,24.0,2.1,5.2,11.1,2.4,5.3,1.6,0.536,0.449,0.5268,0.7313,2.2431,0.5838,0.3566,0.5915,0.6164,0.653,2.2175,0.6702,0.6224,0.774,1.3964,0.7504,0.7138,0.5046,0.6313,0.4225,0.3792,2.6514,0.5775,8.5084,0.6895,10.2,402.0,24.634228062990953,86.1392312,75.0,58.33333333,62.75181933,82.89008847,79.67163701,94.4,9.247648903,88.4038564,69.84848484,84.13897281,24415.0,78.7651258,77.95781574,89.52762924,20.0,75.0,66.87499999,54.66666667,14131,119122,11.862628229881969
1111,580.5491197,17.7,5.0,23247.0,21.2,20.0,21.8,14.3,8.2,24.7,0.3,1.6,23.5,2.9,7.0,2.2,0.6914,0.4166,0.7169,0.8812,2.7061,0.7252,0.6851,0.418,0.389,0.5053,1.9974,0.4814,0.6304,0.227,0.8574,0.4266,0.298,0.8535,0.7434,0.6829,0.5409,3.1187,0.8157,8.6796,0.7191,10.5,15.0,20.328504198578944,84.9094908,64.19494602,65.28738997,61.1378042,79.18178946,79.78751427,94.3,8.310249307,87.10636022,71.04290296,86.35733754,19584.0,79.28046436,78.57281781,75.22446283,71.31759068,78.42265053,65.87641765,68.96397173,1752,22574,7.76114113581997
1113,641.1523375,20.1,7.8,22055.0,16.7,13.4,24.7,18.8,11.5,53.0,1.0,3.2,15.6,3.1,9.8,1.0,0.792,0.815,0.7965,0.7313,3.1348,0.8433,0.1238,0.8017,0.7638,0.8918,2.5811,0.88,0.8933,0.5791,1.4724,0.7937,0.5333,0.6663,0.7803,0.8984,0.1525,3.0308,0.7768,10.2191,0.9115,13.4,70.0,52.64194289465048,85.70785304,59.6111451,69.70744785,59.01468308,86.46163589,81.30185502,94.4,10.4622871,87.72070026,67.4981017,85.13992565,20760.0,77.34545857,78.05737166,77.30605109,61.5809311,78.28228149,67.82281779,66.4945062,4230,58213,7.266418154020579
1115,631.6030046,13.2,5.3,24861.0,15.2,15.9,22.9,16.5,7.2,14.0,0.5,1.7,23.9,0.9,3.0,2.5,0.3908,0.4691,0.5975,0.666,2.1234,0.5475,0.2811,0.5715,0.5899,0.3247,1.7672,0.3088,0.4479,0.3582,0.8061,0.3961,0.32,0.8606,0.1223,0.092,0.5944,1.9893,0.2502,6.686,0.3656,8.8,40.0,17.425350464661012,84.65571125,64.80495256,66.26212293,62.93510974,83.5616389,80.16017225,94.7,13.38661339,87.55902316,68.81371432,83.37275869,24474.0,78.7307962,78.94703576,74.81155038,59.61563187,76.93472147,69.51006401,65.4254501,9350,87306,10.709458685542804
1117,785.3750191,8.4,4.0,36576.0,7.8,14.3,24.0,11.2,6.0,21.9,1.6,7.6,8.0,1.1,2.9,1.4,0.0997,0.2455,0.0697,0.1831,0.598,0.0841,0.1687,0.7262,0.1302,0.1706,1.1957,0.0691,0.5899,0.7052,1.2951,0.6877,0.8157,0.3824,0.1888,0.0853,0.3018,1.774,0.1764,4.8628,0.1169,6.8,252.0,28.941278816876903,85.83500582,67.92794336,66.66912299,59.67077186,83.93617616,79.13445167,95.6,14.54709058,88.74835402,70.42116233,82.43320768,34117.0,76.35003615,80.33850768,69.85500945,68.08059403,76.67060732,70.82515527,68.22842984,23048,211261,10.90972777748851
1121,736.7818207,19.9,8.8,22498.0,19.0,17.1,21.5,19.3,10.4,37.1,0.5,2.3,23.6,1.3,7.9,4.2,0.7841,0.885,0.7682,0.8112,3.2485,0.8729,0.3989,0.3747,0.7905,0.8077,2.3718,0.7797,0.7727,0.3582,1.1309,0.5883,0.4171,0.8561,0.2604,0.7794,0.7689,3.0819,0.7985,9.8331,0.8736,9.3,285.0,36.83930123657572,85.95687296,61.13910468,69.92785758,66.9877924,84.49571903,81.14540064,93.2,7.752545027,86.82600104,70.36635796,82.71927191,20430.0,77.94422755,79.37232126,73.80795126,69.48526566,76.49951898,68.24601568,68.68617657,7987,80565,9.913734251846336
4021,5365.8364121,14.2,7.8,23653.0,14.6,19.3,23.4,15.2,8.3,42.9,3.4,2.2,19.1,3.7,4.4,6.3,0.4583,0.815,0.6879,0.6383,2.5995,0.6962,0.6234,0.6406,0.4715,0.5234,2.2589,0.7014,0.8281,0.8647,1.6928,0.8962,0.4037,0.7587,0.8551,0.2697,0.8574,3.1446,0.8271,9.6958,0.8592,8.8,249.0,40.603544281899076,86.09438184,58.48484848,56.25,67.38704079,83.58207083,80.53818597,94.5,15.26929484,87.13476454,70.87962963,92.74924471,21982.0,76.83781804,79.23339283,83.13397128,70.0,87.5,70.0,79.66666667,49475,419721,11.787592233888702
5009,589.9903538,14.9,4.4,23998.0,13.0,20.1,22.8,18.8,7.7,6.0,0.0,2.9,11.7,2.4,5.6,1.4,0.5076,0.3121,0.6602,0.5495,2.0294,0.5207,0.695,0.5578,0.7638,0.4126,2.4292,0.8125,0.1853,0.0,0.1853,0.0637,0.4947,0.5339,0.6313,0.4846,0.3018,2.4463,0.46,7.0902,0.4379,6.8,174.0,17.90347084258502,84.26704284,69.26273821,67.11269913,43.52451487,83.29540414,60.37914603,96.3,11.38497653,88.6383539,68.93798146,85.31395476,21719.0,78.93935116,79.34819952,71.40489343,72.2561718,76.49059316,69.04058203,68.70382185,3742,37288,10.03540012872774
5011,649.2361007,23.2,8.0,22411.0,18.0,18.4,23.7,21.4,10.7,44.3,3.0,2.4,17.6,3.5,9.3,1.8,0.8806,0.8341,0.7755,0.7765,3.2667,0.8761,0.5352,0.6826,0.8816,0.8383,2.9377,0.9748,0.844,0.844,1.688,0.8943,0.4317,0.7224,0.8348,0.8746,0.4448,3.3083,0.8924,11.2007,0.9803,11.5,35.0,33.223864258347014,86.3916163,70.05985949,69.60922541,61.57720931,82.21511029,79.4306055,94.8,8.455882353,83.63351498,69.9033012,83.38442288,20465.0,86.34406556,74.67858578,73.103414,76.7049218,77.79649732,68.91784033,68.39655537,1356,10948,12.385823894775301
5033,591.1948314,15.9,5.1,23851.0,14.8,16.1,24.8,20.2,8.8,15.4,1.2,2.4,12.2,3.0,3.9,1.0,0.5739,0.4303,0.6742,0.6472,2.3256,0.6121,0.2983,0.8106,0.8325,0.6065,2.5479,0.8691,0.4826,0.631,1.1136,0.5785,0.4317,0.5568,0.7622,0.1971,0.1525,2.1003,0.2951,8.0874,0.6105,8.9,103.0,20.584450624714624,85.72234672,64.94614722,70.7559517,59.92535783,81.6177788,77.49566126,96.1,11.47741148,86.9570695,69.52220707,80.9615332,20889.0,79.12050341,79.07423841,71.50076028,65.66630295,79.72200427,69.07344754,66.57323775,6978,62472,11.169804072224357
5037,616.3816533,16.7,5.7,24486.0,17.2,18.0,24.0,19.9,10.8,27.1,0.1,1.4,15.7,2.1,7.0,1.3,0.6338,0.5344,0.6248,0.7491,2.5421,0.6809,0.4893,0.7262,0.8208,0.8462,2.8825,0.9675,0.6571,0.0707,0.7278,0.3512,0.2579,0.6695,0.5498,0.6829,0.2582,2.4183,0.4432,8.5707,0.7013,7.3,25.0,25.525785076346875,85.43697343,68.65029831,65.72026335,64.85089274,82.56339567,80.77347825,95.5,12.46290801,84.39441079,67.31478059,85.15697653,20692.0,82.7935567,80.07168003,70.50617417,68.79531223,76.9558879,72.57127756,69.0205758,1919,16998,11.289563478056241
5045,647.938881,16.8,4.7,26163.0,8.7,11.8,23.5,14.6,7.7,19.7,0.7,9.1,12.1,1.9,4.8,4.0,0.6395,0.3634,0.5067,0.2413,1.7509,0.4334,0.0567,0.6581,0.4142,0.4126,1.5416,0.1872,0.5594,0.4642,1.0236,0.5244,0.8602,0.5508,0.4817,0.3381,0.7561,2.9869,0.7568,7.303,0.4774,9.7,257.0,33.70875284779893,86.28510601,65.9347971,65.47042021,59.43903581,84.20369192,78.10469757,96.2,15.82733813,87.5955011,67.26261817,85.59870081,24809.0,77.92841919,78.31012908,70.59761232,74.46334862,79.71829283,72.64704411,70.83195531,12195,122416,9.961933080643053
5047,608.8497728,21.9,3.0,20262.0,17.4,18.9,23.5,21.0,5.2,7.9,0.4,1.3,15.5,3.1,5.4,1.9,0.8484,0.1245,0.8959,0.7552,2.624,0.7041,0.5817,0.6581,0.8634,0.1022,2.2054,0.6613,0.2716,0.297,0.5686,0.2677,0.2416,0.6632,0.7803,0.4435,0.4728,2.6014,0.5495,7.9994,0.5943,5.8,25.0,18.235376630663488,83.95185405,63.18677618,68.29951141,46.19288144,79.74851838,58.52883932,95.9,12.04819277,86.5767732,69.23958797,85.90459966,19811.0,80.09789011,77.27944581,74.77498092,73.30904492,75.82421844,66.91159048,70.26570694,1676,17780,9.426321709786277
5051,677.7211186,18.6,7.1,26791.0,11.6,22.8,20.4,20.5,9.8,17.7,1.2,7.4,13.6,1.8,7.7,2.2,0.7322,0.7481,0.4592,0.4629,2.4024,0.6376,0.8539,0.255,0.8462,0.7469,2.702,0.9239,0.5288,0.631,1.1598,0.6049,0.8074,0.6065,0.4457,0.7584,0.5409,3.1589,0.8313,9.4231,0.828,11.2,584.0,31.776737030249553,83.56497622,69.76575379,69.11323628,65.60347591,80.7587925,81.08029257,95.7,12.60984183,86.34053517,69.22397639,83.21339361,24602.0,79.07845318,81.20809151,70.25355526,66.48538287,76.44729497,69.00514926,71.48441758,10030,98296,10.203874013184667
5063,763.9536057,17.3,4.9,23426.0,14.2,17.2,23.9,19.7,9.7,11.0,1.6,2.6,18.4,2.4,4.3,2.9,0.6707,0.3981,0.7064,0.6129,2.3881,0.6344,0.4091,0.7122,0.8134,0.7316,2.6663,0.9115,0.3734,0.7052,1.0786,0.5552,0.4575,0.7408,0.6313,0.2563,0.6562,2.7421,0.6326,8.8751,0.7525,8.6,199.0,19.33572216097023,84.22804242,63.67990726,69.03092133,43.8257518,82.32072142,79.94228857,95.0,13.11914324,87.94717429,69.65651921,81.18375023,22035.0,78.75376188,77.54112979,78.96787606,62.47877508,78.09785986,69.74960828,64.29170803,3715,37264,9.969407471017604
5083,708.1216233,21.1,8.8,22221.0,14.9,19.2,22.2,21.0,10.6,9.4,0.8,1.2,13.0,2.7,4.7,2.8,0.8252,0.885,0.7876,0.6517,3.1495,0.8475,0.6113,0.4756,0.8634,0.83,2.7803,0.944,0.3266,0.5113,0.8379,0.4132,0.2216,0.5855,0.7065,0.32,0.6428,2.4764,0.4763,9.2441,0.8045,8.0,41.0,18.772036474164135,84.48262552,65.56392892,69.91217804,56.24848388,80.67598351,79.69801904,95.4,6.976744186,85.57137823,68.80041346,81.13619554,20340.0,78.53616438,75.65208555,73.73987878,69.8673822,76.40156456,68.70308741,69.51280865,2206,21757,10.139265523739487
5085,770.9020787,12.2,4.2,26222.0,11.3,12.8,26.1,13.8,10.0,13.9,0.7,2.3,15.0,2.0,4.2,0.9,0.3245,0.2745,0.5022,0.4397,1.5409,0.3634,0.0952,0.8911,0.3314,0.7679,2.0856,0.5619,0.446,0.4642,0.9102,0.4556,0.4171,0.6504,0.518,0.242,0.1165,1.944,0.2334,6.4807,0.3309,7.6,4.0,21.805492140108278,84.08845898,69.32781688,64.50071161,61.97062407,82.91599555,80.16051839,96.6,13.47087379,87.51734234,69.12832253,82.92774396,24501.0,78.81845417,79.36521883,69.24408551,66.26378167,76.40510306,70.5544962,73.61289675,7049,72206,9.76234661939451
5115,812.5197955,18.5,6.2,22110.0,15.2,15.1,22.9,16.7,9.6,15.6,2.2,3.8,11.3,2.1,5.5,5.4,0.7271,0.6207,0.7927,0.666,2.8065,0.7522,0.2209,0.5715,0.6074,0.7198,2.1196,0.5928,0.4877,0.7848,1.2725,0.6711,0.6017,0.5145,0.5498,0.4677,0.8262,2.9599,0.7437,9.1585,0.7936,9.1,170.0,23.62475442043222,84.62511373,65.26344412,70.2904806,58.98681948,81.08154566,82.59188362,95.4,12.32771822,89.8096555,69.66171051,81.79343465,20912.0,76.01104233,76.95546793,72.38634455,63.35416245,76.50393463,69.73833282,65.0737019,7860,63644,12.349946577839232
5121,652.2233313,18.3,4.2,21338.0,17.3,19.8,22.9,21.6,11.2,5.5,0.6,0.7,14.1,2.8,5.9,2.0,0.7178,0.2745,0.8401,0.7529,2.5853,0.6898,0.6679,0.5715,0.8886,0.8752,3.0032,0.9828,0.1544,0.4187,0.5731,0.2706,0.1188,0.6227,0.7249,0.5294,0.4995,2.4953,0.4858,8.6569,0.7166,8.5,50.0,17.83617146212566,86.98784924,65.0805597,63.95743133,46.28865553,85.78116553,59.82264706,95.3,13.62126246,87.47641774,67.84134618,80.43125818,20059.0,79.61267787,76.48944856,73.61507333,67.76561482,76.89996712,68.65295906,68.1848257,2061,17603,11.708231551440097
5125,723.5463375,8.5,3.9,29358.0,9.6,17.2,23.6,16.9,8.8,14.8,1.1,4.1,15.5,1.9,4.0,1.1,0.1048,0.2334,0.2879,0.3114,0.9375,0.1844,0.4091,0.6711,0.6256,0.6065,2.3123,0.737,0.4664,0.6087,1.0751,0.5524,0.6332,0.6632,0.4817,0.2114,0.185,2.1745,0.3257,6.4994,0.3325,6.1,167.0,28.195719728225566,85.93997304,67.40926027,62.23590834,59.46918599,82.8312578,78.00483314,96.8,14.03508772,88.90424243,67.57566485,87.08832414,26963.0,78.54461515,78.53950874,70.70589276,68.85994848,76.15709782,74.28259263,72.73389042,11724,118009,9.934835478649934
