FIPS,AREA_SQMI,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,EP_UNINSUR,num_beds,dem_pct,Agreeableness,Belief In Science,Collectivism,Conflict Awareness,Conscientiousness,Empathy,Employment Rate,Entrepreneurship,Extraversion,Gender Equality,Hopefulness,Income Per Capita,Neuroticism,Openness,Religiosity,Risk Taking,Selflessness,Tolerance,Work Ethic,first_yr_cases,E_TOTPOP,case_pct
18141,457.8855313,15.7,5.3,27338.0,11.6,15.1,23.8,13.6,9.9,26.9,1.4,11.1,1.7,1.7,7.7,4.5,0.5602,0.4691,0.4182,0.4629,1.9104,0.4825,0.2209,0.695,0.3091,0.7584,1.9834,0.4715,0.6549,0.6718,1.3267,0.7071,0.8988,0.0646,0.4056,0.7584,0.7841,2.9115,0.7157,8.132,0.6223,9.1,811.0,51.97591072389316,84.90870072,65.84771044,67.00460203,61.04623302,82.24069662,80.74669157,95.5,8.907422852,88.82866994,71.97899127,83.41805308,24748.0,77.79628744,79.43107529,69.37888782,72.73899729,75.33440287,68.4342721,69.73786303,32208,269240,11.962561283613134
18143,190.3969522,15.6,5.4,22688.0,16.1,16.2,23.0,18.1,7.7,4.4,0.1,2.9,17.4,1.2,5.7,1.6,0.5538,0.4876,0.7541,0.7071,2.5026,0.6653,0.3098,0.5915,0.7125,0.4126,2.0264,0.5062,0.0856,0.0707,0.1563,0.049,0.4947,0.7154,0.2203,0.5002,0.3792,2.3098,0.3894,6.9951,0.4201,8.9,25.0,26.566342087144683,82.17098573,68.02333241,67.33018472,58.91234536,80.95957484,79.31759949,95.2,6.038647343,81.8818889,72.33964397,78.40645393,23103.0,85.13914815,77.23236148,70.80570346,71.34520424,77.56506672,69.92109199,69.78130058,2562,23743,10.79054879332856
18145,411.1318425,11.2,4.2,28491.0,12.0,16.2,22.9,13.3,8.7,7.6,0.8,4.1,3.5,1.8,4.0,1.6,0.2608,0.2745,0.3433,0.4925,1.3711,0.3146,0.3098,0.5715,0.2846,0.5938,1.7597,0.3034,0.2604,0.5113,0.7717,0.3782,0.6332,0.1496,0.4457,0.2114,0.3792,1.8191,0.1929,5.7216,0.2182,7.1,40.0,25.126306838077134,84.50394656,66.77156102,66.59182824,60.97575452,83.10438514,81.00350185,96.0,8.361970218,87.24272286,69.05509967,83.9389748,25478.0,79.19561999,77.14909848,68.03917636,69.21251404,76.24057521,71.16050666,69.99373661,4705,44399,10.597085519944143
18149,309.1440775,14.1,7.0,23282.0,15.9,17.4,23.5,15.5,6.5,5.6,0.7,1.8,8.6,1.9,4.3,0.3,0.4513,0.7347,0.7143,0.6988,2.5991,0.6959,0.432,0.6581,0.5005,0.2305,1.8211,0.3486,0.1585,0.4642,0.6227,0.2954,0.3391,0.4059,0.4817,0.2563,0.0255,1.5085,0.0971,6.5514,0.3417,6.5,53.0,25.75315840621963,85.79628273,66.64994206,70.47944796,46.19940908,83.31883023,82.53899362,94.6,10.22364217,84.07678,69.52490261,84.58111184,21343.0,80.54050658,77.72654557,73.4745446,74.20549445,78.82807571,67.40756529,72.87334227,1950,22941,8.500065385118347
18151,308.777083,11.0,3.8,28429.0,9.9,18.8,20.8,14.6,7.7,6.0,1.0,4.2,12.2,1.1,4.7,3.9,0.2497,0.2188,0.3484,0.3384,1.1553,0.2519,0.5718,0.2967,0.4142,0.4126,1.6953,0.2642,0.1853,0.5791,0.7644,0.3728,0.6399,0.5568,0.1888,0.32,0.7507,2.4562,0.467,6.0712,0.271,8.8,25.0,27.923524316297488,84.18426166,66.45509627,66.43407,63.21462556,81.40878585,76.51560481,96.3,8.893709328,85.89035119,69.18122965,83.21666291,25497.0,80.9004515,76.98636327,72.62701901,57.2759521,75.65792494,65.70270875,68.01449679,3510,34474,10.181586122875212
18159,260.5407026,8.1,3.2,30026.0,11.6,19.8,20.6,16.8,6.1,4.9,0.5,0.6,10.0,1.3,2.3,1.5,0.0838,0.1484,0.2529,0.4629,0.948,0.1904,0.6679,0.2748,0.6164,0.1812,1.7403,0.2897,0.1162,0.3582,0.4744,0.2194,0.1035,0.4626,0.2604,0.0443,0.3457,1.2165,0.0452,4.3792,0.0726,6.1,25.0,22.59733859043864,84.47330064,64.954929,63.10456518,58.99259043,82.60801008,74.9427483,96.1,5.647840532,87.51541318,68.31243782,83.54802348,27556.0,80.27486012,77.41371928,66.99361763,71.40572892,72.98695544,68.23393126,72.91849655,1580,15218,10.382441845183335
18165,256.8641405,15.2,5.1,25143.0,9.7,19.2,21.9,18.8,10.5,3.4,0.2,4.3,8.7,2.9,4.8,1.5,0.5287,0.4303,0.578,0.3209,1.8579,0.4672,0.6113,0.4323,0.7638,0.8185,2.6259,0.8991,0.0369,0.1477,0.1846,0.0627,0.6476,0.411,0.7434,0.3381,0.3457,2.4858,0.4817,7.1542,0.4503,7.0,25.0,28.672637347948136,86.67646462,68.1017834,68.95460262,46.43262228,84.35856789,77.49044484,93.4,14.50980392,81.36917968,67.42762208,84.85767458,22932.0,80.41177246,79.34869157,70.46265423,74.66458241,76.28588583,68.51788055,67.78106912,1640,15560,10.539845758354756
18169,412.5341082,12.7,4.3,25228.0,11.7,20.0,21.1,14.2,8.1,5.5,0.3,2.8,4.8,1.2,5.5,6.0,0.3573,0.2924,0.5739,0.4712,1.6948,0.4143,0.6851,0.3327,0.3763,0.49,1.8841,0.3964,0.1544,0.227,0.3814,0.1633,0.4801,0.2194,0.2203,0.4677,0.8504,2.2379,0.3543,6.1982,0.2882,7.7,18.0,23.97091108671789,85.33010765,69.69506824,67.93390906,59.93692365,82.9788844,82.993108,95.7,9.578544061,88.41269685,69.70374645,83.14289525,23745.0,76.9655034,76.9364325,70.51813784,70.49863228,79.08162447,72.98479453,66.58105031,3419,31631,10.809016471183334
18171,364.6903063,10.4,3.8,29408.0,8.5,19.7,22.0,16.7,8.8,3.8,0.2,0.6,4.9,1.8,2.5,1.0,0.2115,0.2188,0.2844,0.2305,0.9452,0.1895,0.6578,0.4502,0.6074,0.6065,2.3219,0.7459,0.0554,0.1477,0.2031,0.0729,0.1035,0.2248,0.4457,0.0554,0.1525,0.9819,0.0204,4.4521,0.078,4.4,16.0,21.779964221824688,84.54997605,66.99760687,67.08552549,53.53749026,82.65905535,78.75649257,95.1,5.825242718,85.9521188,69.01956648,84.81661129,28690.0,77.19464852,80.08536781,66.5870249,79.48591922,78.52550762,74.92304389,69.47063483,775,8247,9.397356614526494
18173,384.8142379,7.6,3.3,35915.0,7.0,16.7,24.2,12.0,7.3,7.4,0.4,4.9,5.1,1.7,3.3,1.3,0.0672,0.1611,0.0771,0.1223,0.4277,0.0382,0.3566,0.7529,0.184,0.3435,1.637,0.234,0.2518,0.297,0.5488,0.2601,0.6937,0.2346,0.4056,0.121,0.2582,1.7131,0.1605,4.3266,0.0678,5.5,133.0,35.24490821484525,84.61177218,69.26251189,68.70548793,61.22694323,80.57000403,83.03953158,95.9,10.65662002,86.09194216,66.23136945,81.10923907,31021.0,79.3109973,78.01877588,73.18185196,70.70622344,80.77165649,71.2067321,73.68580199,7594,61928,12.262627567497738
18175,513.6906229,13.1,6.1,24048.0,15.4,16.5,23.0,18.5,9.4,3.2,0.1,0.7,19.2,1.4,6.8,1.0,0.3838,0.6032,0.657,0.6753,2.3193,0.6092,0.3368,0.5915,0.7434,0.6972,2.3689,0.7775,0.0296,0.0707,0.1003,0.0293,0.1188,0.7612,0.2964,0.6565,0.1525,1.9854,0.2486,6.7739,0.3777,9.5,25.0,22.93434385039954,83.13730803,66.66666667,65.625,63.93489312,80.79799504,81.2143181,95.5,11.2412178,84.2350816,69.11111111,62.2734139,22096.0,81.8465399,78.54801583,71.83195592,50.0,75.0,74.6875,74.66666667,2226,27827,7.999425018866568
18177,401.7442044,16.3,5.8,25460.0,13.2,18.6,22.1,18.0,11.3,11.6,0.8,6.4,4.3,1.3,9.2,4.1,0.6032,0.5481,0.5586,0.561,2.2709,0.5936,0.5521,0.4642,0.7055,0.8809,2.6027,0.8879,0.3887,0.5113,0.9,0.4495,0.7724,0.1917,0.2604,0.8685,0.7635,2.8565,0.6915,8.6301,0.7105,12.0,221.0,34.40875754181871,85.02733317,70.67901235,57.5,63.33132159,82.16873835,77.75282833,95.2,8.212255212,84.74198115,75.27895981,83.26095166,22227.0,81.25050111,79.6083499,79.11678901,65.83333333,71.25,68.125,69.59398497,6789,66613,10.191704321979193
18179,368.0869741,9.5,2.4,27106.0,8.9,17.7,24.9,13.2,7.6,5.4,0.4,4.1,6.7,0.4,4.5,2.0,0.1551,0.071,0.4376,0.2607,0.9244,0.1806,0.4616,0.8188,0.2725,0.3961,1.949,0.446,0.1506,0.297,0.4476,0.2028,0.6332,0.3216,0.0322,0.2846,0.4995,1.7711,0.1754,5.0921,0.1439,6.8,79.0,20.839857651245552,85.15057158,71.644372,70.49159107,57.73622817,82.52845211,80.95920677,96.4,8.844765343,87.78287109,69.1373321,87.12068365,24544.0,78.20288267,76.74169738,69.41777464,78.16171961,78.50676208,69.22699776,69.07683733,2771,27947,9.915196622177694
18181,505.1268191,8.7,4.2,27621.0,11.4,19.2,23.5,16.7,7.0,10.5,1.9,0.8,12.4,1.4,3.5,1.2,0.1166,0.2745,0.3994,0.4473,1.2378,0.2752,0.6113,0.6581,0.6074,0.2961,2.1729,0.6332,0.3588,0.7491,1.1079,0.5743,0.1369,0.5648,0.2964,0.1458,0.2184,1.3623,0.0688,5.8809,0.2439,9.3,25.0,27.153859931936235,84.66284685,70.47649688,67.25248628,58.84087061,82.65415527,79.91159869,96.0,8.279220779,86.09113612,67.57881249,83.68218607,25859.0,77.4499623,79.780915,66.52113783,78.30695744,78.92599337,72.03162046,70.89822507,3027,24217,12.499483833670562
18183,335.5815498,9.2,2.9,30144.0,7.3,17.2,23.2,14.9,8.0,4.5,0.1,2.7,5.1,0.6,2.8,1.3,0.1392,0.1124,0.2484,0.1442,0.6442,0.0971,0.4091,0.6176,0.4448,0.4712,1.9427,0.4403,0.0914,0.0707,0.1621,0.0544,0.4677,0.2346,0.0567,0.0783,0.2582,1.0955,0.0299,3.8445,0.0315,6.2,30.0,24.117110959216223,84.67699211,56.25,62.76657102,64.72583245,82.11129506,71.4180873,96.1,10.49284579,89.62103776,78.9957265,85.16578432,27062.0,77.38134116,76.83930436,78.63636364,71.93038712,75.9680922,65.15636919,70.62573636,3646,33649,10.83538886742548
19001,569.2704077,9.1,3.5,29984.0,5.8,22.0,21.7,16.6,7.0,3.6,0.1,1.8,3.9,0.5,3.9,2.2,0.1341,0.1822,0.2551,0.0611,0.6325,0.0936,0.8198,0.3999,0.5969,0.2961,2.1127,0.5864,0.0458,0.0707,0.1165,0.0341,0.3391,0.171,0.043,0.1971,0.5409,1.2911,0.0554,4.1528,0.0538,6.3,25.0,28.680871438831698,84.3149976,69.1328373,67.19414399,61.67388831,80.76000926,77.53356968,97.0,8.376963351,88.72218669,68.94185424,78.54512512,27358.0,80.14334279,78.03760832,66.43097036,77.27756678,72.78230256,65.40227512,70.37269115,837,7124,11.749017405951713
19003,423.4327614,11.5,2.8,27824.0,5.9,22.6,20.9,13.6,4.3,2.2,0.2,1.3,4.7,0.6,3.8,3.7,0.2803,0.1035,0.3873,0.0659,0.837,0.1513,0.8446,0.3091,0.3091,0.0478,1.5106,0.1726,0.0102,0.1477,0.1579,0.0516,0.2416,0.2146,0.0567,0.1859,0.7335,1.4323,0.085,3.9378,0.0376,5.5,22.0,27.314814814814813,85.17986875,67.58412807,64.80441727,53.97057148,80.49959128,79.16845052,97.3,4.504504505,87.41823184,68.45787203,91.03927356,26991.0,80.74281932,75.85058048,65.26913257,61.39305745,72.95400399,62.45028184,75.34565464,320,3726,8.588298443370908
19005,639.0434608,9.5,2.5,27741.0,12.3,21.8,22.9,11.3,5.2,9.2,2.0,3.8,14.4,2.0,4.2,2.4,0.1551,0.0777,0.3914,0.5113,1.1355,0.2449,0.8093,0.5715,0.1369,0.1022,1.6199,0.2273,0.3206,0.7631,1.0837,0.5594,0.6017,0.6336,0.518,0.242,0.5769,2.5722,0.5333,6.4113,0.322,7.5,25.0,34.70762597682565,85.83426648,72.11538462,62.5,56.03046226,81.57124721,76.94444444,95.0,7.967032967,89.09380319,67.18390804,85.27564595,27027.0,76.05820569,78.40076619,66.08373954,80.0,84.29325461,65.86873639,62.11111111,1485,13880,10.698847262247838
19007,497.2912142,16.1,5.4,27546.0,9.1,22.7,22.0,18.6,5.7,4.6,0.3,3.9,7.4,1.9,8.7,1.2,0.5889,0.4876,0.4045,0.2744,1.7554,0.4347,0.8478,0.4502,0.7514,0.1391,2.1885,0.6457,0.0984,0.227,0.3254,0.1305,0.6145,0.3524,0.4817,0.8392,0.2184,2.5062,0.4922,6.7755,0.3783,6.9,45.0,29.020871700429712,83.68902372,68.05584891,70.47163323,56.18316962,81.34884843,78.86695016,95.2,5.592105263,84.19252841,68.94785205,83.75218382,23617.0,78.03202607,76.00068696,68.24444624,68.91566949,77.12573421,69.25114639,71.219296,1254,12510,10.023980815347722
19011,716.1019435,9.2,2.9,32764.0,6.1,17.7,23.7,11.2,6.9,3.5,0.3,1.8,2.3,0.9,4.3,1.4,0.1392,0.1124,0.1449,0.0755,0.472,0.0494,0.4616,0.6826,0.1302,0.2792,1.5536,0.1936,0.0414,0.227,0.2684,0.1051,0.3391,0.0866,0.1223,0.2563,0.3018,1.1061,0.0318,3.4001,0.0118,2.7,25.0,35.24108728315804,84.54008629,67.83973962,68.46213658,62.88123401,81.72155044,80.35704978,96.4,10.0,89.92580086,66.6388367,85.98051145,30888.0,79.17972746,75.44599535,68.97776777,71.56047874,77.45476408,70.37688916,68.62957713,2477,25626,9.66596425505346
19015,571.5579887,8.0,3.8,31686.0,5.7,17.3,22.0,14.4,7.0,5.6,0.5,8.0,4.1,1.9,3.2,2.8,0.0809,0.2188,0.1841,0.0579,0.5417,0.0672,0.419,0.4502,0.3983,0.2961,1.5636,0.1974,0.1585,0.3582,0.5167,0.2397,0.8313,0.1808,0.4817,0.1108,0.6428,2.2474,0.3598,4.8694,0.1178,3.1,42.0,41.08865710560626,85.85859034,70.97480132,66.08104956,62.10716301,82.01699764,79.11105219,97.2,7.736943907,87.38504736,69.90090562,86.53415084,28412.0,77.82818055,78.42011438,67.74964115,80.03328997,78.2455966,70.39710287,69.22511191,2520,26399,9.54581612939884
19017,435.4788771,8.2,3.2,32512.0,3.8,19.2,22.1,10.0,6.0,4.8,0.4,4.6,2.0,0.5,3.0,6.1,0.0882,0.1484,0.1548,0.0108,0.4022,0.0341,0.6113,0.4642,0.0646,0.1706,1.3107,0.0971,0.1098,0.297,0.4068,0.1783,0.6743,0.0745,0.043,0.092,0.8523,1.7361,0.1678,3.8558,0.0322,3.2,50.0,40.959714010724596,83.74565208,70.9478329,66.6539588,46.84870209,82.55640038,83.44640522,96.3,6.632653061,89.88083749,70.2845419,83.73184966,31001.0,77.28970189,81.35393538,69.23001936,70.08322075,77.28804109,67.51491684,73.34900307,2762,24782,11.145186022112824
19027,569.436781,8.8,2.1,30658.0,6.5,19.4,24.4,10.6,7.3,1.5,0.2,5.8,0.4,0.4,4.5,2.0,0.121,0.0525,0.2264,0.0942,0.4941,0.0554,0.6323,0.774,0.0942,0.3435,1.844,0.3658,0.0057,0.1477,0.1534,0.0465,0.7453,0.0137,0.0322,0.2846,0.4995,1.5753,0.1181,4.0668,0.0455,2.5,116.0,30.47198941332157,86.40985097,70.74500663,64.37686539,60.90649865,82.8853272,83.59115969,97.4,6.530089629,87.90951031,70.61307275,61.79295586,28307.0,81.20806371,75.54947266,71.71110193,47.90724828,77.80450404,69.13033175,75.98448187,2736,20344,13.448682658277624
19029,564.2581327,11.6,2.4,27853.0,11.8,22.1,22.0,13.4,7.4,4.4,0.9,3.7,1.9,0.3,5.9,2.3,0.2854,0.071,0.3841,0.4756,1.2161,0.2701,0.8249,0.4502,0.2923,0.3613,1.9287,0.4282,0.0856,0.5492,0.6348,0.2999,0.5931,0.0716,0.0229,0.5294,0.5619,1.7789,0.1799,5.5585,0.1981,4.8,33.0,30.25013743815283,83.81753313,68.34661497,65.53618784,54.71887436,80.03810309,79.2975527,96.7,7.333333333,89.65114493,70.350549,83.1901474,26411.0,78.63730333,79.78864869,71.63485218,71.75388574,74.09661981,65.1472456,73.60490291,1331,13191,10.090213024031538
19033,568.2997986,11.4,4.1,31304.0,6.9,20.6,20.6,14.0,8.9,9.0,0.5,7.7,2.1,1.0,7.2,2.9,0.2704,0.2611,0.201,0.1165,0.849,0.1535,0.731,0.2748,0.3524,0.6234,1.9816,0.4699,0.313,0.3582,0.6712,0.3187,0.8195,0.079,0.155,0.7112,0.6562,2.4209,0.4454,5.9227,0.2497,5.6,586.0,45.968656779126924,86.66969721,67.26838406,66.81743312,59.97939989,84.18818435,83.0747058,96.3,7.72113943,87.8069467,68.58955859,83.93801392,28763.0,76.21969004,79.05600385,67.37010648,77.56660396,80.49248108,69.63655733,68.14792605,5114,42984,11.897450214033128
19035,576.9063385,9.7,2.3,32667.0,7.4,23.1,21.4,14.2,8.4,6.3,0.4,6.4,1.2,0.4,5.8,4.2,0.1675,0.0646,0.1475,0.1522,0.5318,0.065,0.8641,0.3629,0.3763,0.5412,2.1445,0.6106,0.2015,0.297,0.4985,0.2311,0.7724,0.0443,0.0322,0.5142,0.7689,2.132,0.3075,5.3068,0.1701,4.3,83.0,29.702362687941086,84.66000248,69.4025941,62.58960968,59.91161727,82.08424923,78.67198654,96.3,11.79775281,85.56312965,66.61199893,80.20385522,28783.0,78.35694358,79.19526702,67.70877775,80.27208848,77.75042884,72.30566557,70.46558021,1545,11468,13.472270666201606
19037,504.3347305,7.4,1.9,29752.0,7.7,19.8,23.1,13.3,5.1,4.0,1.4,2.6,2.9,0.5,4.5,1.6,0.0611,0.0433,0.2675,0.1748,0.5467,0.0682,0.6679,0.6049,0.2846,0.0939,1.6513,0.2407,0.0656,0.6718,0.7374,0.3566,0.4575,0.1152,0.043,0.2846,0.3792,1.2795,0.0525,4.2149,0.0599,4.9,18.0,33.6751621173277,82.29526302,71.30064771,60.90957784,44.22442896,80.57804787,57.01613669,95.5,7.008086253,87.36050661,73.71707843,59.03938091,26915.0,81.17723034,78.19966071,67.82553916,53.15288487,69.77369893,65.01160937,80.0810088,1212,12099,10.017356806347632
19039,431.1663451,14.4,3.2,26706.0,10.9,17.6,25.1,13.7,7.3,14.1,2.2,3.9,6.1,3.0,5.6,2.0,0.4723,0.1484,0.4666,0.4164,1.5037,0.351,0.4527,0.8329,0.32,0.3435,1.9491,0.447,0.4511,0.7848,1.2359,0.6495,0.6145,0.2897,0.7622,0.4846,0.4995,2.6505,0.5762,7.3392,0.4847,5.9,25.0,31.39186295503212,84.3124569,70.80062505,69.3295083,61.81569042,82.38007584,83.07872139,96.6,7.766990291,88.71121849,68.15080783,81.90467537,23742.0,81.99989224,77.49416537,68.76523417,72.81029338,76.36678952,72.38371107,67.62190424,975,9282,10.504201680672269
19041,567.2376842,12.1,3.6,27811.0,6.5,20.2,22.6,15.2,8.5,6.5,1.5,6.9,1.2,1.5,7.4,2.0,0.3194,0.1946,0.3879,0.0942,0.9961,0.2029,0.7036,0.5304,0.4715,0.5597,2.2652,0.7074,0.2114,0.6905,0.9019,0.4508,0.7918,0.0443,0.3359,0.7338,0.4995,2.4053,0.4358,6.5685,0.3439,3.7,99.0,29.680008919611996,84.59952251,67.32169075,65.78618992,62.37589913,79.97433848,76.48379919,96.1,7.142857143,87.52835521,69.78544459,84.10872742,27883.0,77.97185489,74.3892193,69.35475226,70.39279434,76.41847076,69.19962088,72.59867136,2023,16313,12.401152455097161
19043,778.4959155,9.0,2.1,28486.0,8.8,22.4,21.6,13.3,7.1,4.0,0.7,3.4,6.4,1.8,5.9,1.9,0.1303,0.0525,0.3439,0.2499,0.7766,0.1318,0.8373,0.3862,0.2846,0.3123,1.8204,0.347,0.0656,0.4642,0.5298,0.2471,0.5571,0.3028,0.4457,0.5294,0.4728,2.3078,0.3881,5.4346,0.1841,6.2,50.0,34.8134250573275,81.20334417,68.20237295,64.73770042,47.35578983,80.07799467,60.37496491,95.7,10.66945607,89.27399394,68.03693055,79.719559,26960.0,78.81810001,79.17652589,73.67631416,73.27350926,76.09116992,65.35158056,79.4830112,1627,17672,9.206654594839293
19045,694.9135758,12.3,4.4,27942.0,8.9,19.1,22.8,13.3,9.4,8.6,0.2,8.5,2.3,0.6,7.4,1.8,0.3309,0.3121,0.3771,0.2607,1.2808,0.2857,0.5995,0.5578,0.2846,0.6972,2.1391,0.6052,0.3002,0.1477,0.4479,0.2034,0.8462,0.0866,0.0567,0.7338,0.4448,2.1681,0.3219,6.0359,0.2646,4.1,265.0,43.79633005225422,82.93623861,66.45714626,65.52152066,59.49650366,81.85979185,81.01680747,95.0,8.35532102,88.66222548,70.62749958,85.51560119,27116.0,80.75199533,80.03847093,69.96687787,70.85056424,76.59907289,61.21751115,71.0546427,5204,47218,11.021220720911517
19055,577.6816545,8.5,2.3,31300.0,8.7,18.8,23.8,11.4,6.6,3.2,0.1,2.7,4.6,1.6,3.7,1.4,0.1048,0.0646,0.2016,0.2413,0.6123,0.0879,0.5718,0.695,0.1449,0.2385,1.6502,0.2404,0.0296,0.0707,0.1003,0.0293,0.4677,0.2101,0.3703,0.171,0.3018,1.5209,0.0996,3.8837,0.0344,2.9,25.0,31.560531840447865,83.09420513,73.36921494,59.38312136,48.42179064,82.46255741,60.01561073,96.5,9.133489461,89.3038575,72.92529063,80.50116024,29978.0,79.9276945,77.95077883,69.60955728,71.69856601,76.14266671,67.7008811,77.83341356,1951,17258,11.304902074400278
19061,608.2990597,11.7,4.1,31096.0,7.6,16.9,23.0,11.1,8.5,8.9,0.5,7.9,3.8,1.3,6.0,4.4,0.2943,0.2611,0.2083,0.1681,0.9318,0.1834,0.3763,0.5915,0.1242,0.5597,1.6517,0.2413,0.3095,0.3582,0.6677,0.3171,0.8255,0.1643,0.2604,0.5441,0.7813,2.5756,0.5352,5.8268,0.2347,3.8,470.0,47.578162667358974,86.02761373,72.60510925,68.78308741,57.01913666,81.78072002,82.37254267,96.4,7.584501237,89.04505751,68.02305212,87.6210034,28526.0,77.92363509,78.13854817,68.39189681,74.26929736,77.49346649,68.78933667,67.44538788,12751,96802,13.172248507262246
19065,730.8296772,12.4,3.4,28069.0,7.9,21.1,20.9,14.6,10.1,6.1,0.5,2.4,4.7,0.9,5.1,3.7,0.336,0.1717,0.3678,0.1907,1.0662,0.2252,0.7666,0.3091,0.4142,0.7771,2.267,0.7084,0.1904,0.3582,0.5486,0.2592,0.4317,0.2146,0.1223,0.389,0.7335,1.8911,0.2155,5.7729,0.2252,5.5,50.0,37.64971529550363,83.62970115,70.57159042,66.27819538,59.76055708,81.53550744,80.6930211,95.5,7.394957983,89.33226657,70.26218236,86.33884188,26002.0,79.79083732,78.53535895,68.34539537,72.88405343,78.79976461,68.56335106,72.87219402,1821,19929,9.137437904561192
19067,500.6318548,15.7,2.5,27897.0,10.7,21.2,22.7,15.8,8.0,8.0,0.7,2.8,1.7,1.6,7.6,2.0,0.5602,0.0777,0.3796,0.3996,1.4171,0.3277,0.7755,0.545,0.5365,0.4712,2.3282,0.7498,0.277,0.4642,0.7412,0.3585,0.4801,0.0646,0.3703,0.7498,0.4995,2.1643,0.3206,6.6508,0.3596,8.9,25.0,39.49203187250996,84.34509099,69.46313152,65.59560691,62.79641501,82.3015361,75.91644567,96.3,8.653846154,87.04231992,70.8451147,85.1649506,26929.0,80.41630918,79.24644691,68.15944735,68.12317168,78.61365136,67.88510977,71.10635114,1525,15858,9.61659730104679
19069,581.9719639,12.8,3.9,27480.0,9.4,20.6,23.3,10.1,9.7,14.6,1.0,1.3,2.5,0.8,4.1,1.6,0.3643,0.2334,0.4076,0.2964,1.3017,0.2936,0.731,0.6291,0.0697,0.7316,2.1614,0.6256,0.4626,0.5791,1.0417,0.5336,0.2416,0.0971,0.0981,0.2248,0.3792,1.0408,0.0252,5.5456,0.1962,4.2,25.0,31.695906432748536,82.09398766,69.56525012,65.39797399,59.31760339,78.06904601,79.47118166,96.5,8.223684211,88.09821188,70.97103843,85.12205153,24909.0,77.49488914,79.91586508,69.9525579,77.5960241,77.5024913,68.75053936,70.29796707,1115,10245,10.883357735480722
19071,511.1665247,9.5,3.7,29625.0,7.5,22.0,22.0,13.6,6.0,5.0,0.1,0.5,5.3,1.7,3.8,2.0,0.1551,0.2054,0.2758,0.1614,0.7977,0.1382,0.8198,0.4502,0.3091,0.1706,1.7497,0.2945,0.1254,0.0707,0.1961,0.0675,0.0844,0.2455,0.4056,0.1859,0.4995,1.4209,0.0821,4.1644,0.0554,5.0,25.0,28.00103707544724,82.25473424,66.95731914,66.07879745,60.64536727,81.79799873,77.77136775,96.7,9.604519774,86.40964004,67.65701797,85.41786608,29553.0,82.70847597,77.75744108,70.89753359,73.56024499,72.85928583,67.52699956,69.92570692,589,6968,8.452927669345579
19073,569.6175146,8.9,5.3,28413.0,6.3,21.5,23.0,15.7,7.6,5.1,0.6,2.0,1.3,1.9,5.1,1.6,0.1261,0.4691,0.35,0.0834,1.0286,0.2105,0.7947,0.5915,0.5221,0.3961,2.3044,0.7332,0.1324,0.4187,0.5511,0.2614,0.3725,0.0484,0.4817,0.389,0.3792,1.6708,0.1449,5.5549,0.1978,3.6,25.0,34.98121415859205,84.73250801,68.96685664,61.4216932,61.56420361,81.75625416,75.85336729,96.8,9.62962963,86.05021845,71.17256158,83.78195097,26103.0,79.62723882,76.27242503,68.35577171,71.20411698,76.65872841,68.87718571,74.06918238,753,9003,8.363878707097633
19075,501.8545244,6.1,2.1,35443.0,5.8,20.2,23.4,10.3,6.4,3.0,0.2,1.0,2.2,0.8,3.5,1.3,0.0303,0.0525,0.0828,0.0611,0.2267,0.0086,0.7036,0.6406,0.0796,0.2216,1.6454,0.2385,0.0245,0.1477,0.1722,0.0589,0.1754,0.0831,0.0981,0.1458,0.2582,0.7606,0.006,2.8049,0.0038,2.3,80.0,30.318856514568445,87.68956214,71.47060066,70.19946147,55.44602857,83.44637189,81.15796267,96.5,9.574468085,89.66333311,67.06906424,82.53971739,32953.0,76.67562769,77.29102235,69.32454974,78.46196663,78.16114917,70.45942338,72.25334627,1339,12341,10.850012154606596
19077,590.6197773,11.1,3.4,28953.0,7.2,21.9,22.7,13.6,8.4,4.8,0.6,2.1,3.4,1.4,3.3,1.5,0.2551,0.1717,0.3083,0.1347,0.8698,0.1592,0.8138,0.545,0.3091,0.5412,2.2091,0.6641,0.1098,0.4187,0.5285,0.2461,0.39,0.1442,0.2964,0.121,0.3457,1.2973,0.0557,4.9047,0.122,3.9,25.0,31.15680426934547,84.24050528,73.10465284,67.96925101,54.08756248,80.96095376,76.70304955,96.4,7.434944238,87.19927242,69.17184596,84.80150407,29938.0,79.37509542,78.99550462,67.94228548,76.5160393,77.00521253,70.08494624,73.09817059,1153,10674,10.801948660296047
