UID,code3,FIPS,Admin2,Province_State,3/31/21
84017013,840,17013,Calhoun,Illinois,504
84017015,840,17015,Carroll,Illinois,1641
84017017,840,17017,Cass,Illinois,1926
84017019,840,17019,Champaign,Illinois,19028
84017021,840,17021,Christian,Illinois,3411
84017023,840,17023,Clark,Illinois,1721
84017025,840,17025,Clay,Illinois,1456
84017027,840,17027,Clinton,Illinois,5672
84017029,840,17029,Coles,Illinois,5427
84017031,840,17031,Cook,Illinois,497885
84017033,840,17033,Crawford,Illinois,2063
84017035,840,17035,Cumberland,Illinois,1266
84017039,840,17039,De Witt,Illinois,1326
84017037,840,17037,DeKalb,Illinois,8651
84017041,840,17041,Douglas,Illinois,2517
84017043,840,17043,DuPage,Illinois,81889
84017045,840,17045,Edgar,Illinois,1633
84017047,840,17047,Edwards,Illinois,541
84017049,840,17049,Effingham,Illinois,4576
84017051,840,17051,Fayette,Illinois,3097
84017053,840,17053,Ford,Illinois,1640
84017055,840,17055,Franklin,Illinois,4264
84017057,840,17057,Fulton,Illinois,3300
84017059,840,17059,Gallatin,Illinois,451
84017061,840,17061,Greene,Illinois,1402
84017063,840,17063,Grundy,Illinois,5412
84017065,840,17065,Hamilton,Illinois,805
84017067,840,17067,Hancock,Illinois,1699
84017069,840,17069,Hardin,Illinois,360
84017071,840,17071,Henderson,Illinois,519
84017073,840,17073,Henry,Illinois,4507
84017075,840,17075,Iroquois,Illinois,2846
84017077,840,17077,Jackson,Illinois,4742
84017079,840,17079,Jasper,Illinois,1131
84017081,840,17081,Jefferson,Illinois,4070
84017083,840,17083,Jersey,Illinois,2558
84017085,840,17085,Jo Daviess,Illinois,1682
84017087,840,17087,Johnson,Illinois,1372
84017089,840,17089,Kane,Illinois,52886
84017091,840,17091,Kankakee,Illinois,13011
84017093,840,17093,Kendall,Illinois,11686
84017095,840,17095,Knox,Illinois,5135
84017099,840,17099,LaSalle,Illinois,11283
84017097,840,17097,Lake,Illinois,62242
84017101,840,17101,Lawrence,Illinois,2371
84017103,840,17103,Lee,Illinois,3714
84017105,840,17105,Livingston,Illinois,4412
84017107,840,17107,Logan,Illinois,3465
84017115,840,17115,Macon,Illinois,9879
84017117,840,17117,Macoupin,Illinois,4496
84017119,840,17119,Madison,Illinois,29202
84017121,840,17121,Marion,Illinois,4364
84017123,840,17123,Marshall,Illinois,919
84017125,840,17125,Mason,Illinois,1349
84017127,840,17127,Massac,Illinois,1307
84017109,840,17109,McDonough,Illinois,2427
84017111,840,17111,McHenry,Illinois,25586
84017113,840,17113,McLean,Illinois,15644
84017129,840,17129,Menard,Illinois,1138
84017131,840,17131,Mercer,Illinois,1320
84017133,840,17133,Monroe,Illinois,4202
84017135,840,17135,Montgomery,Illinois,3595
84017137,840,17137,Morgan,Illinois,3695
84017139,840,17139,Moultrie,Illinois,1530
84017141,840,17141,Ogle,Illinois,5416
84080017,840,80017,Out of IL,Illinois,1
84017143,840,17143,Peoria,Illinois,18587
84017145,840,17145,Perry,Illinois,3113
84017147,840,17147,Piatt,Illinois,1390
84017149,840,17149,Pike,Illinois,1734
84017151,840,17151,Pope,Illinois,302
84017153,840,17153,Pulaski,Illinois,673
84017155,840,17155,Putnam,Illinois,432
84017157,840,17157,Randolph,Illinois,4037
84017159,840,17159,Richland,Illinois,1682
84017161,840,17161,Rock Island,Illinois,13673
84017165,840,17165,Saline,Illinois,2432
84017167,840,17167,Sangamon,Illinois,16973
84017169,840,17169,Schuyler,Illinois,687
84017171,840,17171,Scott,Illinois,456
84017173,840,17173,Shelby,Illinois,2206
84017163,840,17163,St. Clair,Illinois,26612
84017175,840,17175,Stark,Illinois,554
84017177,840,17177,Stephenson,Illinois,4279
84017179,840,17179,Tazewell,Illinois,14468
84090017,840,90017,Unassigned,Illinois,86
84017181,840,17181,Union,Illinois,2225
84017183,840,17183,Vermilion,Illinois,8877
84017185,840,17185,Wabash,Illinois,1333
84017187,840,17187,Warren,Illinois,1687
84017189,840,17189,Washington,Illinois,1613
84017191,840,17191,Wayne,Illinois,1708
84017193,840,17193,White,Illinois,1652
84017195,840,17195,Whiteside,Illinois,6314
84017197,840,17197,Will,Illinois,68489
84017199,840,17199,Williamson,Illinois,7051
84017201,840,17201,Winnebago,Illinois,29299
84017203,840,17203,Woodford,Illinois,4013
84018001,840,18001,Adams,Indiana,3337
84018003,840,18003,Allen,Indiana,37782
84018005,840,18005,Bartholomew,Indiana,7704
84018007,840,18007,Benton,Indiana,930
84018009,840,18009,Blackford,Indiana,1301
84018011,840,18011,Boone,Indiana,6366
84018013,840,18013,Brown,Indiana,972
84018015,840,18015,Carroll,Indiana,1813
84018017,840,18017,Cass,Indiana,5618
84018019,840,18019,Clark,Indiana,12423
84018021,840,18021,Clay,Indiana,2471
84018023,840,18023,Clinton,Indiana,4064
84018025,840,18025,Crawford,Indiana,959
84018027,840,18027,Daviess,Indiana,2876
84018033,840,18033,DeKalb,Indiana,3975
84018029,840,18029,Dearborn,Indiana,5594
84018031,840,18031,Decatur,Indiana,2758
84018035,840,18035,Delaware,Indiana,10112
84018037,840,18037,Dubois,Indiana,6031
84018039,840,18039,Elkhart,Indiana,26316
84018041,840,18041,Fayette,Indiana,2753
84018043,840,18043,Floyd,Indiana,7421
84018045,840,18045,Fountain,Indiana,2059
84018047,840,18047,Franklin,Indiana,1631
84018049,840,18049,Fulton,Indiana,1865
84018051,840,18051,Gibson,Indiana,4202
84018053,840,18053,Grant,Indiana,6641
84018055,840,18055,Greene,Indiana,2670
84018057,840,18057,Hamilton,Indiana,33443
84018059,840,18059,Hancock,Indiana,7690
84018061,840,18061,Harrison,Indiana,4210
84018063,840,18063,Hendricks,Indiana,16354
84018065,840,18065,Henry,Indiana,5516
84018067,840,18067,Howard,Indiana,9424
84018069,840,18069,Huntington,Indiana,3670
84018071,840,18071,Jackson,Indiana,4798
84018073,840,18073,Jasper,Indiana,3325
84018075,840,18075,Jay,Indiana,1828
84018077,840,18077,Jefferson,Indiana,3013
84018079,840,18079,Jennings,Indiana,2225
84018081,840,18081,Johnson,Indiana,17048
84018083,840,18083,Knox,Indiana,3605
84018085,840,18085,Kosciusko,Indiana,8842
84018087,840,18087,LaGrange,Indiana,2467
84018091,840,18091,LaPorte,Indiana,10260
84018089,840,18089,Lake,Indiana,49981
84018093,840,18093,Lawrence,Indiana,4261
84018095,840,18095,Madison,Indiana,12066
84018097,840,18097,Marion,Indiana,93586
84018099,840,18099,Marshall,Indiana,5613
84018101,840,18101,Martin,Indiana,818
84018103,840,18103,Miami,Indiana,3680
84018105,840,18105,Monroe,Indiana,10909
84018107,840,18107,Montgomery,Indiana,4083
84018109,840,18109,Morgan,Indiana,6279
84018111,840,18111,Newton,Indiana,1003
84018113,840,18113,Noble,Indiana,5251
84018115,840,18115,Ohio,Indiana,548
84018117,840,18117,Orange,Indiana,1735
84080018,840,80018,Out of IN,Indiana,0
84018119,840,18119,Owen,Indiana,1882
84018121,840,18121,Parke,Indiana,1426
84018123,840,18123,Perry,Indiana,1775
84018125,840,18125,Pike,Indiana,1290
84018127,840,18127,Porter,Indiana,16601
84018129,840,18129,Posey,Indiana,2660
84018131,840,18131,Pulaski,Indiana,1109
84018133,840,18133,Putnam,Indiana,3473
84018135,840,18135,Randolph,Indiana,2308
84018137,840,18137,Ripley,Indiana,3306
84018139,840,18139,Rush,Indiana,1674
84018143,840,18143,Scott,Indiana,2562
84018145,840,18145,Shelby,Indiana,4705
84018147,840,18147,Spencer,Indiana,2255
84018141,840,18141,St. Joseph,Indiana,32208
84018149,840,18149,Starke,Indiana,1950
84018151,840,18151,Steuben,Indiana,3510
84018153,840,18153,Sullivan,Indiana,2063
84018155,840,18155,Switzerland,Indiana,765
84018157,840,18157,Tippecanoe,Indiana,20907
84018159,840,18159,Tipton,Indiana,1580
84090018,840,90018,Unassigned,Indiana,0
84018161,840,18161,Union,Indiana,690
84018163,840,18163,Vanderburgh,Indiana,21753
84018165,840,18165,Vermillion,Indiana,1640
84018167,840,18167,Vigo,Indiana,11983
84018169,840,18169,Wabash,Indiana,3419
84018171,840,18171,Warren,Indiana,775
84018173,840,18173,Warrick,Indiana,7594
84018175,840,18175,Washington,Indiana,2226
84018177,840,18177,Wayne,Indiana,6789
84018179,840,18179,Wells,Indiana,2771
84018181,840,18181,White,Indiana,3027
84018183,840,18183,Whitley,Indiana,3646
84019001,840,19001,Adair,Iowa,837
84019003,840,19003,Adams,Iowa,320
84019005,840,19005,Allamakee,Iowa,1485
84019007,840,19007,Appanoose,Iowa,1254
84019009,840,19009,Audubon,Iowa,488
84019011,840,19011,Benton,Iowa,2477
84019013,840,19013,Black Hawk,Iowa,15294
84019015,840,19015,Boone,Iowa,2520
84019017,840,19017,Bremer,Iowa,2762
84019019,840,19019,Buchanan,Iowa,1843
84019021,840,19021,Buena Vista,Iowa,4187
84019023,840,19023,Butler,Iowa,1611
84019025,840,19025,Calhoun,Iowa,1324
84019027,840,19027,Carroll,Iowa,2736
84019029,840,19029,Cass,Iowa,1331
84019031,840,19031,Cedar,Iowa,1789
84019033,840,19033,Cerro Gordo,Iowa,5114
84019035,840,19035,Cherokee,Iowa,1545
84019037,840,19037,Chickasaw,Iowa,1212
84019039,840,19039,Clarke,Iowa,975
84019041,840,19041,Clay,Iowa,2023
84019043,840,19043,Clayton,Iowa,1627
84019045,840,19045,Clinton,Iowa,5204
84019047,840,19047,Crawford,Iowa,2592
84019049,840,19049,Dallas,Iowa,10688
84019051,840,19051,Davis,Iowa,787
84019053,840,19053,Decatur,Iowa,583
84019055,840,19055,Delaware,Iowa,1951
84019057,840,19057,Des Moines,Iowa,4351
84019059,840,19059,Dickinson,Iowa,2262
84019061,840,19061,Dubuque,Iowa,12751
84019063,840,19063,Emmet,Iowa,1228
84019065,840,19065,Fayette,Iowa,1821
84019067,840,19067,Floyd,Iowa,1525
84019069,840,19069,Franklin,Iowa,1115
84019071,840,19071,Fremont,Iowa,589
84019073,840,19073,Greene,Iowa,753
84019075,840,19075,Grundy,Iowa,1339
84019077,840,19077,Guthrie,Iowa,1153
84019079,840,19079,Hamilton,Iowa,1760
84019081,840,19081,Hancock,Iowa,1406
84019083,840,19083,Hardin,Iowa,1761
84019085,840,19085,Harrison,Iowa,1708
84019087,840,19087,Henry,Iowa,2838
84019089,840,19089,Howard,Iowa,1022
84019091,840,19091,Humboldt,Iowa,1175
84019093,840,19093,Ida,Iowa,875
84019095,840,19095,Iowa,Iowa,1438
84019097,840,19097,Jackson,Iowa,2150
84019099,840,19099,Jasper,Iowa,4033
84019101,840,19101,Jefferson,Iowa,1299
84019103,840,19103,Johnson,Iowa,13561
84019105,840,19105,Jones,Iowa,2897
84019107,840,19107,Keokuk,Iowa,936
84019109,840,19109,Kossuth,Iowa,2076
84019111,840,19111,Lee,Iowa,3637
84019113,840,19113,Linn,Iowa,19911
84019115,840,19115,Louisa,Iowa,1246
84019117,840,19117,Lucas,Iowa,746
84019119,840,19119,Lyon,Iowa,1507
84019121,840,19121,Madison,Iowa,1505
84019123,840,19123,Mahaska,Iowa,2197
84019125,840,19125,Marion,Iowa,3509
84019127,840,19127,Marshall,Iowa,4738
84019129,840,19129,Mills,Iowa,1552
84019131,840,19131,Mitchell,Iowa,1246
84019133,840,19133,Monona,Iowa,795
84019135,840,19135,Monroe,Iowa,917
84019137,840,19137,Montgomery,Iowa,983
84019139,840,19139,Muscatine,Iowa,4449
84019141,840,19141,O'Brien,Iowa,1929
84019143,840,19143,Osceola,Iowa,717
84080019,840,80019,Out of IA,Iowa,0
84019145,840,19145,Page,Iowa,1858
84019147,840,19147,Palo Alto,Iowa,1073
84019149,840,19149,Plymouth,Iowa,3853
84019151,840,19151,Pocahontas,Iowa,830
84019153,840,19153,Polk,Iowa,54567
84019155,840,19155,Pottawattamie,Iowa,10321
84019157,840,19157,Poweshiek,Iowa,1512
84019159,840,19159,Ringgold,Iowa,529
84019161,840,19161,Sac,Iowa,1239
84019163,840,19163,Scott,Iowa,18063
84019165,840,19165,Shelby,Iowa,1241
84019167,840,19167,Sioux,Iowa,4960
84019169,840,19169,Story,Iowa,10074
84019171,840,19171,Tama,Iowa,2051
84019173,840,19173,Taylor,Iowa,643
84090019,840,90019,Unassigned,Iowa,1018
84019175,840,19175,Union,Iowa,1223
84019177,840,19177,Van Buren,Iowa,547
84019179,840,19179,Wapello,Iowa,4219
84019181,840,19181,Warren,Iowa,5388
84019183,840,19183,Washington,Iowa,2446
84019185,840,19185,Wayne,Iowa,515
84019187,840,19187,Webster,Iowa,5041
84019189,840,19189,Winnebago,Iowa,1340
84019191,840,19191,Winneshiek,Iowa,1895
84019193,840,19193,Woodbury,Iowa,14544
84019195,840,19195,Worth,Iowa,679
84019197,840,19197,Wright,Iowa,1768
84020001,840,20001,Allen,Kansas,1213
84020003,840,20003,Anderson,Kansas,829
84020005,840,20005,Atchison,Kansas,1569
84020007,840,20007,Barber,Kansas,369
84020009,840,20009,Barton,Kansas,2595
84020011,840,20011,Bourbon,Kansas,1333
84020013,840,20013,Brown,Kansas,1232
84020015,840,20015,Butler,Kansas,7380
84020017,840,20017,Chase,Kansas,250
84020019,840,20019,Chautauqua,Kansas,265
84020021,840,20021,Cherokee,Kansas,2414
84020023,840,20023,Cheyenne,Kansas,358
84020025,840,20025,Clark,Kansas,247
84020027,840,20027,Clay,Kansas,786
84020029,840,20029,Cloud,Kansas,972
84020031,840,20031,Coffey,Kansas,723
84020033,840,20033,Comanche,Kansas,167
84020035,840,20035,Cowley,Kansas,3895
84020037,840,20037,Crawford,Kansas,4638
84020039,840,20039,Decatur,Kansas,264
84020041,840,20041,Dickinson,Kansas,1709
84020043,840,20043,Doniphan,Kansas,959
84020045,840,20045,Douglas,Kansas,8922
84020047,840,20047,Edwards,Kansas,259
84020049,840,20049,Elk,Kansas,178
84020051,840,20051,Ellis,Kansas,3721
84020053,840,20053,Ellsworth,Kansas,1215
84020055,840,20055,Finney,Kansas,6015
84020057,840,20057,Ford,Kansas,5684
84020059,840,20059,Franklin,Kansas,2495
84020061,840,20061,Geary,Kansas,3166
84020063,840,20063,Gove,Kansas,385
84020065,840,20065,Graham,Kansas,262
84020067,840,20067,Grant,Kansas,935
84020069,840,20069,Gray,Kansas,556
84020071,840,20071,Greeley,Kansas,104
84020073,840,20073,Greenwood,Kansas,551
84020075,840,20075,Hamilton,Kansas,202
84020077,840,20077,Harper,Kansas,616
84020079,840,20079,Harvey,Kansas,3547
84020081,840,20081,Haskell,Kansas,418
84020083,840,20083,Hodgeman,Kansas,210
84020085,840,20085,Jackson,Kansas,1381
84020087,840,20087,Jefferson,Kansas,1669
84020089,840,20089,Jewell,Kansas,207
84020091,840,20091,Johnson,Kansas,56159
84020093,840,20093,Kearny,Kansas,561
84020095,840,20095,Kingman,Kansas,741
84020097,840,20097,Kiowa,Kansas,237
84020099,840,20099,Labette,Kansas,2722
84020101,840,20101,Lane,Kansas,125
84020103,840,20103,Leavenworth,Kansas,7051
84020105,840,20105,Lincoln,Kansas,257
84020107,840,20107,Linn,Kansas,777
84020109,840,20109,Logan,Kansas,292
84020111,840,20111,Lyon,Kansas,4209
84020115,840,20115,Marion,Kansas,1045
84020117,840,20117,Marshall,Kansas,1076
84020113,840,20113,McPherson,Kansas,3201
84020119,840,20119,Meade,Kansas,502
84020121,840,20121,Miami,Kansas,2668
84020123,840,20123,Mitchell,Kansas,561
84020125,840,20125,Montgomery,Kansas,3395
84020127,840,20127,Morris,Kansas,569
84020129,840,20129,Morton,Kansas,254
84020131,840,20131,Nemaha,Kansas,1502
84020133,840,20133,Neosho,Kansas,1771
84020135,840,20135,Ness,Kansas,369
84020137,840,20137,Norton,Kansas,1202
84020139,840,20139,Osage,Kansas,1207
84020141,840,20141,Osborne,Kansas,288
84020143,840,20143,Ottawa,Kansas,549
84080020,840,80020,Out of KS,Kansas,0
84020145,840,20145,Pawnee,Kansas,1142
84020147,840,20147,Phillips,Kansas,712
84020149,840,20149,Pottawatomie,Kansas,1852
84020151,840,20151,Pratt,Kansas,812
84020153,840,20153,Rawlins,Kansas,298
84020155,840,20155,Reno,Kansas,8350
84020157,840,20157,Republic,Kansas,659
84020159,840,20159,Rice,Kansas,1064
84020161,840,20161,Riley,Kansas,6315
84020163,840,20163,Rooks,Kansas,655
84020165,840,20165,Rush,Kansas,431
84020167,840,20167,Russell,Kansas,854
84020169,840,20169,Saline,Kansas,6086
84020171,840,20171,Scott,Kansas,576
84020173,840,20173,Sedgwick,Kansas,54799
84020175,840,20175,Seward,Kansas,3834
84020177,840,20177,Shawnee,Kansas,16896
84020179,840,20179,Sheridan,Kansas,432
84020181,840,20181,Sherman,Kansas,619
84020183,840,20183,Smith,Kansas,269
84020185,840,20185,Stafford,Kansas,337
84020187,840,20187,Stanton,Kansas,184
84020189,840,20189,Stevens,Kansas,555
84020191,840,20191,Sumner,Kansas,2107
84020193,840,20193,Thomas,Kansas,1092
84020195,840,20195,Trego,Kansas,404
84090020,840,90020,Unassigned,Kansas,0
84020197,840,20197,Wabaunsee,Kansas,670
84020199,840,20199,Wallace,Kansas,175
84020201,840,20201,Washington,Kansas,531
84020203,840,20203,Wichita,Kansas,216
84020205,840,20205,Wilson,Kansas,986
84020207,840,20207,Woodson,Kansas,210
84020209,840,20209,Wyandotte,Kansas,19663
84021001,840,21001,Adair,Kentucky,1774
84021003,840,21003,Allen,Kentucky,1927
84021005,840,21005,Anderson,Kentucky,1684
84021007,840,21007,Ballard,Kentucky,376
84021009,840,21009,Barren,Kentucky,4244
84021011,840,21011,Bath,Kentucky,821
84021013,840,21013,Bell,Kentucky,2944
84021015,840,21015,Boone,Kentucky,13196
84021017,840,21017,Bourbon,Kentucky,1619
84021019,840,21019,Boyd,Kentucky,4773
84021021,840,21021,Boyle,Kentucky,3279
84021023,840,21023,Bracken,Kentucky,541
84021025,840,21025,Breathitt,Kentucky,976
84021027,840,21027,Breckinridge,Kentucky,1144
84021029,840,21029,Bullitt,Kentucky,6805
84021031,840,21031,Butler,Kentucky,1387
84021033,840,21033,Caldwell,Kentucky,1303
84021035,840,21035,Calloway,Kentucky,3442
84021037,840,21037,Campbell,Kentucky,8164
84021039,840,21039,Carlisle,Kentucky,452
84021041,840,21041,Carroll,Kentucky,965
84021043,840,21043,Carter,Kentucky,2152
84021045,840,21045,Casey,Kentucky,1242
84021047,840,21047,Christian,Kentucky,6499
84021049,840,21049,Clark,Kentucky,2622
84021051,840,21051,Clay,Kentucky,2581
84021053,840,21053,Clinton,Kentucky,1411
84021055,840,21055,Crittenden,Kentucky,593
84021057,840,21057,Cumberland,Kentucky,677
84021059,840,21059,Daviess,Kentucky,10174
84021061,840,21061,Edmonson,Kentucky,862
84021063,840,21063,Elliott,Kentucky,943
84021065,840,21065,Estill,Kentucky,1037
84021067,840,21067,Fayette,Kentucky,34153
84021069,840,21069,Fleming,Kentucky,1119
84021071,840,21071,Floyd,Kentucky,3186
84021073,840,21073,Franklin,Kentucky,3868
84021075,840,21075,Fulton,Kentucky,493
84021077,840,21077,Gallatin,Kentucky,683
84021079,840,21079,Garrard,Kentucky,1461
84021081,840,21081,Grant,Kentucky,2178
84021083,840,21083,Graves,Kentucky,4046
84021085,840,21085,Grayson,Kentucky,2052
84021087,840,21087,Green,Kentucky,1159
84021089,840,21089,Greenup,Kentucky,3436
84021091,840,21091,Hancock,Kentucky,837
84021093,840,21093,Hardin,Kentucky,9277
84021095,840,21095,Harlan,Kentucky,2555
84021097,840,21097,Harrison,Kentucky,1603
84021099,840,21099,Hart,Kentucky,1910
84021101,840,21101,Henderson,Kentucky,4495
84021103,840,21103,Henry,Kentucky,1293
84021105,840,21105,Hickman,Kentucky,345
84021107,840,21107,Hopkins,Kentucky,4221
84021109,840,21109,Jackson,Kentucky,1273
84021111,840,21111,Jefferson,Kentucky,76440
84021113,840,21113,Jessamine,Kentucky,4371
84021115,840,21115,Johnson,Kentucky,1855
84021117,840,21117,Kenton,Kentucky,15677
84021119,840,21119,Knott,Kentucky,1117
84021121,840,21121,Knox,Kentucky,3248
84021123,840,21123,Larue,Kentucky,1274
84021125,840,21125,Laurel,Kentucky,6286
84021127,840,21127,Lawrence,Kentucky,1342
84021129,840,21129,Lee,Kentucky,1248
84021131,840,21131,Leslie,Kentucky,863
84021133,840,21133,Letcher,Kentucky,1774
84021135,840,21135,Lewis,Kentucky,1134
84021137,840,21137,Lincoln,Kentucky,2188
84021139,840,21139,Livingston,Kentucky,788
84021141,840,21141,Logan,Kentucky,2644
84021143,840,21143,Lyon,Kentucky,1583
84021151,840,21151,Madison,Kentucky,9003
84021153,840,21153,Magoffin,Kentucky,894
84021155,840,21155,Marion,Kentucky,2210
84021157,840,21157,Marshall,Kentucky,2653
84021159,840,21159,Martin,Kentucky,985
84021161,840,21161,Mason,Kentucky,1509
84021145,840,21145,McCracken,Kentucky,6161
84021147,840,21147,McCreary,Kentucky,1879
84021149,840,21149,McLean,Kentucky,857
84021163,840,21163,Meade,Kentucky,1937
84021165,840,21165,Menifee,Kentucky,419
84021167,840,21167,Mercer,Kentucky,2457
84021169,840,21169,Metcalfe,Kentucky,995
84021171,840,21171,Monroe,Kentucky,1279
84021173,840,21173,Montgomery,Kentucky,2430
84021175,840,21175,Morgan,Kentucky,2108
84021177,840,21177,Muhlenberg,Kentucky,2856
84021179,840,21179,Nelson,Kentucky,4740
84021181,840,21181,Nicholas,Kentucky,496
84021183,840,21183,Ohio,Kentucky,2385
84021185,840,21185,Oldham,Kentucky,7310
84080021,840,80021,Out of KY,Kentucky,0
84021187,840,21187,Owen,Kentucky,639
84021189,840,21189,Owsley,Kentucky,481
84021191,840,21191,Pendleton,Kentucky,985
84021193,840,21193,Perry,Kentucky,2524
84021195,840,21195,Pike,Kentucky,5358
84021197,840,21197,Powell,Kentucky,1081
84021199,840,21199,Pulaski,Kentucky,6041
84021201,840,21201,Robertson,Kentucky,199
84021203,840,21203,Rockcastle,Kentucky,1417
84021205,840,21205,Rowan,Kentucky,2098
84021207,840,21207,Russell,Kentucky,1780
84021209,840,21209,Scott,Kentucky,4633
84021211,840,21211,Shelby,Kentucky,4481
84021213,840,21213,Simpson,Kentucky,1901
84021215,840,21215,Spencer,Kentucky,1522
84021217,840,21217,Taylor,Kentucky,2945
84021219,840,21219,Todd,Kentucky,1036
84021221,840,21221,Trigg,Kentucky,1161
84021223,840,21223,Trimble,Kentucky,649
84090021,840,90021,Unassigned,Kentucky,11
84021225,840,21225,Union,Kentucky,1300
84021227,840,21227,Warren,Kentucky,15159
84021229,840,21229,Washington,Kentucky,1395
84021231,840,21231,Wayne,Kentucky,2128
84021233,840,21233,Webster,Kentucky,1194
84021235,840,21235,Whitley,Kentucky,4572
84021237,840,21237,Wolfe,Kentucky,465
84021239,840,21239,Woodford,Kentucky,2074
84022001,840,22001,Acadia,Louisiana,6296
84022003,840,22003,Allen,Louisiana,3094
84022005,840,22005,Ascension,Louisiana,11541
84022007,840,22007,Assumption,Louisiana,2138
84022009,840,22009,Avoyelles,Louisiana,3997
84022011,840,22011,Beauregard,Louisiana,3019
84022013,840,22013,Bienville,Louisiana,1629
84022015,840,22015,Bossier,Louisiana,13276
84022017,840,22017,Caddo,Louisiana,25146
84022019,840,22019,Calcasieu,Louisiana,21220
84022021,840,22021,Caldwell,Louisiana,1093
84022023,840,22023,Cameron,Louisiana,567
84022025,840,22025,Catahoula,Louisiana,1085
84022027,840,22027,Claiborne,Louisiana,1407
84022029,840,22029,Concordia,Louisiana,1833
84022031,840,22031,De Soto,Louisiana,2707
84022033,840,22033,East Baton Rouge,Louisiana,37339
84022035,840,22035,East Carroll,Louisiana,1118
84022037,840,22037,East Feliciana,Louisiana,3078
84022039,840,22039,Evangeline,Louisiana,3466
84022041,840,22041,Franklin,Louisiana,2460
84022043,840,22043,Grant,Louisiana,2075
84022045,840,22045,Iberia,Louisiana,6660
84022047,840,22047,Iberville,Louisiana,3693
84022049,840,22049,Jackson,Louisiana,1839
84022051,840,22051,Jefferson,Louisiana,45036
84022053,840,22053,Jefferson Davis,Louisiana,3047
84022059,840,22059,LaSalle,Louisiana,1455
84022055,840,22055,Lafayette,Louisiana,22277
84022057,840,22057,Lafourche,Louisiana,9361
84022061,840,22061,Lincoln,Louisiana,4325
84022063,840,22063,Livingston,Louisiana,12852
84022065,840,22065,Madison,Louisiana,1562
84022067,840,22067,Morehouse,Louisiana,2749
84022069,840,22069,Natchitoches,Louisiana,3952
84022071,840,22071,Orleans,Louisiana,29264
84022073,840,22073,Ouachita,Louisiana,17896
84080022,840,80022,Out of LA,Louisiana,0
84022075,840,22075,Plaquemines,Louisiana,2449
84022077,840,22077,Pointe Coupee,Louisiana,2469
84022079,840,22079,Rapides,Louisiana,11580
84022081,840,22081,Red River,Louisiana,866
84022083,840,22083,Richland,Louisiana,2391
84022085,840,22085,Sabine,Louisiana,2859
84022087,840,22087,St. Bernard,Louisiana,3933
84022089,840,22089,St. Charles,Louisiana,5297
84022091,840,22091,St. Helena,Louisiana,897
84022093,840,22093,St. James,Louisiana,1896
84022095,840,22095,St. John the Baptist,Louisiana,3621
84022097,840,22097,St. Landry,Louisiana,8544
84022099,840,22099,St. Martin,Louisiana,5008
84022101,840,22101,St. Mary,Louisiana,4489
84022103,840,22103,St. Tammany,Louisiana,25028
84022105,840,22105,Tangipahoa,Louisiana,12318
84022107,840,22107,Tensas,Louisiana,356
84022109,840,22109,Terrebonne,Louisiana,9855
84090022,840,90022,Unassigned,Louisiana,418
84022111,840,22111,Union,Louisiana,2339
84022113,840,22113,Vermilion,Louisiana,5094
84022115,840,22115,Vernon,Louisiana,2963
84022117,840,22117,Washington,Louisiana,4277
84022119,840,22119,Webster,Louisiana,3982
84022121,840,22121,West Baton Rouge,Louisiana,2650
84022123,840,22123,West Carroll,Louisiana,1166
84022125,840,22125,West Feliciana,Louisiana,1143
84022127,840,22127,Winn,Louisiana,1493
84023001,840,23001,Androscoggin,Maine,5286
84023003,840,23003,Aroostook,Maine,1400
84023005,840,23005,Cumberland,Maine,13981
84023007,840,23007,Franklin,Maine,987
84023009,840,23009,Hancock,Maine,1050
84023011,840,23011,Kennebec,Maine,4300
84023013,840,23013,Knox,Maine,806
84023015,840,23015,Lincoln,Maine,657
84080023,840,80023,Out of ME,Maine,0
84023017,840,23017,Oxford,Maine,2541
84023019,840,23019,Penobscot,Maine,4611
84023021,840,23021,Piscataquis,Maine,384
84023023,840,23023,Sagadahoc,Maine,979
84023025,840,23025,Somerset,Maine,1375
84090023,840,90023,Unassigned,Maine,1
84023027,840,23027,Waldo,Maine,706
84023029,840,23029,Washington,Maine,764
84023031,840,23031,York,Maine,10676
84024001,840,24001,Allegany,Maryland,6530
84024003,840,24003,Anne Arundel,Maryland,38894
84024005,840,24005,Baltimore,Maryland,55856
84024510,840,24510,Baltimore City,Maryland,44629
84024009,840,24009,Calvert,Maryland,3907
84024011,840,24011,Caroline,Maryland,2120
84024013,840,24013,Carroll,Maryland,8260
84024015,840,24015,Cecil,Maryland,5347
84024017,840,24017,Charles,Maryland,9724
84024019,840,24019,Dorchester,Maryland,2468
84024021,840,24021,Frederick,Maryland,18183
84024023,840,24023,Garrett,Maryland,1904
84024025,840,24025,Harford,Maryland,14053
84024027,840,24027,Howard,Maryland,17270
84024029,840,24029,Kent,Maryland,1220
84024031,840,24031,Montgomery,Maryland,66704
84080024,840,80024,Out of MD,Maryland,0
84024033,840,24033,Prince George's,Maryland,78011
84024035,840,24035,Queen Anne's,Maryland,2709
84024039,840,24039,Somerset,Maryland,2480
84024037,840,24037,St. Mary's,Maryland,5409
84024041,840,24041,Talbot,Maryland,1958
84090024,840,90024,Unassigned,Maryland,0
84024043,840,24043,Washington,Maryland,13245
84024045,840,24045,Wicomico,Maryland,7082
84024047,840,24047,Worcester,Maryland,3381
