UID,code3,FIPS,Admin2,Province_State,3/31/21
84025001,840,25001,Barnstable,Massachusetts,12150
84025003,840,25003,Berkshire,Massachusetts,5507
84025005,840,25005,Bristol,Massachusetts,59917
84025007,840,25007,Dukes,Massachusetts,0
84070002,840,,Dukes and Nantucket,Massachusetts,2278
84025009,840,25009,Essex,Massachusetts,89306
84025011,840,25011,Franklin,Massachusetts,2215
84025013,840,25013,Hampden,Massachusetts,45841
84025015,840,25015,Hampshire,Massachusetts,8327
84025017,840,25017,Middlesex,Massachusetts,122222
84025019,840,25019,Nantucket,Massachusetts,0
84025021,840,25021,Norfolk,Massachusetts,49961
84080025,840,80025,Out of MA,Massachusetts,0
84025023,840,25023,Plymouth,Massachusetts,44164
84025025,840,25025,Suffolk,Massachusetts,84646
84090025,840,90025,Unassigned,Massachusetts,38639
84025027,840,25027,Worcester,Massachusetts,70407
84026001,840,26001,Alcona,Michigan,478
84026003,840,26003,Alger,Michigan,451
84026005,840,26005,Allegan,Michigan,8273
84026007,840,26007,Alpena,Michigan,1609
84026009,840,26009,Antrim,Michigan,1201
84026011,840,26011,Arenac,Michigan,802
84026013,840,26013,Baraga,Michigan,627
84026015,840,26015,Barry,Michigan,4236
84026017,840,26017,Bay,Michigan,8303
84026019,840,26019,Benzie,Michigan,1007
84026021,840,26021,Berrien,Michigan,12764
84026023,840,26023,Branch,Michigan,4006
84026025,840,26025,Calhoun,Michigan,11166
84026027,840,26027,Cass,Michigan,4592
84026029,840,26029,Charlevoix,Michigan,1182
84026031,840,26031,Cheboygan,Michigan,1275
84026033,840,26033,Chippewa,Michigan,2032
84026035,840,26035,Clare,Michigan,1740
84026037,840,26037,Clinton,Michigan,5940
84026039,840,26039,Crawford,Michigan,724
84026041,840,26041,Delta,Michigan,3306
84026043,840,26043,Dickinson,Michigan,2447
84026045,840,26045,Eaton,Michigan,7583
84026047,840,26047,Emmet,Michigan,1717
84070005,840,,Federal Correctional Institution (FCI),Michigan,315
84026049,840,26049,Genesee,Michigan,30311
84026051,840,26051,Gladwin,Michigan,1622
84026053,840,26053,Gogebic,Michigan,1331
84026055,840,26055,Grand Traverse,Michigan,4981
84026057,840,26057,Gratiot,Michigan,2985
84026059,840,26059,Hillsdale,Michigan,3664
84026061,840,26061,Houghton,Michigan,2828
84026063,840,26063,Huron,Michigan,2991
84026065,840,26065,Ingham,Michigan,19426
84026067,840,26067,Ionia,Michigan,4561
84026069,840,26069,Iosco,Michigan,1404
84026071,840,26071,Iron,Michigan,941
84026073,840,26073,Isabella,Michigan,4436
84026075,840,26075,Jackson,Michigan,11592
84026077,840,26077,Kalamazoo,Michigan,17290
84026079,840,26079,Kalkaska,Michigan,778
84026081,840,26081,Kent,Michigan,56565
84026083,840,26083,Keweenaw,Michigan,155
84026085,840,26085,Lake,Michigan,431
84026087,840,26087,Lapeer,Michigan,6439
84026089,840,26089,Leelanau,Michigan,989
84026091,840,26091,Lenawee,Michigan,6993
84026093,840,26093,Livingston,Michigan,12303
84026095,840,26095,Luce,Michigan,258
84026097,840,26097,Mackinac,Michigan,488
84026099,840,26099,Macomb,Michigan,72578
84026101,840,26101,Manistee,Michigan,863
84026103,840,26103,Marquette,Michigan,4237
84026105,840,26105,Mason,Michigan,1388
84026107,840,26107,Mecosta,Michigan,2255
84026109,840,26109,Menominee,Michigan,1930
84070004,840,,Michigan Department of Corrections (MDOC),Michigan,25928
84026111,840,26111,Midland,Michigan,5582
84026113,840,26113,Missaukee,Michigan,1100
84026115,840,26115,Monroe,Michigan,11584
84026117,840,26117,Montcalm,Michigan,3969
84026119,840,26119,Montmorency,Michigan,399
84026121,840,26121,Muskegon,Michigan,11250
84026123,840,26123,Newaygo,Michigan,3348
84026125,840,26125,Oakland,Michigan,87871
84026127,840,26127,Oceana,Michigan,2022
84026129,840,26129,Ogemaw,Michigan,1188
84026131,840,26131,Ontonagon,Michigan,431
84026133,840,26133,Osceola,Michigan,1310
84026135,840,26135,Oscoda,Michigan,461
84026137,840,26137,Otsego,Michigan,1620
84026139,840,26139,Ottawa,Michigan,24830
84080026,840,80026,Out of MI,Michigan,1635
84026141,840,26141,Presque Isle,Michigan,752
84026143,840,26143,Roscommon,Michigan,1511
84026145,840,26145,Saginaw,Michigan,16222
84026151,840,26151,Sanilac,Michigan,2971
84026153,840,26153,Schoolcraft,Michigan,290
84026155,840,26155,Shiawassee,Michigan,4465
84026147,840,26147,St. Clair,Michigan,12103
84026149,840,26149,St. Joseph,Michigan,5156
84026157,840,26157,Tuscola,Michigan,4009
84090026,840,90026,Unassigned,Michigan,18
84026159,840,26159,Van Buren,Michigan,5566
84026161,840,26161,Washtenaw,Michigan,20946
84026163,840,26163,Wayne,Michigan,118987
84026165,840,26165,Wexford,Michigan,2038
84027001,840,27001,Aitkin,Minnesota,1217
84027003,840,27003,Anoka,Minnesota,35529
84027005,840,27005,Becker,Minnesota,3287
84027007,840,27007,Beltrami,Minnesota,3554
84027009,840,27009,Benton,Minnesota,4929
84027011,840,27011,Big Stone,Minnesota,543
84027013,840,27013,Blue Earth,Minnesota,6530
84027015,840,27015,Brown,Minnesota,2761
84027017,840,27017,Carlton,Minnesota,3145
84027019,840,27019,Carver,Minnesota,8821
84027021,840,27021,Cass,Minnesota,2312
84027023,840,27023,Chippewa,Minnesota,1420
84027025,840,27025,Chisago,Minnesota,5219
84027027,840,27027,Clay,Minnesota,7356
84027029,840,27029,Clearwater,Minnesota,742
84027031,840,27031,Cook,Minnesota,139
84027033,840,27033,Cottonwood,Minnesota,1454
84027035,840,27035,Crow Wing,Minnesota,5540
84027037,840,27037,Dakota,Minnesota,39331
84027039,840,27039,Dodge,Minnesota,1621
84027041,840,27041,Douglas,Minnesota,4157
84027043,840,27043,Faribault,Minnesota,1379
84027045,840,27045,Fillmore,Minnesota,1482
84027047,840,27047,Freeborn,Minnesota,3080
84027049,840,27049,Goodhue,Minnesota,4174
84027051,840,27051,Grant,Minnesota,517
84027053,840,27053,Hennepin,Minnesota,108017
84027055,840,27055,Houston,Minnesota,1613
84027057,840,27057,Hubbard,Minnesota,1637
84027059,840,27059,Isanti,Minnesota,3348
84027061,840,27061,Itasca,Minnesota,3420
84027063,840,27063,Jackson,Minnesota,1039
84027065,840,27065,Kanabec,Minnesota,1192
84027067,840,27067,Kandiyohi,Minnesota,6050
84027069,840,27069,Kittson,Minnesota,425
84027071,840,27071,Koochiching,Minnesota,685
84027073,840,27073,Lac qui Parle,Minnesota,718
84027075,840,27075,Lake,Minnesota,769
84027077,840,27077,Lake of the Woods,Minnesota,253
84027079,840,27079,Le Sueur,Minnesota,2545
84027081,840,27081,Lincoln,Minnesota,535
84027083,840,27083,Lyon,Minnesota,3295
84027087,840,27087,Mahnomen,Minnesota,468
84027089,840,27089,Marshall,Minnesota,825
84027091,840,27091,Martin,Minnesota,2031
84027085,840,27085,McLeod,Minnesota,3647
84027093,840,27093,Meeker,Minnesota,2188
84027095,840,27095,Mille Lacs,Minnesota,2531
84027097,840,27097,Morrison,Minnesota,3643
84027099,840,27099,Mower,Minnesota,4366
84027101,840,27101,Murray,Minnesota,981
84027103,840,27103,Nicollet,Minnesota,2840
84027105,840,27105,Nobles,Minnesota,3923
84027107,840,27107,Norman,Minnesota,495
84027109,840,27109,Olmsted,Minnesota,12344
84027111,840,27111,Otter Tail,Minnesota,5141
84080027,840,80027,Out of MN,Minnesota,0
84027113,840,27113,Pennington,Minnesota,1476
84027115,840,27115,Pine,Minnesota,2975
84027117,840,27117,Pipestone,Minnesota,1051
84027119,840,27119,Polk,Minnesota,3531
84027121,840,27121,Pope,Minnesota,924
84027123,840,27123,Ramsey,Minnesota,45179
84027125,840,27125,Red Lake,Minnesota,373
84027127,840,27127,Redwood,Minnesota,1556
84027129,840,27129,Renville,Minnesota,1615
84027131,840,27131,Rice,Minnesota,7131
84027133,840,27133,Rock,Minnesota,1193
84027135,840,27135,Roseau,Minnesota,1869
84027139,840,27139,Scott,Minnesota,14697
84027141,840,27141,Sherburne,Minnesota,9582
84027143,840,27143,Sibley,Minnesota,1272
84027137,840,27137,St. Louis,Minnesota,15802
84027145,840,27145,Stearns,Minnesota,19867
84027147,840,27147,Steele,Minnesota,3345
84027149,840,27149,Stevens,Minnesota,774
84027151,840,27151,Swift,Minnesota,944
84027153,840,27153,Todd,Minnesota,2597
84027155,840,27155,Traverse,Minnesota,345
84090027,840,90027,Unassigned,Minnesota,484
84027157,840,27157,Wabasha,Minnesota,1947
84027159,840,27159,Wadena,Minnesota,1369
84027161,840,27161,Waseca,Minnesota,2211
84027163,840,27163,Washington,Minnesota,23368
84027165,840,27165,Watonwan,Minnesota,1219
84027167,840,27167,Wilkin,Minnesota,730
84027169,840,27169,Winona,Minnesota,4301
84027171,840,27171,Wright,Minnesota,13558
84027173,840,27173,Yellow Medicine,Minnesota,1041
84028001,840,28001,Adams,Mississippi,2429
84028003,840,28003,Alcorn,Mississippi,2956
84028005,840,28005,Amite,Mississippi,1181
84028007,840,28007,Attala,Mississippi,2128
84028009,840,28009,Benton,Mississippi,964
84028011,840,28011,Bolivar,Mississippi,4755
84028013,840,28013,Calhoun,Mississippi,1623
84028015,840,28015,Carroll,Mississippi,1205
84028017,840,28017,Chickasaw,Mississippi,2033
84028019,840,28019,Choctaw,Mississippi,723
84028021,840,28021,Claiborne,Mississippi,1011
84028023,840,28023,Clarke,Mississippi,1749
84028025,840,28025,Clay,Mississippi,1817
84028027,840,28027,Coahoma,Mississippi,2881
84028029,840,28029,Copiah,Mississippi,2903
84028031,840,28031,Covington,Mississippi,2533
84028033,840,28033,DeSoto,Mississippi,20531
84028035,840,28035,Forrest,Mississippi,7479
84028037,840,28037,Franklin,Mississippi,806
84028039,840,28039,George,Mississippi,2367
84028041,840,28041,Greene,Mississippi,1293
84028043,840,28043,Grenada,Mississippi,2529
84028045,840,28045,Hancock,Mississippi,3676
84028047,840,28047,Harrison,Mississippi,17356
84028049,840,28049,Hinds,Mississippi,19684
84028051,840,28051,Holmes,Mississippi,1852
84028053,840,28053,Humphreys,Mississippi,941
84028055,840,28055,Issaquena,Mississippi,168
84028057,840,28057,Itawamba,Mississippi,2952
84028059,840,28059,Jackson,Mississippi,13028
84028061,840,28061,Jasper,Mississippi,2192
84028063,840,28063,Jefferson,Mississippi,643
84028065,840,28065,Jefferson Davis,Mississippi,1042
84028067,840,28067,Jones,Mississippi,8247
84028069,840,28069,Kemper,Mississippi,944
84028071,840,28071,Lafayette,Mississippi,5938
84028073,840,28073,Lamar,Mississippi,6053
84028075,840,28075,Lauderdale,Mississippi,7064
84028077,840,28077,Lawrence,Mississippi,1251
84028079,840,28079,Leake,Mississippi,2595
84028081,840,28081,Lee,Mississippi,9808
84028083,840,28083,Leflore,Mississippi,3460
84028085,840,28085,Lincoln,Mississippi,3848
84028087,840,28087,Lowndes,Mississippi,6228
84028089,840,28089,Madison,Mississippi,9816
84028091,840,28091,Marion,Mississippi,2640
84028093,840,28093,Marshall,Mississippi,4228
84028095,840,28095,Monroe,Mississippi,4047
84028097,840,28097,Montgomery,Mississippi,1250
84028099,840,28099,Neshoba,Mississippi,3954
84028101,840,28101,Newton,Mississippi,2425
84028103,840,28103,Noxubee,Mississippi,1252
84028105,840,28105,Oktibbeha,Mississippi,4520
84080028,840,80028,Out of MS,Mississippi,0
84028107,840,28107,Panola,Mississippi,4418
84028109,840,28109,Pearl River,Mississippi,4380
84028111,840,28111,Perry,Mississippi,1245
84028113,840,28113,Pike,Mississippi,3145
84028115,840,28115,Pontotoc,Mississippi,4152
84028117,840,28117,Prentiss,Mississippi,2743
84028119,840,28119,Quitman,Mississippi,785
84028121,840,28121,Rankin,Mississippi,13220
84028123,840,28123,Scott,Mississippi,3070
84028125,840,28125,Sharkey,Mississippi,494
84028127,840,28127,Simpson,Mississippi,2855
84028129,840,28129,Smith,Mississippi,1572
84028131,840,28131,Stone,Mississippi,1771
84028133,840,28133,Sunflower,Mississippi,3271
84028135,840,28135,Tallahatchie,Mississippi,1743
84028137,840,28137,Tate,Mississippi,3194
84028139,840,28139,Tippah,Mississippi,2830
84028141,840,28141,Tishomingo,Mississippi,2209
84028143,840,28143,Tunica,Mississippi,1019
84090028,840,90028,Unassigned,Mississippi,0
84028145,840,28145,Union,Mississippi,4008
84028147,840,28147,Walthall,Mississippi,1295
84028149,840,28149,Warren,Mississippi,4248
84028151,840,28151,Washington,Mississippi,5264
84028153,840,28153,Wayne,Mississippi,2607
84028155,840,28155,Webster,Mississippi,1133
84028157,840,28157,Wilkinson,Mississippi,638
84028159,840,28159,Winston,Mississippi,2253
84028161,840,28161,Yalobusha,Mississippi,1559
84028163,840,28163,Yazoo,Mississippi,3027
84029001,840,29001,Adair,Missouri,2399
84029003,840,29003,Andrew,Missouri,1865
84029005,840,29005,Atchison,Missouri,442
84029007,840,29007,Audrain,Missouri,2763
84029009,840,29009,Barry,Missouri,2889
84029011,840,29011,Barton,Missouri,1165
84029013,840,29013,Bates,Missouri,1312
84029015,840,29015,Benton,Missouri,1660
84029017,840,29017,Bollinger,Missouri,1126
84029019,840,29019,Boone,Missouri,17564
84029021,840,29021,Buchanan,Missouri,9251
84029023,840,29023,Butler,Missouri,4139
84029025,840,29025,Caldwell,Missouri,767
84029027,840,29027,Callaway,Missouri,4899
84029029,840,29029,Camden,Missouri,4006
84029031,840,29031,Cape Girardeau,Missouri,8892
84029033,840,29033,Carroll,Missouri,1059
84029035,840,29035,Carter,Missouri,548
84029037,840,29037,Cass,Missouri,8946
84029039,840,29039,Cedar,Missouri,1091
84029041,840,29041,Chariton,Missouri,667
84029043,840,29043,Christian,Missouri,8295
84029045,840,29045,Clark,Missouri,673
84029047,840,29047,Clay,Missouri,9815
84029049,840,29049,Clinton,Missouri,2036
84029051,840,29051,Cole,Missouri,9031
84029053,840,29053,Cooper,Missouri,1905
84029055,840,29055,Crawford,Missouri,2494
84029057,840,29057,Dade,Missouri,565
84029059,840,29059,Dallas,Missouri,1252
84029061,840,29061,Daviess,Missouri,735
84029063,840,29063,DeKalb,Missouri,1148
84029065,840,29065,Dent,Missouri,913
84029067,840,29067,Douglas,Missouri,900
84029069,840,29069,Dunklin,Missouri,2751
84029071,840,29071,Franklin,Missouri,10397
84029073,840,29073,Gasconade,Missouri,1565
84029075,840,29075,Gentry,Missouri,837
84029077,840,29077,Greene,Missouri,27693
84029079,840,29079,Grundy,Missouri,1010
84029081,840,29081,Harrison,Missouri,924
84029083,840,29083,Henry,Missouri,2010
84029085,840,29085,Hickory,Missouri,646
84029087,840,29087,Holt,Missouri,424
84029089,840,29089,Howard,Missouri,1061
84029091,840,29091,Howell,Missouri,3482
84029093,840,29093,Iron,Missouri,902
84029095,840,29095,Jackson,Missouri,37221
84029097,840,29097,Jasper,Missouri,15329
84029099,840,29099,Jefferson,Missouri,22099
84029101,840,29101,Johnson,Missouri,4922
84070003,840,,Kansas City,Missouri,42550
84029103,840,29103,Knox,Missouri,382
84029105,840,29105,Laclede,Missouri,3254
84029107,840,29107,Lafayette,Missouri,3075
84029109,840,29109,Lawrence,Missouri,3407
84029111,840,29111,Lewis,Missouri,1038
84029113,840,29113,Lincoln,Missouri,5556
84029115,840,29115,Linn,Missouri,1209
84029117,840,29117,Livingston,Missouri,1723
84029121,840,29121,Macon,Missouri,1553
84029123,840,29123,Madison,Missouri,1614
84029125,840,29125,Maries,Missouri,627
84029127,840,29127,Marion,Missouri,3603
84029119,840,29119,McDonald,Missouri,2340
84029129,840,29129,Mercer,Missouri,304
84029131,840,29131,Miller,Missouri,2509
84029133,840,29133,Mississippi,Missouri,1435
84029135,840,29135,Moniteau,Missouri,1772
84029137,840,29137,Monroe,Missouri,1012
84029139,840,29139,Montgomery,Missouri,1028
84029141,840,29141,Morgan,Missouri,1707
84029143,840,29143,New Madrid,Missouri,2100
84029145,840,29145,Newton,Missouri,5243
84029147,840,29147,Nodaway,Missouri,2653
84029149,840,29149,Oregon,Missouri,849
84029151,840,29151,Osage,Missouri,1625
84080029,840,80029,Out of MO,Missouri,0
84029153,840,29153,Ozark,Missouri,677
84029155,840,29155,Pemiscot,Missouri,1546
84029157,840,29157,Perry,Missouri,2161
84029159,840,29159,Pettis,Missouri,5068
84029161,840,29161,Phelps,Missouri,3719
84029163,840,29163,Pike,Missouri,1791
84029165,840,29165,Platte,Missouri,4056
84029167,840,29167,Polk,Missouri,3247
84029169,840,29169,Pulaski,Missouri,3450
84029171,840,29171,Putnam,Missouri,296
84029173,840,29173,Ralls,Missouri,1052
84029175,840,29175,Randolph,Missouri,2651
84029177,840,29177,Ray,Missouri,1941
84029179,840,29179,Reynolds,Missouri,380
84029181,840,29181,Ripley,Missouri,1052
84029195,840,29195,Saline,Missouri,2884
84029197,840,29197,Schuyler,Missouri,330
84029199,840,29199,Scotland,Missouri,308
84029201,840,29201,Scott,Missouri,4704
84029203,840,29203,Shannon,Missouri,592
84029205,840,29205,Shelby,Missouri,577
84029183,840,29183,St. Charles,Missouri,41218
84029185,840,29185,St. Clair,Missouri,790
84029187,840,29187,St. Francois,Missouri,8780
84029189,840,29189,St. Louis,Missouri,92739
84029510,840,29510,St. Louis City,Missouri,22556
84029186,840,29186,Ste. Genevieve,Missouri,1804
84029207,840,29207,Stoddard,Missouri,2488
84029209,840,29209,Stone,Missouri,2365
84029211,840,29211,Sullivan,Missouri,857
84029213,840,29213,Taney,Missouri,5180
84029215,840,29215,Texas,Missouri,1823
84090029,840,90029,Unassigned,Missouri,0
84029217,840,29217,Vernon,Missouri,1943
84029219,840,29219,Warren,Missouri,3016
84029221,840,29221,Washington,Missouri,2723
84029223,840,29223,Wayne,Missouri,1032
84029225,840,29225,Webster,Missouri,3512
84029227,840,29227,Worth,Missouri,164
84029229,840,29229,Wright,Missouri,1555
84030001,840,30001,Beaverhead,Montana,894
84030003,840,30003,Big Horn,Montana,2484
84030005,840,30005,Blaine,Montana,729
84030007,840,30007,Broadwater,Montana,433
84030009,840,30009,Carbon,Montana,853
84030011,840,30011,Carter,Montana,147
84030013,840,30013,Cascade,Montana,8438
84030015,840,30015,Chouteau,Montana,494
84030017,840,30017,Custer,Montana,1170
84030019,840,30019,Daniels,Montana,197
84030021,840,30021,Dawson,Montana,1101
84030023,840,30023,Deer Lodge,Montana,1063
84030025,840,30025,Fallon,Montana,279
84030027,840,30027,Fergus,Montana,1086
84030029,840,30029,Flathead,Montana,11396
84030031,840,30031,Gallatin,Montana,13155
84030033,840,30033,Garfield,Montana,78
84030035,840,30035,Glacier,Montana,1527
84030037,840,30037,Golden Valley,Montana,54
84030039,840,30039,Granite,Montana,190
84030041,840,30041,Hill,Montana,1940
84030043,840,30043,Jefferson,Montana,1048
84030045,840,30045,Judith Basin,Montana,90
84030047,840,30047,Lake,Montana,1982
84030049,840,30049,Lewis and Clark,Montana,6560
84030051,840,30051,Liberty,Montana,117
84030053,840,30053,Lincoln,Montana,1558
84030057,840,30057,Madison,Montana,727
84030055,840,30055,McCone,Montana,182
84030059,840,30059,Meagher,Montana,126
84030061,840,30061,Mineral,Montana,249
84030063,840,30063,Missoula,Montana,8679
84030065,840,30065,Musselshell,Montana,322
84080030,840,80030,Out of MT,Montana,0
84030067,840,30067,Park,Montana,1189
84030069,840,30069,Petroleum,Montana,12
84030071,840,30071,Phillips,Montana,517
84030073,840,30073,Pondera,Montana,458
84030075,840,30075,Powder River,Montana,118
84030077,840,30077,Powell,Montana,903
84030079,840,30079,Prairie,Montana,138
84030081,840,30081,Ravalli,Montana,2874
84030083,840,30083,Richland,Montana,1107
84030085,840,30085,Roosevelt,Montana,1589
84030087,840,30087,Rosebud,Montana,1191
84030089,840,30089,Sanders,Montana,604
84030091,840,30091,Sheridan,Montana,416
84030093,840,30093,Silver Bow,Montana,3960
84030095,840,30095,Stillwater,Montana,711
84030097,840,30097,Sweet Grass,Montana,381
84030099,840,30099,Teton,Montana,438
84030101,840,30101,Toole,Montana,711
84030103,840,30103,Treasure,Montana,55
84090030,840,90030,Unassigned,Montana,0
84030105,840,30105,Valley,Montana,866
84030107,840,30107,Wheatland,Montana,175
84030109,840,30109,Wibaux,Montana,119
84030111,840,30111,Yellowstone,Montana,16672
84031001,840,31001,Adams,Nebraska,2812
84031003,840,31003,Antelope,Nebraska,492
84031005,840,31005,Arthur,Nebraska,22
84031007,840,31007,Banner,Nebraska,35
84031009,840,31009,Blaine,Nebraska,20
84031011,840,31011,Boone,Nebraska,559
84031013,840,31013,Box Butte,Nebraska,922
84031015,840,31015,Boyd,Nebraska,173
84031017,840,31017,Brown,Nebraska,215
84031019,840,31019,Buffalo,Nebraska,5275
84031021,840,31021,Burt,Nebraska,650
84031023,840,31023,Butler,Nebraska,829
84031025,840,31025,Cass,Nebraska,2443
84031027,840,31027,Cedar,Nebraska,749
84031029,840,31029,Chase,Nebraska,456
84031031,840,31031,Cherry,Nebraska,272
84031033,840,31033,Cheyenne,Nebraska,914
84031035,840,31035,Clay,Nebraska,675
84031037,840,31037,Colfax,Nebraska,1561
84031039,840,31039,Cuming,Nebraska,1021
84031041,840,31041,Custer,Nebraska,841
84031043,840,31043,Dakota,Nebraska,3813
84031045,840,31045,Dawes,Nebraska,722
84031047,840,31047,Dawson,Nebraska,2847
84031049,840,31049,Deuel,Nebraska,100
84031051,840,31051,Dixon,Nebraska,595
84031053,840,31053,Dodge,Nebraska,4787
84031055,840,31055,Douglas,Nebraska,66586
84031057,840,31057,Dundy,Nebraska,177
84031059,840,31059,Fillmore,Nebraska,485
84031061,840,31061,Franklin,Nebraska,239
84031063,840,31063,Frontier,Nebraska,191
84031065,840,31065,Furnas,Nebraska,497
84031067,840,31067,Gage,Nebraska,2140
84031069,840,31069,Garden,Nebraska,112
84031071,840,31071,Garfield,Nebraska,145
84031073,840,31073,Gosper,Nebraska,181
84031075,840,31075,Grant,Nebraska,38
84031077,840,31077,Greeley,Nebraska,209
84031079,840,31079,Hall,Nebraska,7540
84031081,840,31081,Hamilton,Nebraska,906
84031083,840,31083,Harlan,Nebraska,215
84031085,840,31085,Hayes,Nebraska,57
84031087,840,31087,Hitchcock,Nebraska,245
84031089,840,31089,Holt,Nebraska,800
84031091,840,31091,Hooker,Nebraska,52
84031093,840,31093,Howard,Nebraska,531
84031095,840,31095,Jefferson,Nebraska,633
84031097,840,31097,Johnson,Nebraska,637
84031099,840,31099,Kearney,Nebraska,670
84031101,840,31101,Keith,Nebraska,700
84031103,840,31103,Keya Paha,Nebraska,51
84031105,840,31105,Kimball,Nebraska,412
84031107,840,31107,Knox,Nebraska,860
84031109,840,31109,Lancaster,Nebraska,29582
84031111,840,31111,Lincoln,Nebraska,3651
84031113,840,31113,Logan,Nebraska,79
84031115,840,31115,Loup,Nebraska,40
84031119,840,31119,Madison,Nebraska,4127
84031117,840,31117,McPherson,Nebraska,29
84031121,840,31121,Merrick,Nebraska,745
84031123,840,31123,Morrill,Nebraska,496
84031125,840,31125,Nance,Nebraska,390
84031127,840,31127,Nemaha,Nebraska,629
84031129,840,31129,Nuckolls,Nebraska,430
84031131,840,31131,Otoe,Nebraska,1372
84080031,840,80031,Out of NE,Nebraska,0
84031133,840,31133,Pawnee,Nebraska,232
84031135,840,31135,Perkins,Nebraska,279
84031137,840,31137,Phelps,Nebraska,962
84031139,840,31139,Pierce,Nebraska,608
84031141,840,31141,Platte,Nebraska,3921
84031143,840,31143,Polk,Nebraska,562
84031145,840,31145,Red Willow,Nebraska,1193
84031147,840,31147,Richardson,Nebraska,706
84031149,840,31149,Rock,Nebraska,102
84031151,840,31151,Saline,Nebraska,1970
84031153,840,31153,Sarpy,Nebraska,21052
84031155,840,31155,Saunders,Nebraska,2384
84031157,840,31157,Scotts Bluff,Nebraska,3408
84031159,840,31159,Seward,Nebraska,1522
84031161,840,31161,Sheridan,Nebraska,492
84031163,840,31163,Sherman,Nebraska,188
84031165,840,31165,Sioux,Nebraska,36
84031167,840,31167,Stanton,Nebraska,354
84031169,840,31169,Thayer,Nebraska,481
84031171,840,31171,Thomas,Nebraska,52
84031173,840,31173,Thurston,Nebraska,825
84090031,840,90031,Unassigned,Nebraska,1816
84031175,840,31175,Valley,Nebraska,315
84031177,840,31177,Washington,Nebraska,2078
84031179,840,31179,Wayne,Nebraska,1027
84031181,840,31181,Webster,Nebraska,370
84031183,840,31183,Wheeler,Nebraska,38
84031185,840,31185,York,Nebraska,1694
84032510,840,32510,Carson City,Nevada,6174
84032001,840,32001,Churchill,Nevada,1961
84032003,840,32003,Clark,Nevada,234549
84032005,840,32005,Douglas,Nevada,2678
84032007,840,32007,Elko,Nevada,4658
84032009,840,32009,Esmeralda,Nevada,38
84032011,840,32011,Eureka,Nevada,50
84032013,840,32013,Humboldt,Nevada,1081
84032015,840,32015,Lander,Nevada,444
84032017,840,32017,Lincoln,Nevada,354
84032019,840,32019,Lyon,Nevada,2929
84032021,840,32021,Mineral,Nevada,305
84032023,840,32023,Nye,Nevada,2854
84080032,840,80032,Out of NV,Nevada,0
84032027,840,32027,Pershing,Nevada,943
84032029,840,32029,Storey,Nevada,89
84090032,840,90032,Unassigned,Nevada,0
84032031,840,32031,Washoe,Nevada,44092
84032033,840,32033,White Pine,Nevada,563
84033001,840,33001,Belknap,New Hampshire,3364
84033003,840,33003,Carroll,New Hampshire,1954
84033005,840,33005,Cheshire,New Hampshire,3134
84033007,840,33007,Coos,New Hampshire,1498
84033009,840,33009,Grafton,New Hampshire,3101
84033011,840,33011,Hillsborough,New Hampshire,31371
84033013,840,33013,Merrimack,New Hampshire,8237
84080033,840,80033,Out of NH,New Hampshire,0
84033015,840,33015,Rockingham,New Hampshire,20887
84033017,840,33017,Strafford,New Hampshire,8017
84033019,840,33019,Sullivan,New Hampshire,1448
84090033,840,90033,Unassigned,New Hampshire,1165
84034001,840,34001,Atlantic,New Jersey,28200
84034003,840,34003,Bergen,New Jersey,91488
84034005,840,34005,Burlington,New Jersey,39852
84034007,840,34007,Camden,New Jersey,48722
84034009,840,34009,Cape May,New Jersey,8248
84034011,840,34011,Cumberland,New Jersey,15351
84034013,840,34013,Essex,New Jersey,84985
84034015,840,34015,Gloucester,New Jersey,26928
84034017,840,34017,Hudson,New Jersey,79682
84034019,840,34019,Hunterdon,New Jersey,8331
84034021,840,34021,Mercer,New Jersey,30849
84034023,840,34023,Middlesex,New Jersey,83332
84034025,840,34025,Monmouth,New Jersey,67982
84034027,840,34027,Morris,New Jersey,44885
84034029,840,34029,Ocean,New Jersey,68375
84080034,840,80034,Out of NJ,New Jersey,0
84034031,840,34031,Passaic,New Jersey,64455
84034033,840,34033,Salem,New Jersey,5242
84034035,840,34035,Somerset,New Jersey,26720
84034037,840,34037,Sussex,New Jersey,11528
84090034,840,90034,Unassigned,New Jersey,1055
84034039,840,34039,Union,New Jersey,64169
84034041,840,34041,Warren,New Jersey,8437
84035001,840,35001,Bernalillo,New Mexico,54726
84035003,840,35003,Catron,New Mexico,84
84035005,840,35005,Chaves,New Mexico,8741
84035006,840,35006,Cibola,New Mexico,2814
84035007,840,35007,Colfax,New Mexico,722
84035009,840,35009,Curry,New Mexico,5037
84035011,840,35011,De Baca,New Mexico,134
84035013,840,35013,Dona Ana,New Mexico,23848
84035015,840,35015,Eddy,New Mexico,6666
84035017,840,35017,Grant,New Mexico,1618
84035019,840,35019,Guadalupe,New Mexico,377
84035021,840,35021,Harding,New Mexico,9
84035023,840,35023,Hidalgo,New Mexico,353
84035025,840,35025,Lea,New Mexico,8199
84035027,840,35027,Lincoln,New Mexico,1590
84035028,840,35028,Los Alamos,New Mexico,501
84035029,840,35029,Luna,New Mexico,3232
84035031,840,35031,McKinley,New Mexico,12141
84035033,840,35033,Mora,New Mexico,168
84035035,840,35035,Otero,New Mexico,3618
84080035,840,80035,Out of NM,New Mexico,0
84035037,840,35037,Quay,New Mexico,428
