FIPS,POPUNI,PRED0_PE,PRED12_PE,PRED3_PE,3/31/21,BEDS,dem_pct
1093,29285,28.35,45.38,26.27,99,120.0,10.5960744549866
1095,96357,31.64,41.65,26.7,217,240.0,14.98676081200353
1097,409100,31.82,42.28,25.9,792,1847.0,43.38953069380446
1099,20678,24.93,37.16,37.91,39,94.0,41.76040494938133
1101,219377,30.11,42.03,27.86,552,948.0,65.08941990538537
1103,118554,31.19,44.1,24.71,263,402.0,24.634228062990957
1105,8349,23.18,39.93,36.89,27,0.0,73.80497131931166
1107,18216,22.59,42.06,35.35,57,56.0,41.60115846090194
1109,31132,29.06,45.8,25.14,74,97.0,40.71960118488549
1111,22498,32.52,36.99,30.49,41,15.0,20.32850419857894
1113,57670,32.79,41.18,26.03,36,70.0,52.64194289465047
1115,88245,32.95,44.42,22.62,232,40.0,17.425350464661012
1117,215942,42.66,40.06,17.28,232,252.0,28.941278816876903
1119,11680,22.14,38.97,38.89,32,33.0,73.88332538547131
1121,77874,27.11,42.05,30.84,167,285.0,36.83930123657572
1123,40221,26.52,41.44,32.04,144,127.0,27.911962269544087
1125,200924,34.92,40.83,24.25,434,787.0,41.88107172958346
1127,63156,29.52,40.11,30.38,274,267.0,15.508501764517163
1129,16259,34.84,33.05,32.11,38,25.0,25.4393871113114
1131,10335,23.68,33.99,42.33,26,30.0,68.57530069456209
1133,23573,30.36,35.57,34.07,71,59.0,8.631690889755406
2013,3337,10.67,49.75,39.59,2,0.0,34.56502009594192
2016,5632,19.3,62.43,18.27,0,0.0,52.64843557526484
2020,286703,35.19,48.35,16.46,165,758.0,65.10604241696679
4001,71232,10.44,36.74,52.82,413,45.0,22.075325069183823
4003,123596,26.19,49.31,24.5,280,184.0,13.088029295302384
4005,131295,27.47,48.06,24.46,324,308.0,20.33427957928449
4007,53615,19.41,45.81,34.78,219,69.0,10.77651652085894
4009,36046,23.85,51.44,24.7,76,49.0,8.967433588974103
4011,9466,23.87,54.83,21.3,10,0.0,10.691994572591588
4012,20895,13.11,49.98,36.91,77,25.0,9.993742737105569
4013,4440795,33.42,46.73,19.85,9673,8906.0,16.774686224299018
4015,208241,24.93,47.27,27.8,687,522.0,7.907861046356097
4017,109467,16.76,44.1,39.15,521,154.0,15.05656756878578
4019,1030970,30.06,47.17,22.76,2351,2221.0,19.53514976706886
4021,438153,27.86,50.83,21.31,852,249.0,13.534514760633026
4023,46301,22.9,46.83,30.27,173,56.0,22.393809231608373
4025,233003,24.75,49.94,25.31,489,340.0,11.54439642231237
4027,207535,22.59,48.97,28.44,822,369.0,15.364214402579623
5001,17384,33.0,39.75,27.24,36,74.0,7.223458359821996
5003,19555,28.72,40.9,30.38,33,33.0,6.70262427453949
5005,41877,26.62,43.11,30.26,100,268.0,5.516018470033798
5007,278162,37.14,43.51,19.34,406,403.0,8.808334445259858
5009,37328,37.15,36.03,26.82,79,174.0,4.475867710646255
5011,10710,22.5,41.92,35.57,32,35.0,8.305966064586755
5013,5014,23.83,42.12,34.04,3,0.0,5.488084326306141
5015,28274,26.66,47.56,25.78,44,47.0,8.52547257777401
5017,9493,19.04,41.88,39.08,39,25.0,13.77041189373629
5019,19674,28.33,38.7,32.97,40,25.0,10.238237045860632
5021,14480,25.13,49.23,25.64,50,25.0,4.640169785838317
5023,24839,26.44,46.72,26.84,72,25.0,3.919558359621452
5025,7956,31.56,46.63,21.81,25,0.0,4.520833333333334
5027,21610,25.64,45.34,29.03,55,70.0,8.165041782729805
5029,20766,28.24,43.43,28.33,32,35.0,7.527345998848589
5031,107689,33.11,43.18,23.71,174,615.0,7.738698034327854
5033,63132,28.31,44.34,27.35,115,103.0,5.146112656178656
5035,47304,28.67,42.0,29.32,95,163.0,13.00482678560518
5037,16365,24.65,47.58,27.77,49,25.0,6.381446269086719
5039,6715,25.7,43.99,30.31,15,25.0,9.088335220838053
5041,11361,22.23,40.37,37.4,24,50.0,12.103746397694524
5043,17565,27.16,43.44,29.4,39,49.0,8.779675738274465
5045,122137,37.35,43.95,18.7,157,257.0,8.427188211949732
5047,17706,25.79,39.0,35.2,39,25.0,4.558844157665872
5049,12470,15.53,38.85,45.62,47,25.0,5.054698183238914
5051,98872,26.03,47.92,26.04,255,584.0,7.944184257562388
5053,18202,35.29,38.94,25.77,32,0.0,3.865853658536585
5055,45082,34.38,41.77,23.85,75,129.0,4.748447204968944
5057,21481,27.04,45.64,27.31,19,79.0,7.805198598130842
5059,31642,24.69,43.05,32.26,70,100.0,6.136019749940273
5061,13202,28.77,41.75,29.48,24,20.0,6.930078609846918
5063,37286,22.94,48.86,28.2,120,199.0,4.833930540242558
5065,12794,20.67,46.1,33.23,41,25.0,4.39328743545611
5067,14680,25.93,38.65,35.42,38,133.0,6.703005303476724
5069,62033,25.29,42.62,32.09,163,498.0,14.886914699101675
5071,26006,25.28,43.79,30.93,37,80.0,6.009159823120657
5073,6570,16.36,38.05,45.59,9,0.0,7.829413960432998
5075,16024,25.86,46.14,28.0,43,25.0,4.609868533378863
5077,7185,21.48,40.64,37.88,34,0.0,12.49122191011236
5079,9616,23.46,42.31,34.22,48,0.0,6.658064516129032
5081,12259,22.37,45.88,31.76,40,25.0,5.920417230056017
5083,21267,24.83,44.24,30.93,22,41.0,4.693009118541033
5085,73245,35.87,45.18,18.95,116,4.0,5.4513730350270695
5087,16576,33.45,42.47,24.08,22,0.0,5.315603319276288
5089,16678,28.2,40.06,31.74,30,0.0,5.1012928162068505
5091,42334,33.9,41.7,24.4,36,0.0,6.420533607598767
5093,40155,25.74,46.64,27.62,106,193.0,9.23270134500081
5095,6679,21.47,37.39,41.14,17,0.0,10.182883522727272
5097,8967,23.66,41.14,35.2,32,0.0,4.718564420345985
5099,8239,19.23,42.18,38.6,24,0.0,8.010720667063728
5101,7753,24.15,47.25,28.61,26,0.0,4.433466733366683
5103,23313,29.82,38.78,31.41,60,100.0,10.372312805068024
5105,10443,34.43,38.4,27.17,10,0.0,5.467905770477631
5107,17717,25.0,35.3,39.7,37,155.0,14.510573534123678
5109,10628,30.81,45.56,23.64,22,32.0,3.791804050871408
5111,23441,23.95,47.83,28.22,76,0.0,4.733413109958782
5113,19943,21.0,49.79,29.21,70,65.0,3.669022379269729
5115,61211,31.61,42.26,26.13,106,170.0,5.906188605108055
5117,8046,26.58,44.06,29.36,20,0.0,4.6781115879828326
5119,387868,33.8,41.88,24.32,627,3301.0,14.996087222575255
5121,17829,27.07,40.75,32.18,47,50.0,4.459042865531416
5123,21027,24.3,39.93,35.77,41,118.0,12.675858187957232
5125,121852,37.49,42.52,19.99,165,167.0,7.048929932056391
5127,10281,26.0,40.68,33.32,14,24.0,3.4004505773021685
5129,7870,23.62,47.81,28.56,16,0.0,3.657626275192834
5131,126838,29.83,45.27,24.9,272,870.0,7.682965634280865
5133,16978,22.95,47.66,29.39,24,35.0,5.363321799307959
5135,17417,18.09,43.57,38.35,45,0.0,4.619349722442506
5137,12482,26.38,41.47,32.15,29,25.0,4.968002694509936
5139,38496,29.83,43.6,26.56,110,166.0,8.40609381586078
5141,16495,19.62,40.29,40.09,21,25.0,5.101191238631997
5143,232362,32.92,45.3,21.79,343,774.0,11.622430144484756
5145,76082,28.69,47.99,23.32,116,479.0,4.838918568884572
5147,6312,17.84,46.42,35.74,12,0.0,8.64297253634895
5149,21314,22.23,49.54,28.23,64,76.0,4.761904761904762
6001,1651538,32.17,50.57,17.26,1215,4284.0,80.20816289428234
6003,1129,12.84,57.75,29.41,0,0.0,64.23751686909581
6005,35620,24.15,50.54,25.31,45,52.0,36.553981348637016
6007,216365,29.61,48.61,21.77,193,536.0,49.40528677522387
6009,45621,25.29,52.39,22.32,51,48.0,36.98277131497571
6011,21421,23.95,50.48,25.57,16,48.0,40.68584348699912
6013,1150025,34.7,48.83,16.47,767,1731.0,71.62816781234302
6015,24980,25.53,50.83,23.63,6,49.0,40.83646206234175
6017,192285,34.3,47.03,18.67,108,224.0,44.43994869101834
6019,988669,23.49,50.0,26.5,1609,2089.0,52.8955899560722
6021,28163,26.8,54.29,18.91,25,47.0,35.36337080640878
6023,132753,27.03,49.99,22.98,36,283.0,65.02912423921096
6025,173325,19.17,49.83,31.01,715,268.0,61.11414623830253
6027,17882,21.62,49.47,28.91,38,62.0,48.86123998312948
6029,872675,23.88,48.78,27.35,1253,1743.0,43.68473461472951
6031,139108,23.45,51.81,24.74,241,174.0,42.6324069218668
6033,63990,23.16,49.55,27.29,43,62.0,51.85686519505761
6035,23121,26.82,50.04,23.15,24,38.0,23.35029615416701
6037,9949102,25.17,52.92,21.92,23144,26279.0,71.02780836068207
6039,150717,21.54,53.57,24.89,234,462.0,43.11769522816943
6041,253478,34.02,48.41,17.58,221,458.0,82.32561124302124
6043,17066,21.46,46.85,31.68,7,34.0,39.76653696498055
6045,86116,22.24,51.29,26.47,46,141.0,66.40978311029072
6047,272333,24.21,52.7,23.1,436,230.0,54.10142014709455
6049,8685,24.67,49.82,25.5,4,113.0,26.47939212525904
6051,14385,24.66,50.66,24.68,4,17.0,59.557732264767
6053,421328,22.6,55.69,21.72,341,793.0,69.51617527741683
6055,136367,30.53,50.46,19.01,78,362.0,69.04643104643104
6057,99421,26.37,52.74,20.89,74,176.0,56.15289575289575
6059,3154014,29.85,52.41,17.74,4744,8273.0,53.4788810029216
6061,397084,38.89,45.04,16.07,274,732.0,45.459920709193305
6063,18630,25.85,51.31,22.84,6,87.0,40.50621669626998
6065,2449184,28.55,52.14,19.3,4315,3761.0,52.98468845396307
6067,1539857,32.7,47.74,19.56,1603,3050.0,61.35627192249875
6069,62781,27.03,51.93,21.04,61,181.0,61.14464099895942
6071,2160610,27.2,52.31,20.49,4343,4703.0,54.1960220179996
6073,3298811,31.58,50.76,17.66,3555,7768.0,60.20998125635477
6075,871443,31.76,48.28,19.95,474,4708.0,85.25610242744385
6077,752585,26.98,51.72,21.3,1301,1229.0,55.85492838622908
6079,270379,30.19,49.45,20.36,256,456.0,55.29258549657513
6081,764562,33.91,50.15,15.94,547,2496.0,77.8878346350444
6083,430385,25.52,52.72,21.77,441,966.0,64.87154273506407
6085,1911462,34.17,50.46,15.38,1874,4506.0,72.6386761658366
6087,262577,29.22,52.24,18.54,201,416.0,78.87901572112098
6089,178899,30.01,47.49,22.5,207,732.0,32.28236306897665
6091,3005,14.48,55.04,30.48,0,39.0,37.80424650440186
6093,43157,24.98,46.78,28.24,16,61.0,40.86997273346967
6095,439199,33.31,48.64,18.05,232,672.0,63.94060531288099
6097,489836,31.14,50.95,17.92,311,1976.0,74.51559163228569
6099,548405,28.09,50.81,21.1,1000,1303.0,49.23890692892432
6101,96791,28.21,46.99,24.8,106,60.0,40.72554169402496
6103,64677,26.48,48.27,25.25,54,76.0,31.01527966308169
6105,12132,21.48,48.33,30.18,5,51.0,45.55040741332481
6107,464344,23.18,50.23,26.59,815,2086.0,45.00459543180039
6109,51520,22.06,52.7,25.24,62,84.0,39.39094975006577
6111,840957,30.96,50.02,19.01,981,1485.0,59.45438420150181
6113,211368,32.96,47.33,19.71,198,156.0,69.47807675704566
6115,78284,30.59,47.87,21.54,42,173.0,37.6896227681568
8001,515407,36.28,46.75,16.97,638,1343.0,56.68750528005406
8003,15487,29.28,43.67,27.05,29,44.0,48.14293032786885
8005,654450,41.46,42.53,16.01,683,875.0,60.998677834161
8007,14003,21.15,51.03,27.82,1,11.0,40.87926509186352
8009,3572,31.13,39.87,29.0,4,79.0,14.247191011235955
8011,3994,20.76,39.96,39.28,21,0.0,32.189973614775724
8013,317737,42.08,43.92,14.0,227,846.0,77.18607934559533
8014,70393,50.76,38.2,11.05,74,132.0,62.354177388917485
8015,19034,24.21,51.67,24.13,24,25.0,52.19419740486951
8017,1815,30.03,43.58,26.39,6,11.0,11.53169014084507
8019,9616,46.95,38.77,14.28,2,0.0,55.0397067806964
8021,8181,14.31,54.11,31.57,10,17.0,45.21117009000693
8023,3887,20.56,45.77,33.68,2,0.0,62.60744985673352
8025,3169,26.6,39.19,34.21,14,0.0,24.97142857142857
8027,4918,21.57,59.92,18.5,1,0.0,30.591471801925724
8029,30645,26.48,45.07,28.45,60,49.0,30.392359318533813
8031,717814,40.1,41.52,18.38,782,1881.0,79.55051557909651
8033,2055,36.69,44.23,19.08,0,0.0,23.53347135955832
8035,350839,54.59,36.57,8.84,229,666.0,45.18598475853285
8037,55073,35.08,49.05,15.87,22,58.0,63.78860672614962
8039,26694,44.44,41.34,14.22,12,0.0,23.652741926987307
8041,714172,40.58,45.28,14.13,758,1890.0,42.74530092305418
8043,40083,32.67,43.32,24.01,53,25.0,28.833587666784048
8045,59588,30.9,50.19,18.91,38,119.0,49.91910432306498
8047,6212,38.75,39.84,21.41,3,0.0,53.105590062111794
8049,15701,37.76,47.45,14.79,6,44.0,47.72036474164133
8051,16565,33.96,52.93,13.11,6,24.0,63.73547810545129
8053,820,24.63,46.1,29.27,0,0.0,40.348101265822784
8055,6882,19.14,49.33,31.53,16,20.0,47.11756695415343
8057,1391,20.49,54.92,24.59,0,0.0,19.97716894977169
8059,577345,44.56,40.16,15.27,733,764.0,57.87501523751981
8061,1406,37.06,40.26,22.69,3,42.0,10.852713178294572
8063,7097,32.38,45.17,22.45,11,19.0,17.101524153965382
8065,8026,32.66,49.4,17.94,0,25.0,58.14188336278717
8067,54556,34.03,47.22,18.76,37,94.0,57.610676535733305
8069,349827,43.47,41.84,14.69,227,573.0,56.21874136347832
8071,13779,25.8,44.96,29.24,11,25.0,43.92664238161035
8073,4745,23.69,53.72,22.59,4,50.0,17.729158807996985
8075,18709,36.45,44.64,18.92,65,25.0,21.059627800987464
8077,151308,33.9,46.76,19.34,209,460.0,34.7991128080068
8079,769,28.09,52.93,18.99,1,0.0,41.93121693121693
8081,13248,30.99,46.3,22.71,22,25.0,17.122117847993167
8083,26159,25.96,46.64,27.41,23,25.0,37.65161290322581
8085,42625,27.11,47.14,25.75,57,69.0,30.84423401011155
8087,28757,29.36,46.56,24.08,92,69.0,28.20139697322468
8089,17978,27.77,45.6,26.63,63,78.0,37.64619883040936
8091,4952,29.06,54.58,16.36,3,0.0,58.83084577114428
8093,18759,32.29,48.5,19.21,5,0.0,39.89097713774306
8095,4265,24.76,48.93,26.31,13,40.0,19.55734406438632
8097,17746,36.52,44.74,18.74,4,25.0,75.17772016392071
8099,11970,26.95,50.93,22.12,21,25.0,26.218306060061146
8101,165957,30.17,46.16,23.67,364,778.0,49.5713525328139
8103,6107,35.22,41.84,22.94,4,35.0,15.19913302628014
8105,11236,29.38,43.92,26.7,13,17.0,39.57176843774782
8107,25441,35.87,49.36,14.78,19,98.0,62.704432329936
8109,6806,25.86,41.27,32.87,4,0.0,55.591619946886986
8111,728,37.77,43.27,18.96,0,0.0,60.8540925266904
8113,8170,35.29,49.14,15.57,0,0.0,76.23858558383525
8115,2248,25.27,44.26,30.47,2,64.0,20.816044260027663
8117,30960,37.58,44.62,17.8,7,34.0,68.35326586936522
8119,25309,36.7,45.44,17.86,14,15.0,31.158864159631623
8121,4748,41.41,41.83,16.76,12,0.0,12.267287234042554
8123,319543,39.9,43.45,16.65,326,350.0,39.56304574364872
8125,9928,33.3,39.25,27.45,17,28.0,15.75988757277655
9001,932097,39.86,40.51,19.63,2111,2066.0,62.977882962599175
9003,878007,39.86,40.33,19.81,2345,2420.0,63.06372069008492
9005,180097,43.56,40.52,15.92,283,272.0,46.64509410101912
9007,159850,43.9,39.61,16.5,354,215.0,57.30760700820581
9009,836346,36.81,40.87,22.32,1999,3196.0,58.04781534177227
9011,260663,41.96,40.41,17.63,423,465.0,56.917423569525226
9013,137010,48.63,38.17,13.2,176,174.0,54.700547612557926
9015,113717,38.03,43.48,18.49,187,234.0,46.7853263725868
10001,177475,37.23,40.93,21.84,323,266.0,51.19448434357943
10003,545835,40.22,41.15,18.63,778,1735.0,67.80654514607156
10005,232793,27.09,45.92,26.99,458,604.0,43.81996412888861
12001,257036,35.49,43.61,20.9,259,1833.0,62.904266359989904
12003,27126,36.35,42.25,21.4,62,1163.0,14.488939469379044
12005,172800,33.92,44.38,21.7,374,737.0,27.53482972136223
12007,24248,26.96,43.15,29.89,54,25.0,23.18075117370892
12009,598624,33.31,45.64,21.05,808,1768.0,41.17622600924704
12011,1945390,29.13,48.13,22.74,2656,6543.0,64.6100126139221
12013,12645,29.47,40.7,29.83,42,25.0,18.52589641434263
12015,187410,23.11,47.68,29.21,392,823.0,36.33574007220216
12017,148865,23.98,44.08,31.94,429,332.0,29.066174577289505
12019,218707,39.2,44.84,15.96,329,416.0,30.80020899481532
12021,383327,23.31,50.32,26.37,498,1051.0,37.350470122896
12023,67063,26.13,47.61,26.26,162,346.0,26.977785848314262
12027,35211,19.97,46.11,33.92,87,49.0,33.644047713089506
12029,15127,24.0,47.29,28.71,22,0.0,16.713603526386677
12031,948277,35.88,43.8,20.32,1304,3859.0,51.24710847774036
12033,309608,32.94,44.38,22.68,664,1818.0,41.63184091282605
12035,114779,27.5,46.9,25.61,96,99.0,39.26738803056501
12037,10429,26.35,42.62,31.03,17,25.0,30.953423857497448
12039,43265,23.03,41.85,35.12,90,1253.0,67.97828465617373
12041,17577,20.87,44.89,34.24,38,0.0,17.552916881775943
12043,12345,14.99,47.28,37.73,19,0.0,26.670518005006738
12045,13362,23.55,46.34,30.11,42,19.0,24.317040303809872
12047,11800,22.48,39.95,37.57,23,0.0,33.67066895368782
12049,25691,19.8,49.39,30.81,38,25.0,27.083087802003536
12051,41832,19.78,45.92,34.29,77,25.0,38.09119010819165
12053,192899,29.57,45.6,24.82,443,620.0,34.44575016984631
12055,105776,21.01,46.29,32.7,321,323.0,32.466935020126506
12057,1458048,34.72,44.55,20.73,1614,5717.0,52.85585685536252
12059,18092,23.61,41.84,34.55,47,20.0,10.189677988531098
12061,159270,26.9,45.47,27.63,282,612.0,38.82072955561938
12063,40622,26.53,43.47,29.99,154,87.0,30.17975824077791
12065,13114,26.37,39.87,33.76,24,0.0,46.11288604898828
12067,7219,23.02,49.58,27.4,25,0.0,13.942044833242209
12069,364949,30.99,45.63,23.39,606,807.0,39.5170220619552
12071,765912,27.61,48.04,24.35,915,2180.0,40.03437429391799
12073,281240,36.31,43.91,19.79,305,1208.0,63.53503673379202
12075,41380,23.12,47.58,29.3,43,40.0,26.809246057463813
12077,6358,32.07,39.75,28.18,16,0.0,19.488907610221847
12079,16705,20.18,48.24,31.58,44,50.0,39.946695095948826
12081,401548,28.29,46.67,25.04,635,806.0,41.559195789046726
12083,358082,27.67,46.22,26.11,919,863.0,36.6275883665401
12085,158362,30.08,45.52,24.4,302,478.0,37.36908210603083
12086,2691583,23.32,48.39,28.29,5855,9776.0,53.41074120689894
12087,73755,26.22,48.32,25.46,48,127.0,45.55789210685211
12089,88426,31.99,44.63,23.39,122,54.0,26.46443692506504
12091,208789,37.5,43.79,18.71,351,673.0,29.42950684437112
12093,39467,23.36,49.97,26.67,85,100.0,27.516610254481638
12095,1371554,34.72,45.2,20.08,1186,4894.0,61.01516366158328
12097,373936,29.72,46.4,23.89,485,955.0,56.42499246097103
12099,1484379,28.51,46.26,25.23,2649,4903.0,56.078059077187326
12101,550758,32.7,44.8,22.5,692,1314.0,39.43206278769414
12103,968898,32.41,43.72,23.87,1554,4229.0,49.56987038046148
12105,714460,28.77,46.98,24.25,1254,1793.0,42.25679958981053
12107,73686,26.79,44.19,29.03,135,99.0,28.94179748714706
12109,262951,39.18,43.25,17.57,202,335.0,36.15064940947334
12111,326689,32.07,45.05,22.88,587,1047.0,48.86884398468946
12113,178869,36.56,44.51,18.93,278,385.0,25.8229836899596
12115,431171,25.66,49.53,24.81,787,1618.0,44.39064954264067
12117,470885,37.85,43.8,18.35,466,915.0,50.81302839177194
12119,124500,11.44,55.0,33.56,257,339.0,31.72514461804617
12121,42303,26.87,46.01,27.12,135,15.0,21.29933038894429
12123,19252,27.91,50.48,21.61,45,96.0,22.70168855534709
12125,10427,28.47,45.29,26.24,70,217.0,16.861489191353083
12127,543420,29.11,46.75,24.14,717,1970.0,42.47183994223244
12129,30512,38.35,40.08,21.57,55,0.0,29.075201043251468
12131,72312,27.42,49.94,22.64,83,108.0,23.65079728214866
12133,22923,27.64,46.48,25.88,50,59.0,19.039506773748684
13001,18086,24.02,40.73,35.25,68,49.0,5.332094473084762
13003,8153,25.51,40.75,33.74,17,0.0,6.537242472266244
13005,10955,24.12,49.62,26.26,36,25.0,3.347257926306769
13007,3038,18.73,36.31,44.96,9,0.0,10.482315112540192
13009,39694,28.29,42.88,28.83,123,140.0,12.51986192537395
13011,19234,32.37,42.29,25.34,34,0.0,2.6474264288149074
13013,83145,38.47,42.27,19.27,127,56.0,6.891300334906781
13015,107085,36.08,41.87,22.05,214,119.0,5.990052905859274
13017,16607,24.54,39.02,36.44,76,75.0,9.115853658536585
13019,19305,26.99,43.06,29.95,41,63.0,4.097249128244866
13021,147863,30.53,43.05,26.43,420,1196.0,15.34843648484506
13023,11593,26.03,45.36,28.6,50,25.0,5.743953732912723
13025,19086,34.39,46.95,18.67,34,0.0,2.256003098373354
13027,15412,23.36,49.44,27.2,47,25.0,9.82394366197183
13029,39627,41.67,41.05,17.28,36,0.0,7.894798500468604
13031,73388,33.07,45.45,21.48,109,150.0,9.343006249168994
13033,22257,27.84,46.95,25.21,57,40.0,12.188786971171846
13035,22164,28.02,44.45,27.53,78,25.0,6.953529861524084
13037,4548,18.43,49.41,32.17,14,25.0,14.357338195077483
13039,54527,35.15,42.98,21.87,32,40.0,8.408265788584938
13043,10794,21.97,39.33,38.71,64,25.0,7.159783344617468
13045,116302,36.39,42.89,20.72,227,326.0,7.452179021184419
13047,67385,37.56,40.91,21.53,66,179.0,5.317092627251251
13049,10961,22.87,39.12,38.01,30,0.0,6.039202803328953
13051,278031,33.75,42.65,23.6,417,1126.0,14.66309398890721
13053,10907,25.9,58.0,16.1,14,57.0,10.540455120101138
13055,23699,27.21,43.91,28.87,67,0.0,4.611940298507463
13057,257554,44.74,39.88,15.39,298,158.0,7.38693640820272
13059,118625,35.15,41.59,23.27,135,605.0,17.555958155572437
13061,2834,17.64,39.1,43.26,3,0.0,13.772663877266387
13063,288053,29.03,48.07,22.9,429,416.0,21.24635049490849
13065,6618,29.72,39.5,30.78,26,25.0,6.5206005586592175
13067,752942,43.36,40.78,15.86,988,1208.0,14.085603409304476
13069,40163,24.96,44.95,30.09,165,88.0,7.412580517943999
13071,45165,28.19,41.98,29.82,113,99.0,6.508425045078655
13073,156379,46.24,38.95,14.81,195,0.0,9.070601521488229
13075,17270,22.98,48.79,28.23,40,120.0,7.3169864960909745
13077,148072,41.47,42.15,16.38,192,186.0,7.8809619916926
13079,12380,25.29,47.44,27.27,17,0.0,6.616683054736153
13081,22084,27.14,41.63,31.23,73,73.0,9.28598084338848
13083,15209,28.18,42.22,29.6,11,13.0,4.240651062684961
13085,25999,34.12,46.02,19.86,39,0.0,3.864809402400348
13087,25597,23.19,43.27,33.55,67,80.0,10.277801668530143
13089,750698,37.37,42.01,20.62,937,2292.0,20.780992114432426
13091,19024,28.35,44.59,27.06,100,94.0,6.72552664188352
13093,11597,20.02,49.29,30.69,43,0.0,11.638246041412913
13095,84944,25.83,39.39,34.78,291,939.0,17.400385149103677
13097,145499,42.03,42.02,15.95,202,102.0,15.48873323009682
13099,10153,21.14,39.08,39.78,46,25.0,11.745710429920956
13101,4006,23.36,47.53,29.11,9,0.0,2.897293546148508
13103,63794,35.38,45.31,19.31,65,25.0,6.113398796325625
13105,19094,25.33,41.1,33.57,66,52.0,7.848108167048304
13107,21622,26.8,44.23,28.98,79,72.0,7.588674876328808
13109,10256,23.85,40.89,35.26,28,49.0,7.793736755356723
13111,26124,22.08,45.48,32.45,64,50.0,4.328282828282829
13113,114181,41.07,44.33,14.6,156,282.0,11.482019085188838
13115,95661,30.77,45.51,23.72,209,514.0,7.208029197080291
13117,243954,52.37,36.06,11.57,173,304.0,8.159583929469084
13119,22725,29.11,40.67,30.22,48,56.0,3.699489084997678
13121,1037719,41.35,40.43,18.22,1269,4792.0,18.161510619278427
13123,31369,24.91,50.1,24.99,81,50.0,4.435703479576399
13125,2971,36.08,38.91,25.01,18,0.0,2.474457215836526
13127,84684,29.53,44.33,26.13,167,300.0,9.455387766768292
13129,57511,32.19,45.17,22.64,108,69.0,4.560396121998918
13131,24520,25.77,42.63,31.6,57,60.0,8.450079387316709
13133,18254,24.21,44.38,31.4,58,49.0,9.086867609140214
13135,932893,39.76,42.3,17.94,1064,756.0,14.607843137254903
13137,43205,30.06,43.66,26.29,151,53.0,4.359583007047768
13139,202798,34.9,44.29,20.81,439,657.0,6.912884018426256
13141,7272,18.3,41.23,40.47,60,0.0,17.917166866746697
13143,29675,36.17,39.4,24.42,79,25.0,3.1443009545199323
13145,34973,34.35,41.96,23.69,53,0.0,6.824320944424992
13147,25734,26.96,43.14,29.9,50,82.0,6.201382886776146
13149,11867,31.45,40.79,27.77,18,0.0,3.821183453904656
13151,233822,41.87,41.6,16.53,297,215.0,14.924801616398623
13153,157235,38.65,42.81,18.54,242,276.0,10.76941582133836
13155,8402,27.24,43.97,28.79,28,34.0,6.046065259117082
13157,72609,38.27,41.18,20.55,142,90.0,5.071675073002389
13159,14178,35.67,42.6,21.73,38,17.0,5.759419152276295
13161,15071,24.5,47.47,28.03,46,35.0,4.453300987697107
13163,15030,23.91,38.11,37.98,63,37.0,13.28513478147082
13165,7579,17.84,39.95,42.21,42,25.0,9.160636758321274
13167,8087,26.51,41.02,32.47,48,0.0,7.451219512195122
13169,28587,38.95,36.41,24.64,56,0.0,8.165174395296004
13171,18067,34.71,42.2,23.09,54,0.0,7.232547848213298
13173,10216,30.66,44.74,24.6,13,25.0,7.123881431767337
13175,47050,24.82,43.8,31.38,164,368.0,8.879625148488715
13177,29213,40.16,41.06,18.79,56,0.0,6.8176379083403145
13179,61187,33.92,47.53,18.55,60,64.0,15.310439945766516
13181,7863,29.81,40.24,29.95,26,0.0,7.71505376344086
13183,19332,26.09,52.59,21.32,11,0.0,8.98603253182461
13185,112875,30.89,43.85,25.27,196,375.0,10.849422931722575
13187,30704,33.03,43.68,23.29,67,52.0,5.031871740390188
13189,21082,26.97,41.43,31.6,44,47.0,9.966523194643711
13191,14307,26.35,45.75,27.9,16,0.0,9.752090800477898
13193,11241,23.75,45.18,31.06,27,49.0,15.32067782067782
13195,29790,30.25,43.43,26.32,54,0.0,5.70897770636674
13197,8336,23.68,40.83,35.48,19,0.0,9.043874172185433
13199,21039,22.13,42.58,35.29,77,25.0,9.853360301553735
13201,5704,22.12,38.03,39.85,12,25.0,6.604938271604937
13205,19949,19.87,41.05,39.08,79,23.0,11.143032466807988
13207,26754,36.14,42.97,20.89,98,25.0,7.029245767060031
13209,8368,28.23,43.76,28.01,21,0.0,6.171205244578921
13211,19206,29.64,50.26,20.1,28,50.0,7.164516955667549
13213,39948,32.09,47.01,20.9,78,42.0,3.739684190005849
13215,192597,32.77,42.21,25.02,416,1230.0,15.373465105595768
13217,110564,37.55,42.46,19.99,223,101.0,13.732738435443132
13219,40226,48.25,40.87,10.87,69,0.0,8.107517482517483
13221,15162,32.6,43.06,24.34,28,0.0,7.489853646537941
13223,168326,43.14,43.42,13.45,201,83.0,8.697077941090356
13225,26354,31.33,40.77,27.9,52,25.0,11.797528895974493
13227,32496,32.98,44.58,22.44,74,52.0,4.101425566721197
13229,19412,34.31,39.09,26.6,55,0.0,3.0393457117595046
13231,18750,37.43,45.96,16.61,36,0.0,3.509794776119403
13233,42479,32.4,42.27,25.33,88,25.0,5.256049198229784
13235,10019,20.92,46.93,32.15,43,49.0,7.495688593249569
13237,22047,23.84,46.93,29.23,54,25.0,7.271193589202868
13239,2299,15.35,45.98,38.67,2,0.0,11.234177215189874
