FIPS,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,EP_UNINSUR,E_TOTPOP,AREA_SQMI
20193,11.1,1.9,27127.0,4.9,15.9,22.6,14.5,5.4,9.4,0.6,0.7,10.9,0.5,2.3,4.7,0.2551,0.0433,0.4347,0.0334,0.7665,0.1287,0.2811,0.5304,0.4075,0.1162,1.3352,0.1063,0.3266,0.4187,0.7453,0.362,0.1188,0.4963,0.043,0.0443,0.7972,1.4996,0.0952,4.3466,0.0704,6.8,7824,1074.6860088
20195,7.6,1.6,33555.0,6.7,24.2,18.9,12.9,10.1,5.6,0.0,3.8,3.3,0.0,0.6,3.0,0.0672,0.0331,0.1264,0.1051,0.3318,0.0226,0.8956,0.1289,0.2483,0.7771,2.0499,0.5304,0.1585,0.0,0.1585,0.0519,0.6017,0.1391,0.0,0.0051,0.6686,1.4145,0.0796,3.9547,0.0389,9.8,2858,889.4737384
20197,5.7,3.1,28104.0,4.8,18.8,24.2,15.9,5.4,7.5,0.2,0.8,4.5,2.0,2.2,1.4,0.0245,0.1369,0.3637,0.0302,0.5553,0.0701,0.5718,0.7529,0.547,0.1162,1.9879,0.4734,0.2566,0.1477,0.4043,0.177,0.1369,0.205,0.518,0.0385,0.3018,1.2002,0.0427,4.1477,0.0532,6.1,6888,794.3357006
20199,11.7,2.5,28938.0,6.6,21.7,25.1,17.8,3.2,7.7,1.8,1.6,6.8,0.0,1.9,1.4,0.2943,0.0777,0.3092,0.1,0.7812,0.1341,0.8055,0.8329,0.6896,0.0207,2.3487,0.7635,0.2633,0.7326,0.9959,0.5097,0.298,0.3241,0.0,0.0283,0.3018,0.9522,0.0169,5.078,0.143,7.7,1575,913.6518051
20201,13.0,2.9,27718.0,9.3,24.2,22.8,13.9,4.3,5.9,0.9,1.8,4.6,0.9,3.0,2.7,0.3771,0.1124,0.3939,0.2913,1.1747,0.2564,0.8956,0.5578,0.3419,0.0478,1.8431,0.3649,0.1802,0.5492,0.7294,0.3537,0.3391,0.2101,0.1223,0.092,0.625,1.3885,0.0735,5.1357,0.1481,4.7,5525,894.7597787
21003,19.1,5.5,21262.0,19.0,17.0,24.1,21.0,9.6,4.8,0.7,0.8,21.7,2.3,5.8,1.1,0.7494,0.5006,0.8455,0.8112,2.9067,0.7841,0.3897,0.7405,0.8634,0.7198,2.7134,0.928,0.1098,0.4642,0.574,0.2716,0.1369,0.8208,0.6049,0.5142,0.185,2.2618,0.3674,8.4559,0.6796,7.7,20794,344.3404741
21005,13.9,7.7,26339.0,11.3,15.0,24.2,17.1,8.4,5.9,0.3,1.6,7.2,1.7,4.0,0.5,0.4344,0.8051,0.4936,0.4397,2.1728,0.565,0.2114,0.7529,0.6422,0.5412,2.1477,0.6138,0.1802,0.227,0.4072,0.1789,0.298,0.3432,0.4056,0.2114,0.0436,1.3018,0.0564,6.0295,0.2637,4.0,22214,202.1213669
21007,17.0,5.5,25571.0,14.8,20.0,22.0,16.7,8.5,7.2,0.0,1.1,17.2,1.2,7.8,1.5,0.6494,0.5006,0.5516,0.6472,2.3488,0.621,0.6851,0.4502,0.6074,0.5597,2.3024,0.7326,0.2426,0.0,0.2426,0.0917,0.1958,0.71,0.2203,0.7685,0.3457,2.2403,0.3556,7.1341,0.4459,9.5,8090,246.8687748
21009,23.9,7.2,20832.0,17.1,17.0,23.9,20.6,9.4,9.5,0.3,2.3,11.9,2.5,5.8,1.7,0.8955,0.7583,0.8672,0.7459,3.2669,0.8764,0.3897,0.7122,0.8504,0.6972,2.6495,0.9067,0.3308,0.227,0.5578,0.2642,0.4171,0.5425,0.6622,0.5142,0.4126,2.5486,0.5164,9.0228,0.7761,7.9,43680,487.5838659
21017,17.7,6.4,27477.0,15.0,18.2,22.7,16.0,9.5,15.0,2.6,1.6,6.4,1.6,5.9,1.3,0.6914,0.6545,0.408,0.6574,2.4113,0.6414,0.5113,0.545,0.5517,0.7112,2.3192,0.7437,0.4699,0.8192,1.2891,0.6832,0.298,0.3028,0.3703,0.5294,0.2582,1.7587,0.1738,7.7783,0.5561,7.8,20144,289.7461343
21023,19.1,5.5,23480.0,15.1,15.7,24.8,13.0,5.9,3.9,0.2,3.0,22.7,1.8,6.9,0.4,0.7494,0.5006,0.7019,0.6616,2.6135,0.7003,0.2665,0.8106,0.2576,0.1573,1.492,0.1627,0.0611,0.1477,0.2088,0.0764,0.5081,0.8415,0.4457,0.6702,0.0341,2.4996,0.4884,6.8139,0.3866,5.4,8306,202.7164891
21029,10.6,4.8,27423.0,12.0,14.8,22.5,15.8,8.6,5.4,0.3,2.4,8.5,1.7,2.6,0.4,0.2239,0.3838,0.4121,0.4925,1.5123,0.3548,0.1974,0.5151,0.5365,0.5775,1.8265,0.3521,0.1506,0.227,0.3776,0.1608,0.4317,0.4015,0.4056,0.063,0.0341,1.3359,0.064,5.0523,0.1385,4.0,79466,297.0308871
21039,18.6,5.9,24943.0,18.6,20.5,21.8,14.5,6.1,6.1,0.2,0.5,22.1,1.2,5.3,1.2,0.7322,0.5669,0.5914,0.7966,2.6871,0.7201,0.7249,0.418,0.4075,0.1812,1.7316,0.2843,0.1904,0.1477,0.3381,0.1385,0.0844,0.8306,0.2203,0.4225,0.2184,1.7762,0.178,6.533,0.3395,4.7,4841,189.4398841
21049,15.6,6.0,27416.0,14.6,17.2,22.5,18.4,10.4,9.8,1.0,4.5,9.0,2.2,6.3,1.2,0.5538,0.5854,0.4131,0.6383,2.1906,0.571,0.4091,0.5151,0.7358,0.8077,2.4677,0.8316,0.3391,0.5791,0.9182,0.4626,0.6654,0.425,0.5801,0.5906,0.2184,2.4795,0.4772,8.056,0.6061,5.7,35872,252.485923
21055,16.4,4.0,24011.0,17.0,20.0,21.8,21.0,6.4,3.8,0.6,0.6,16.6,1.2,8.4,2.4,0.6111,0.2455,0.6589,0.7424,2.2579,0.5889,0.6851,0.418,0.8634,0.2216,2.1881,0.645,0.0554,0.4187,0.4741,0.219,0.1035,0.696,0.2203,0.8201,0.5769,2.4168,0.4419,7.3369,0.4844,10.3,9083,359.9630575
21059,16.1,5.4,27462.0,10.0,16.4,24.4,15.7,10.5,11.6,0.9,5.2,4.9,2.4,6.6,3.2,0.5889,0.4876,0.4096,0.3477,1.8338,0.4573,0.3298,0.774,0.5221,0.8185,2.4444,0.8201,0.3887,0.5492,0.9379,0.4769,0.7138,0.2248,0.6313,0.6323,0.6915,2.8937,0.7071,8.1098,0.6169,4.5,99937,458.3910315
21073,12.3,5.7,28801.0,11.0,16.8,21.0,17.0,9.1,18.3,1.3,8.1,5.1,2.0,6.6,3.5,0.3309,0.5344,0.3232,0.4231,1.6116,0.3898,0.3664,0.3216,0.6358,0.653,1.9768,0.4667,0.5374,0.6558,1.1932,0.6215,0.8351,0.2346,0.518,0.6323,0.7195,2.9395,0.7332,7.7211,0.5468,8.1,50296,207.8408877
21079,16.7,6.0,25751.0,20.1,17.4,22.2,19.6,9.6,5.8,0.2,0.1,10.9,2.9,4.7,0.8,0.6338,0.5854,0.5392,0.851,2.6094,0.699,0.432,0.4756,0.8093,0.7198,2.4367,0.8169,0.1748,0.1477,0.3225,0.1293,0.0271,0.4963,0.7434,0.32,0.0936,1.6804,0.148,7.049,0.4299,7.5,17328,230.0984942
21083,17.7,7.7,23189.0,14.7,17.9,24.3,17.4,7.5,13.2,2.2,1.4,16.8,1.9,8.2,1.7,0.6914,0.8051,0.7201,0.6422,2.8588,0.7678,0.4817,0.766,0.6625,0.3792,2.2894,0.7246,0.4295,0.7848,1.2143,0.6358,0.2579,0.6995,0.4817,0.8026,0.4126,2.6543,0.5801,9.0168,0.7752,6.9,37294,551.7563708
21089,15.9,8.2,26712.0,11.6,20.1,21.5,20.6,7.6,3.7,0.0,2.0,14.9,1.2,4.4,1.1,0.5739,0.8468,0.4662,0.4629,2.3498,0.6217,0.695,0.3747,0.8504,0.3961,2.3162,0.7399,0.0497,0.0,0.0497,0.0153,0.3725,0.6479,0.2203,0.2697,0.185,1.6954,0.1544,6.4111,0.3217,5.7,35765,344.4621615
21091,12.8,5.8,23523.0,15.1,16.6,25.7,17.3,7.9,4.4,0.8,1.4,21.0,0.6,4.1,1.3,0.3643,0.5481,0.699,0.6616,2.273,0.5946,0.3451,0.8714,0.6558,0.4518,2.3241,0.7466,0.0856,0.5113,0.5969,0.2811,0.2579,0.8052,0.0567,0.2248,0.2582,1.6028,0.127,6.7968,0.3822,4.1,8719,187.6734084
21093,13.9,5.9,27666.0,9.5,13.2,24.7,17.6,10.0,23.9,0.5,6.4,9.8,1.9,5.7,2.5,0.4344,0.5669,0.3968,0.3069,1.705,0.4185,0.1121,0.8017,0.6746,0.7679,2.3563,0.7685,0.6208,0.3582,0.979,0.4995,0.7724,0.454,0.4817,0.5002,0.5944,2.8027,0.6625,7.843,0.5672,5.1,108095,623.38862
21097,17.2,5.1,23851.0,16.6,17.6,22.9,17.1,7.6,6.5,0.1,1.9,16.6,1.7,6.8,2.0,0.6643,0.4303,0.6742,0.7275,2.4963,0.6631,0.4527,0.5715,0.6422,0.3961,2.0625,0.5428,0.2114,0.0707,0.2821,0.1102,0.3582,0.696,0.4056,0.6565,0.4995,2.6158,0.5575,7.4567,0.5057,7.7,18668,306.411748
21101,18.6,4.7,25376.0,13.2,16.8,23.0,21.2,11.3,13.6,0.3,6.6,7.8,1.5,8.7,3.2,0.7322,0.3634,0.564,0.561,2.2206,0.5796,0.3664,0.5915,0.872,0.8809,2.7108,0.9265,0.4394,0.227,0.6664,0.3158,0.7822,0.3703,0.3359,0.8392,0.6915,3.0191,0.7714,8.6169,0.7089,4.9,46137,436.4920882
21103,19.2,5.3,24519.0,15.8,16.4,23.6,19.0,11.3,8.4,0.2,0.9,16.2,3.1,4.6,0.5,0.7545,0.4691,0.6217,0.6928,2.5381,0.679,0.3298,0.6711,0.7762,0.8809,2.658,0.9093,0.2919,0.1477,0.4396,0.1987,0.1512,0.6845,0.7803,0.3012,0.0436,1.9608,0.2391,7.5965,0.5274,8.4,15814,286.2947338
21107,17.9,5.7,24190.0,13.5,17.4,23.1,18.0,9.5,11.4,0.1,2.2,13.2,1.2,6.7,2.2,0.6997,0.5344,0.6443,0.5772,2.4556,0.6535,0.432,0.6049,0.7055,0.7112,2.4536,0.8255,0.384,0.0707,0.4547,0.2085,0.4037,0.5928,0.2203,0.6425,0.5409,2.4002,0.433,7.7641,0.5541,7.8,45664,542.0655871
21117,12.6,4.8,31811.0,10.3,13.6,24.1,14.1,9.2,11.3,0.9,10.2,2.4,1.4,8.0,1.5,0.3497,0.3838,0.1803,0.3709,1.2847,0.2879,0.1334,0.7405,0.3629,0.6702,1.907,0.4126,0.3811,0.5492,0.9303,0.4731,0.8812,0.0926,0.2964,0.7867,0.3457,2.4026,0.4343,6.5246,0.3379,5.9,164688,160.2809429
21123,15.5,5.8,21939.0,17.6,17.3,22.4,20.5,10.2,8.4,0.6,0.6,14.7,1.1,4.3,2.0,0.5471,0.5481,0.8041,0.7622,2.6615,0.7131,0.419,0.504,0.8462,0.7905,2.5597,0.873,0.2919,0.4187,0.7106,0.3391,0.1035,0.6396,0.1888,0.2563,0.4995,1.6877,0.1515,7.6195,0.5318,5.9,14156,261.5526813
21125,23.7,8.1,21039.0,18.9,15.7,23.2,18.9,9.5,4.2,0.1,2.1,26.4,2.5,6.9,1.5,0.8911,0.842,0.8557,0.8064,3.3952,0.9067,0.2665,0.6176,0.7714,0.7112,2.3667,0.7752,0.0745,0.0707,0.1452,0.043,0.39,0.8968,0.6622,0.6702,0.3457,2.9649,0.7447,8.872,0.7522,6.0,60180,433.9871828
21141,17.3,5.6,23177.0,15.7,17.8,23.9,15.2,8.8,11.4,0.5,1.3,11.3,1.1,8.1,1.3,0.6707,0.5172,0.7217,0.6883,2.5979,0.6955,0.4715,0.7122,0.4715,0.6065,2.2617,0.7042,0.384,0.3582,0.7422,0.3598,0.2416,0.5145,0.1888,0.7956,0.2582,1.9987,0.2534,7.6005,0.5287,6.9,26849,552.2123472
21145,15.8,4.2,31850.0,10.2,19.0,22.1,15.7,8.8,16.6,0.4,5.2,9.5,1.2,7.3,2.0,0.5675,0.2745,0.1787,0.3626,1.3833,0.3178,0.5928,0.4642,0.5221,0.6065,2.1856,0.6422,0.5084,0.297,0.8054,0.3941,0.7138,0.4425,0.2203,0.7224,0.4995,2.5985,0.5473,6.9728,0.4153,5.9,65284,248.7440718
21149,16.9,7.0,24557.0,12.8,18.9,24.5,17.8,7.9,3.7,0.0,1.3,19.6,1.7,4.8,1.0,0.6443,0.7347,0.6172,0.539,2.5352,0.6768,0.5817,0.7854,0.6896,0.4518,2.5085,0.85,0.0497,0.0,0.0497,0.0153,0.2416,0.7733,0.4056,0.3381,0.1525,1.9111,0.2251,7.0045,0.4217,6.4,9331,252.5254745
21151,19.0,6.6,24553.0,13.0,13.1,21.0,16.6,8.0,10.4,0.4,7.7,8.2,1.0,5.3,7.2,0.7452,0.6831,0.6178,0.5495,2.5956,0.6946,0.1079,0.3216,0.5969,0.4712,1.4976,0.1649,0.3553,0.297,0.6523,0.3069,0.8195,0.3916,0.155,0.4225,0.8797,2.6683,0.5899,7.4138,0.4968,5.4,89700,437.3491845
21157,11.4,5.5,27994.0,12.2,21.4,20.5,18.8,6.2,3.5,0.0,1.7,16.7,2.1,4.8,1.9,0.2704,0.5006,0.3742,0.5056,1.6508,0.4013,0.7889,0.2642,0.7638,0.1936,2.0105,0.4935,0.0414,0.0,0.0414,0.014,0.32,0.6979,0.5498,0.3381,0.4728,2.3786,0.4263,6.0813,0.2723,4.6,31166,301.2663566
21161,18.1,5.4,25658.0,14.4,17.4,22.7,18.7,7.9,10.9,0.9,7.4,10.2,1.5,9.8,1.7,0.7083,0.4876,0.5433,0.624,2.3632,0.6261,0.432,0.545,0.7574,0.4518,2.1862,0.6425,0.3703,0.5492,0.9195,0.4645,0.8074,0.4702,0.3359,0.8984,0.4126,2.9245,0.7237,8.3934,0.6682,7.8,17153,240.1261265
21163,11.7,7.1,28078.0,11.8,13.5,23.4,18.3,6.1,10.6,0.1,3.3,18.3,3.4,3.6,0.9,0.2943,0.7481,0.3656,0.4756,1.8836,0.4752,0.128,0.6406,0.7281,0.1812,1.6779,0.2566,0.3613,0.0707,0.432,0.1936,0.545,0.7396,0.8198,0.1573,0.1165,2.3782,0.426,6.3717,0.3178,5.6,28326,305.4243921
21179,10.9,5.7,31387.0,10.8,14.6,24.2,18.5,8.9,9.6,0.2,1.5,8.1,2.3,6.0,1.2,0.2427,0.5344,0.1981,0.4088,1.384,0.3185,0.185,0.7529,0.7434,0.6234,2.3047,0.7338,0.3337,0.1477,0.4814,0.2229,0.2798,0.3865,0.6049,0.5441,0.2184,2.0337,0.2697,6.2038,0.2895,5.0,45388,417.5133132
21185,5.5,3.1,40779.0,6.1,12.3,25.6,8.7,7.3,11.6,0.4,2.4,2.5,1.4,2.0,5.9,0.0197,0.1369,0.0344,0.0755,0.2665,0.0134,0.0732,0.8653,0.0261,0.3435,1.3081,0.0968,0.3887,0.297,0.6857,0.3279,0.4317,0.0971,0.2964,0.0322,0.8456,1.703,0.1563,3.9633,0.0395,3.0,65374,187.2391989
21191,17.6,3.9,22620.0,17.2,15.3,23.1,18.5,8.8,3.7,0.2,1.8,22.8,1.7,3.6,1.7,0.686,0.2334,0.7576,0.7491,2.4261,0.6455,0.2359,0.6049,0.7434,0.6065,2.1907,0.6476,0.0497,0.1477,0.1974,0.07,0.3391,0.8434,0.4056,0.1573,0.4126,2.158,0.3177,6.9722,0.415,5.3,14520,277.1580759
21199,23.6,8.4,22342.0,18.1,18.3,22.3,19.5,9.5,5.9,0.3,2.5,20.3,1.1,8.0,1.5,0.8882,0.8611,0.7809,0.7791,3.3093,0.8863,0.5215,0.4906,0.802,0.7112,2.5253,0.8586,0.1802,0.227,0.4072,0.1789,0.4448,0.7886,0.1888,0.7867,0.3457,2.5546,0.5189,8.7964,0.742,5.9,64145,658.410173
21209,12.0,4.0,31505.0,9.6,11.5,25.5,12.7,9.6,13.0,1.1,5.0,7.0,2.4,4.5,2.5,0.3127,0.2455,0.1927,0.3114,1.0623,0.2229,0.0481,0.8586,0.2356,0.7198,1.8621,0.3789,0.4241,0.6087,1.0328,0.5279,0.6991,0.3343,0.6313,0.2846,0.5944,2.5437,0.5138,6.5009,0.3331,6.2,53517,281.7649523
21211,12.6,4.7,30932.0,14.7,14.9,23.8,14.9,7.8,19.9,2.6,2.3,4.4,3.3,3.6,3.4,0.3497,0.3634,0.214,0.6422,1.5693,0.3729,0.205,0.695,0.4448,0.433,1.7778,0.3149,0.5619,0.8192,1.3811,0.7408,0.4171,0.1977,0.809,0.1573,0.7103,2.2914,0.384,7.0196,0.4261,8.9,46786,379.7597735
21213,15.5,3.2,23991.0,14.1,16.1,24.6,12.4,8.1,14.7,1.0,1.7,8.0,0.7,3.0,2.1,0.5471,0.1484,0.6605,0.6078,1.9638,0.4981,0.2983,0.7927,0.212,0.49,1.793,0.3254,0.4645,0.5791,1.0436,0.5349,0.32,0.3824,0.078,0.092,0.5244,1.3968,0.0758,6.1972,0.2879,7.0,18063,234.2052917
21215,8.4,4.9,33568.0,10.2,12.9,22.7,13.9,8.3,5.6,0.3,1.6,8.3,1.3,1.5,0.7,0.0997,0.3981,0.1261,0.3626,0.9865,0.2006,0.099,0.545,0.3419,0.5234,1.5093,0.1716,0.1585,0.227,0.3855,0.1665,0.298,0.3964,0.2604,0.0185,0.0729,1.0462,0.0267,3.9275,0.0369,3.7,18246,186.7216986
21227,17.4,5.1,27322.0,12.3,12.4,22.7,15.0,10.5,21.1,2.9,7.4,6.8,3.0,6.0,5.7,0.6745,0.4303,0.4191,0.5113,2.0352,0.5232,0.078,0.545,0.4543,0.8185,1.8958,0.4027,0.5788,0.8386,1.4174,0.7606,0.8074,0.3241,0.7622,0.5441,0.837,3.2748,0.8806,8.6232,0.7096,6.0,126427,541.7234335
21229,16.6,4.9,24570.0,16.7,17.5,23.5,18.1,6.1,12.5,0.8,0.5,14.5,1.8,4.8,3.6,0.6258,0.3981,0.6169,0.7313,2.3721,0.6283,0.4422,0.6581,0.7125,0.1812,1.994,0.4785,0.4136,0.5113,0.9249,0.4693,0.0844,0.6355,0.4457,0.3381,0.7262,2.2299,0.3486,7.5209,0.5127,7.8,12019,296.9736896
21239,14.2,3.2,31259.0,10.9,17.2,22.5,13.5,9.0,13.8,1.8,2.9,1.8,1.0,4.9,1.3,0.4583,0.1484,0.2032,0.4164,1.2263,0.2723,0.4091,0.5151,0.3018,0.6399,1.8659,0.382,0.4441,0.7326,1.1767,0.6135,0.4947,0.0684,0.155,0.3572,0.2582,1.3335,0.0637,5.6024,0.2041,7.0,26097,190.1110603
22015,16.4,5.8,27924.0,10.7,13.4,25.1,12.2,10.6,32.9,0.8,6.1,13.6,2.1,4.5,2.6,0.6111,0.5481,0.3777,0.3996,1.9365,0.4882,0.1238,0.8329,0.198,0.83,1.9847,0.4718,0.723,0.5113,1.2343,0.6488,0.7584,0.6065,0.5498,0.2846,0.6059,2.8052,0.6635,7.9607,0.5876,8.6,126131,840.3045866
22019,16.9,5.7,27368.0,13.5,14.3,24.9,15.7,11.3,32.1,0.7,5.2,16.0,2.4,6.2,1.8,0.6443,0.5344,0.4162,0.5772,2.1721,0.5643,0.1687,0.8188,0.5221,0.8809,2.3905,0.7905,0.7131,0.4642,1.1773,0.6138,0.7138,0.6778,0.6313,0.5788,0.4448,3.0465,0.7829,8.7864,0.7392,10.9,200182,1064.2941252
22055,16.5,4.8,30988.0,12.5,12.3,23.8,11.9,10.4,34.1,1.8,10.6,10.6,2.3,6.9,2.1,0.6194,0.3838,0.2115,0.5224,1.7371,0.4283,0.0732,0.695,0.1767,0.8077,1.7526,0.2989,0.7335,0.7326,1.4661,0.7911,0.8876,0.4858,0.6049,0.6702,0.5244,3.1729,0.8376,8.1287,0.6217,10.8,240091,268.7425751
22063,11.9,4.7,28995.0,14.4,12.5,26.1,12.8,10.5,11.9,0.7,3.3,24.8,2.7,4.9,0.7,0.3061,0.3634,0.3064,0.624,1.5999,0.386,0.0831,0.8911,0.241,0.8185,2.0337,0.511,0.3983,0.4642,0.8625,0.4295,0.545,0.8758,0.7065,0.3572,0.0729,2.5574,0.5215,7.0535,0.4309,10.2,138111,648.1691642
22093,16.7,6.5,25830.0,14.7,16.0,22.9,14.8,9.9,52.0,0.1,0.4,18.3,3.5,9.7,1.0,0.6338,0.6697,0.5328,0.6422,2.4785,0.6589,0.2891,0.5715,0.4352,0.7584,2.0542,0.5355,0.8873,0.0707,0.958,0.4893,0.0691,0.7396,0.8348,0.894,0.1525,2.69,0.6027,8.1807,0.6299,10.9,21357,241.5431807
22101,19.0,9.0,22364.0,18.7,15.7,24.3,17.1,9.3,43.9,2.2,3.2,19.2,2.2,7.9,1.7,0.7452,0.8949,0.778,0.8001,3.2182,0.8659,0.2665,0.766,0.6422,0.6832,2.3579,0.7692,0.8415,0.7848,1.6263,0.8672,0.5333,0.7612,0.5801,0.7794,0.4126,3.0666,0.7908,10.269,0.9162,10.2,51734,555.5813536
22103,11.0,5.8,34201.0,9.8,15.9,24.3,13.9,8.9,21.1,1.7,6.3,7.9,1.6,3.6,0.9,0.2497,0.5481,0.107,0.3308,1.2356,0.2748,0.2811,0.766,0.3419,0.6234,2.0124,0.4951,0.5788,0.717,1.2958,0.6893,0.7673,0.376,0.3703,0.1573,0.1165,1.7874,0.1818,6.3312,0.3105,8.7,252093,846.2272075
22105,22.0,8.6,24004.0,16.7,13.6,24.7,20.0,11.2,36.7,0.9,1.5,20.7,2.1,6.7,2.8,0.8503,0.8729,0.6596,0.7313,3.1141,0.8363,0.1334,0.8017,0.8249,0.8752,2.6352,0.9026,0.767,0.5492,1.3162,0.7001,0.2798,0.7978,0.5498,0.6425,0.6428,2.9127,0.717,9.9782,0.8885,11.2,130504,791.3114548
22109,21.6,6.6,24921.0,21.5,13.5,25.6,16.6,10.4,33.1,1.7,6.1,15.6,2.7,9.0,1.2,0.8395,0.6831,0.5924,0.8889,3.0039,0.8041,0.128,0.8653,0.5969,0.8077,2.3979,0.7956,0.7243,0.717,1.4413,0.7749,0.7584,0.6663,0.7065,0.8571,0.2184,3.2067,0.8507,10.0498,0.8952,12.5,112587,1229.8262812
22113,17.6,8.0,24546.0,21.6,14.7,25.9,16.8,8.7,21.7,1.8,1.6,20.9,3.8,6.7,0.9,0.686,0.8341,0.6185,0.8924,3.031,0.8115,0.1917,0.8819,0.6164,0.5938,2.2838,0.7202,0.5874,0.7326,1.32,0.702,0.298,0.8023,0.865,0.6425,0.1165,2.7243,0.6224,9.3591,0.8201,10.1,59867,1173.2114148
22115,17.2,9.0,23763.0,12.8,11.2,25.3,17.2,8.8,30.0,0.6,1.8,20.9,1.3,6.3,4.4,0.6643,0.8949,0.6806,0.539,2.7788,0.7468,0.0408,0.8469,0.6488,0.6065,2.143,0.6081,0.6921,0.4187,1.1108,0.5769,0.3391,0.8023,0.2604,0.5906,0.7813,2.7737,0.6476,8.8063,0.7433,9.2,51007,1327.9169746
23001,13.2,4.6,27231.0,9.7,16.8,21.9,16.4,10.0,9.2,0.9,7.7,8.8,1.9,9.6,3.0,0.3908,0.3487,0.4277,0.3209,1.4881,0.3452,0.3664,0.4323,0.581,0.7679,2.1476,0.6135,0.3206,0.5492,0.8698,0.4339,0.8195,0.4158,0.4817,0.8892,0.6686,3.2748,0.8806,7.7803,0.5567,8.3,107444,467.9387189
23005,9.7,3.4,38644.0,5.0,17.3,19.1,11.4,6.9,9.5,1.1,8.4,3.9,1.3,7.5,2.9,0.1675,0.1717,0.0516,0.0357,0.4265,0.0373,0.419,0.1439,0.1449,0.2792,0.987,0.042,0.3308,0.6087,0.9395,0.4791,0.843,0.171,0.2604,0.7447,0.6562,2.6753,0.5925,5.0283,0.1363,6.3,290944,835.6944689
23007,12.2,5.7,26030.0,7.4,21.0,18.2,16.1,6.1,4.2,0.3,2.7,7.4,1.0,6.0,3.8,0.3245,0.5344,0.5197,0.1522,1.5308,0.3611,0.7599,0.093,0.561,0.1812,1.5951,0.212,0.0745,0.227,0.3015,0.1213,0.4677,0.3524,0.155,0.5441,0.7431,2.2623,0.3677,5.6897,0.215,9.1,30019,1697.0184804
23009,11.2,4.7,32491.0,5.9,23.3,17.4,15.2,7.7,5.1,0.2,2.0,7.3,2.4,6.1,3.0,0.2608,0.3634,0.1573,0.0659,0.8474,0.1525,0.8711,0.0646,0.4715,0.4126,1.8198,0.3461,0.1324,0.1477,0.2801,0.1095,0.3725,0.3477,0.6313,0.5626,0.6686,2.5827,0.5403,5.53,0.193,11.5,54541,1587.1233724
23011,13.3,4.9,29084.0,8.3,18.9,19.6,16.5,8.5,5.3,0.4,4.7,10.2,1.9,8.1,3.1,0.3962,0.3981,0.3006,0.2165,1.3114,0.2968,0.5817,0.1853,0.5899,0.5597,1.9166,0.4196,0.1429,0.297,0.4399,0.1999,0.6819,0.4702,0.4817,0.7956,0.6819,3.1113,0.8122,6.7792,0.3787,6.5,121545,867.4688631
23013,10.9,4.2,31612.0,6.3,23.5,18.1,15.2,6.8,4.7,0.1,3.6,6.8,1.2,6.3,3.8,0.2427,0.2745,0.1882,0.0834,0.7888,0.1357,0.8797,0.0895,0.4715,0.2665,1.7072,0.2703,0.1047,0.0707,0.1754,0.0602,0.5788,0.3241,0.2203,0.5906,0.7431,2.4569,0.4677,5.1283,0.1475,10.5,39823,365.1307479
23017,15.9,6.0,23770.0,8.9,20.5,19.0,18.5,7.8,4.6,0.2,5.1,10.1,1.5,6.3,1.3,0.5739,0.5854,0.6799,0.2607,2.0999,0.5417,0.7249,0.1344,0.7434,0.433,2.0357,0.5126,0.0984,0.1477,0.2461,0.0933,0.7065,0.467,0.3359,0.5906,0.2582,2.3582,0.4145,6.7399,0.3726,10.1,57325,2076.9240282
23019,15.7,5.5,27289.0,8.4,17.4,18.5,18.6,8.8,6.1,0.2,5.0,11.5,1.7,8.3,4.4,0.5602,0.5006,0.4226,0.2232,1.7066,0.4191,0.432,0.107,0.7514,0.6065,1.8969,0.4034,0.1904,0.1477,0.3381,0.1385,0.6991,0.5228,0.4056,0.8147,0.7813,3.2235,0.8612,7.1651,0.4532,9.5,151748,3397.1912415
23023,9.8,2.6,34432.0,5.9,21.2,19.1,11.9,7.7,5.4,0.5,3.3,10.3,0.5,6.2,0.6,0.1742,0.086,0.101,0.0659,0.4271,0.0376,0.7755,0.1439,0.1767,0.4126,1.5087,0.171,0.1506,0.3582,0.5088,0.2362,0.545,0.4741,0.043,0.5788,0.0541,1.695,0.1541,4.1396,0.0522,7.0,35277,253.9710056
23025,19.3,8.6,23557.0,12.1,20.2,19.5,20.9,8.5,4.2,0.4,1.5,13.2,2.3,8.9,1.4,0.7592,0.8729,0.6946,0.4989,2.8256,0.7576,0.7036,0.1773,0.859,0.5597,2.2996,0.7313,0.0745,0.297,0.3715,0.1579,0.2798,0.5928,0.6049,0.8529,0.3018,2.6322,0.5648,8.1289,0.622,10.4,50710,3924.3535068
