FIPS,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,EP_UNINSUR,E_TOTPOP,AREA_SQMI
40151,13.6,4.5,27232.0,10.8,16.4,20.1,15.9,8.5,16.8,0.5,6.7,6.6,0.1,3.8,9.4,0.4169,0.3299,0.4274,0.4088,1.583,0.3799,0.3298,0.2254,0.547,0.5597,1.6619,0.2455,0.5126,0.3582,0.8708,0.4349,0.7851,0.3174,0.0134,0.1859,0.9233,2.2251,0.3473,6.3408,0.314,12.3,9127,1286.4532885
41001,15.7,8.3,26152.0,10.4,25.5,19.4,21.8,5.4,9.2,0.5,4.0,15.1,2.8,6.9,3.6,0.5602,0.8541,0.5076,0.3792,2.3011,0.6041,0.9312,0.1691,0.8949,0.1162,2.1114,0.5836,0.3206,0.3582,0.6788,0.3235,0.624,0.653,0.7249,0.6702,0.7262,3.3983,0.9191,8.4896,0.6854,8.2,15984,3067.9652538
41003,19.4,6.2,32297.0,4.6,15.1,16.5,11.0,5.2,19.4,1.6,12.9,6.2,2.0,7.1,6.4,0.7624,0.6207,0.1643,0.0242,1.5716,0.3736,0.2209,0.0379,0.1184,0.1022,0.4794,0.007,0.5549,0.7052,1.2601,0.6625,0.9252,0.2939,0.518,0.7001,0.8602,3.2974,0.8886,6.6085,0.349,5.6,89780,675.1814126
41005,8.5,4.7,39619.0,6.7,17.0,21.9,11.7,6.9,17.7,1.8,11.6,6.0,2.5,5.2,0.8,0.1048,0.3634,0.043,0.1051,0.6163,0.0889,0.3897,0.4323,0.164,0.2792,1.2652,0.0828,0.5288,0.7326,1.2614,0.6632,0.9102,0.2846,0.6622,0.4082,0.0936,2.3588,0.4148,5.5017,0.1895,5.6,405788,1870.6775287
41013,14.6,8.5,25128.0,12.4,24.6,19.9,21.3,7.2,11.7,0.6,3.1,13.6,4.0,4.1,0.6,0.486,0.8675,0.5796,0.5183,2.4514,0.6529,0.9089,0.2089,0.8781,0.3247,2.3206,0.7443,0.3922,0.4187,0.8109,0.3989,0.5202,0.6065,0.8787,0.2248,0.0541,2.2843,0.3792,7.8672,0.5729,7.8,22337,2978.894061
41015,14.5,8.0,28365.0,10.9,33.1,14.7,21.6,5.2,13.5,0.5,4.8,18.4,0.9,7.2,1.2,0.4799,0.8341,0.3529,0.4164,2.0833,0.5369,0.993,0.0121,0.8886,0.1022,1.9959,0.4807,0.4358,0.3582,0.794,0.3894,0.6874,0.7408,0.1223,0.7112,0.2184,2.4801,0.4776,7.3533,0.4879,6.6,22507,1628.3807097
41019,16.2,8.1,25602.0,10.9,24.6,19.4,20.7,7.5,11.9,0.5,4.8,19.8,2.8,6.7,1.7,0.5962,0.842,0.5494,0.4164,2.404,0.6382,0.9089,0.1691,0.8539,0.3792,2.3111,0.7364,0.3983,0.3582,0.7565,0.3664,0.6874,0.7771,0.7249,0.6425,0.4126,3.2445,0.8682,8.7161,0.7277,6.5,108323,5035.6452323
41025,16.6,13.1,25871.0,10.2,23.5,20.7,21.6,7.9,13.4,0.4,2.2,24.2,3.2,4.2,2.5,0.6258,0.9764,0.529,0.3626,2.4938,0.6621,0.8797,0.2846,0.8886,0.4518,2.5047,0.8459,0.4333,0.297,0.7303,0.3543,0.4037,0.8669,0.7953,0.242,0.5944,2.9023,0.7103,8.6311,0.7108,6.8,7228,10134.4334394
41027,10.0,4.2,32581.0,18.9,15.0,24.7,9.7,5.2,36.2,9.7,5.2,11.6,4.3,5.6,4.3,0.1854,0.2745,0.1506,0.8064,1.4169,0.3274,0.2114,0.8017,0.0538,0.1022,1.1691,0.0653,0.7596,0.9729,1.7325,0.9163,0.7138,0.5285,0.8911,0.4846,0.774,3.392,0.9169,7.7105,0.5455,8.6,23131,522.0884491
41031,19.9,10.0,22492.0,14.0,18.5,23.6,17.6,8.9,39.8,2.0,2.1,21.0,4.4,3.9,4.3,0.7841,0.9369,0.7688,0.6004,3.0902,0.8296,0.5441,0.6711,0.6746,0.6234,2.5132,0.8526,0.7994,0.7631,1.5625,0.8389,0.39,0.8052,0.8962,0.1971,0.774,3.0625,0.7889,10.2284,0.9118,10.2,23143,1782.2372787
41039,18.5,7.1,28070.0,8.6,18.3,18.8,16.9,8.1,17.9,1.1,11.6,8.5,2.5,8.4,2.1,0.7271,0.7481,0.3675,0.2362,2.0789,0.5357,0.5215,0.1242,0.6256,0.49,1.7613,0.3053,0.5323,0.6087,1.141,0.5931,0.9102,0.4015,0.6622,0.8201,0.5244,3.3184,0.8956,8.2996,0.649,7.6,368882,4556.6035701
41041,16.7,6.0,27072.0,9.4,27.1,17.1,21.8,6.0,17.4,0.6,5.3,12.7,2.2,7.0,1.2,0.6338,0.5854,0.4385,0.2964,1.9541,0.4939,0.9596,0.056,0.8949,0.1706,2.0811,0.5584,0.5234,0.4187,0.9421,0.4817,0.7195,0.5737,0.5801,0.6829,0.2184,2.7746,0.6482,7.7519,0.5522,9.9,47881,980.3988625
41057,15.0,4.8,27122.0,9.7,24.4,19.0,21.0,7.3,15.5,1.8,3.8,10.7,3.4,6.9,2.8,0.5127,0.3838,0.435,0.3209,1.6524,0.4025,0.9035,0.1344,0.8634,0.3435,2.2448,0.6934,0.4849,0.7326,1.2175,0.6377,0.6017,0.489,0.8198,0.6702,0.6428,3.2235,0.8612,8.3382,0.6586,7.4,26076,1102.3686816
41063,14.8,4.5,28960.0,7.5,27.8,18.5,20.4,7.5,6.9,0.8,3.7,15.2,2.9,6.7,1.9,0.5006,0.3299,0.3073,0.1614,1.2992,0.292,0.9666,0.107,0.8411,0.3792,2.2939,0.7278,0.2302,0.5113,0.7415,0.3591,0.5931,0.6558,0.7434,0.6425,0.4728,3.1076,0.8096,7.4422,0.5032,6.2,6924,3145.895532
41067,9.6,5.0,37657.0,8.4,12.6,23.6,10.0,7.8,33.7,4.1,16.8,2.4,3.5,5.9,1.2,0.1634,0.4166,0.0611,0.2232,0.8643,0.1576,0.0869,0.6711,0.0646,0.433,1.2556,0.0802,0.7313,0.8943,1.6256,0.8666,0.9605,0.0926,0.8348,0.5294,0.2184,2.6357,0.5657,6.3812,0.3194,6.8,581821,724.2681923
42011,12.8,6.7,30187.0,13.5,16.6,22.6,13.5,9.9,27.5,4.4,6.3,2.9,1.5,8.3,3.2,0.3643,0.6968,0.2462,0.5772,1.8845,0.4755,0.3451,0.5304,0.3018,0.7584,1.9357,0.4339,0.6616,0.9026,1.5642,0.8395,0.7673,0.1152,0.3359,0.8147,0.6915,2.7246,0.623,8.109,0.6162,6.7,416642,856.3695893
42021,15.4,6.6,25779.0,8.7,21.4,19.4,18.3,8.0,7.2,0.2,5.0,4.1,1.1,10.3,5.3,0.5401,0.6831,0.5373,0.2413,2.0018,0.5124,0.7889,0.1691,0.7281,0.4712,2.1573,0.6224,0.2426,0.1477,0.3903,0.1684,0.6991,0.1808,0.1888,0.9172,0.8227,2.8086,0.667,7.358,0.4892,4.6,134550,688.3609573
42023,14.3,3.6,25898.0,9.0,26.2,16.6,18.7,8.0,3.8,0.1,2.9,12.9,0.6,9.8,1.8,0.4653,0.1946,0.5274,0.2668,1.4541,0.3369,0.9433,0.0417,0.7574,0.4712,2.2136,0.6679,0.0554,0.0707,0.1261,0.0382,0.4947,0.5807,0.0567,0.8984,0.4448,2.4753,0.475,6.2691,0.3006,3.1,4686,396.230752
42043,12.7,5.0,32485.0,10.3,16.1,22.5,12.9,9.8,33.6,2.2,9.9,2.6,1.4,10.1,2.6,0.3573,0.4166,0.1576,0.3709,1.3024,0.2939,0.2983,0.5151,0.2483,0.7469,1.8086,0.3381,0.7291,0.7848,1.5139,0.8134,0.8758,0.1022,0.2964,0.9096,0.6059,2.7899,0.6562,7.4148,0.4975,5.9,274515,524.9064146
42049,16.3,5.9,27349.0,8.7,16.8,21.7,15.3,10.7,15.5,1.4,7.3,5.4,1.3,11.2,4.7,0.6032,0.5669,0.4172,0.2413,1.8286,0.4548,0.3664,0.3999,0.4804,0.8383,2.085,0.5613,0.4849,0.6718,1.1567,0.6024,0.8026,0.2518,0.2604,0.9379,0.7972,3.0499,0.7848,8.1202,0.6194,5.5,275972,799.0837842
42059,14.2,4.4,26902.0,12.6,18.0,19.3,19.2,7.4,6.5,0.2,3.5,18.0,1.0,7.9,9.5,0.4583,0.3121,0.4525,0.5269,1.7498,0.4325,0.4893,0.1598,0.7864,0.3613,1.7968,0.3301,0.2114,0.1477,0.3591,0.1484,0.5686,0.7326,0.155,0.7794,0.9258,3.1614,0.8325,7.0671,0.435,5.2,37144,575.9487353
42061,13.3,6.3,24159.0,10.9,20.0,18.5,16.7,7.9,9.2,0.4,2.1,13.2,1.1,7.0,12.0,0.3962,0.6376,0.6468,0.4164,2.097,0.5408,0.6851,0.107,0.6074,0.4518,1.8513,0.3699,0.3206,0.297,0.6176,0.2923,0.39,0.5928,0.1888,0.6829,0.9526,2.8071,0.6657,7.373,0.4908,5.3,45421,874.6513051
42069,15.1,4.8,28427.0,9.1,19.3,20.3,15.6,9.0,14.2,2.3,4.9,2.6,1.5,10.1,3.8,0.5229,0.3838,0.3487,0.2744,1.5298,0.3602,0.6234,0.2471,0.51,0.6399,2.0204,0.5011,0.453,0.7966,1.2496,0.6565,0.6937,0.1022,0.3359,0.9096,0.7431,2.7845,0.652,7.5843,0.5252,5.0,211454,458.7727053
42071,10.0,4.0,30778.0,15.1,17.1,23.8,12.0,7.0,17.7,2.3,8.2,3.8,2.0,10.1,2.2,0.1854,0.2455,0.221,0.6616,1.3135,0.2975,0.3989,0.695,0.184,0.2961,1.574,0.2015,0.5288,0.7966,1.3254,0.7055,0.837,0.1643,0.518,0.9096,0.5409,2.9698,0.7485,7.1827,0.4573,12.0,538347,943.8657276
42079,14.9,6.3,27919.0,10.7,19.4,19.7,15.6,9.8,17.3,2.4,5.5,3.1,1.2,10.5,3.8,0.5076,0.6376,0.378,0.3996,1.9228,0.4847,0.6323,0.1936,0.51,0.7469,2.0828,0.56,0.5221,0.8039,1.326,0.7058,0.7307,0.1258,0.2203,0.9239,0.7431,2.7438,0.6342,8.0754,0.6089,5.5,317884,890.3449378
42087,14.4,3.6,24407.0,14.8,20.8,22.5,16.2,8.4,4.0,0.5,2.7,8.9,1.6,10.8,1.5,0.4723,0.1946,0.6312,0.6472,1.9453,0.492,0.7456,0.5151,0.5686,0.5412,2.3705,0.7787,0.0656,0.3582,0.4238,0.191,0.4677,0.4206,0.3703,0.9328,0.3457,2.5371,0.5097,7.2767,0.4723,12.5,46362,411.0450649
42091,6.2,4.6,46776.0,5.8,17.0,21.8,10.0,6.5,23.9,1.9,14.7,0.9,1.2,5.8,2.7,0.0334,0.3487,0.0131,0.0611,0.4563,0.0446,0.3897,0.418,0.0646,0.2305,1.1028,0.0554,0.6208,0.7491,1.3699,0.731,0.9468,0.0318,0.2203,0.5142,0.625,2.3381,0.404,5.2671,0.1653,3.8,821301,482.957713
42093,11.1,2.2,34095.0,9.3,20.4,20.1,14.2,8.5,8.3,0.6,3.5,7.2,1.7,11.8,4.1,0.2551,0.0573,0.1102,0.2913,0.7139,0.1146,0.7163,0.2254,0.3763,0.5597,1.8777,0.391,0.2894,0.4187,0.7081,0.3384,0.5686,0.3432,0.4056,0.9522,0.7635,3.0331,0.7778,6.3328,0.3111,5.4,18294,130.2423394
42097,13.9,4.5,25506.0,12.9,20.5,19.8,16.7,8.5,7.2,0.4,4.5,4.8,1.5,10.6,4.6,0.4344,0.3299,0.5561,0.5438,1.8642,0.4694,0.7249,0.1996,0.6074,0.5597,2.0916,0.5664,0.2426,0.297,0.5396,0.2544,0.6654,0.2194,0.3359,0.9261,0.7905,2.9373,0.7313,7.4327,0.5006,5.9,92325,458.0016206
42113,13.4,8.0,28665.0,10.3,27.0,11.7,19.2,5.7,7.1,0.4,1.7,11.5,0.3,5.9,7.5,0.4054,0.8341,0.3325,0.3709,1.9429,0.4908,0.9583,0.0025,0.7864,0.1391,1.8863,0.3973,0.2372,0.297,0.5342,0.2499,0.32,0.5228,0.0229,0.5294,0.8883,2.2834,0.3779,6.6468,0.3576,8.6,6177,449.9394977
42119,11.3,3.7,25606.0,13.6,17.2,17.9,12.8,6.3,15.8,0.6,4.1,6.9,1.8,8.3,20.8,0.2659,0.2054,0.5484,0.5829,1.6026,0.3869,0.4091,0.0786,0.241,0.2069,0.9356,0.0357,0.4919,0.4187,0.9106,0.4559,0.6332,0.3311,0.4457,0.8147,0.9854,3.2101,0.8535,6.6589,0.3605,10.3,45114,315.9563242
44003,8.0,5.4,38039.0,8.4,18.1,19.1,15.6,6.6,11.0,1.1,14.0,1.6,1.4,5.9,0.9,0.0809,0.4876,0.0576,0.2232,0.8493,0.1538,0.5021,0.1439,0.51,0.2385,1.3945,0.1261,0.3734,0.6087,0.9821,0.5008,0.9363,0.0608,0.2964,0.5294,0.1165,1.9394,0.2311,5.1653,0.1519,3.7,163861,168.5579374
45017,18.4,6.4,25953.0,14.3,21.6,19.7,17.6,6.0,46.2,0.3,0.2,31.8,1.5,8.5,1.2,0.7236,0.6545,0.5229,0.6189,2.5199,0.6729,0.8004,0.1936,0.6746,0.1706,1.8392,0.3617,0.8571,0.227,1.0841,0.56,0.0388,0.9513,0.3359,0.8284,0.2184,2.3728,0.4241,7.816,0.5627,11.6,14713,381.1518805
45019,14.7,4.4,37801.0,8.5,15.4,19.9,10.7,7.7,35.8,1.2,13.2,6.6,1.5,6.8,3.0,0.4936,0.3121,0.0599,0.2305,1.0961,0.2318,0.242,0.2089,0.0996,0.4126,0.9631,0.0385,0.7558,0.631,1.3868,0.745,0.9271,0.3174,0.3359,0.6565,0.6686,2.9055,0.7122,6.3515,0.3156,10.8,394708,917.9185392
45021,20.5,5.9,21432.0,20.4,16.0,23.4,17.6,7.0,27.1,0.7,1.6,28.5,0.7,9.2,1.4,0.8057,0.5669,0.8347,0.8612,3.0685,0.8229,0.2891,0.6406,0.6746,0.2961,1.9004,0.4059,0.6571,0.4642,1.1213,0.5842,0.298,0.9207,0.078,0.8685,0.3018,2.467,0.4725,8.5572,0.6978,11.0,56711,393.3347631
45037,15.5,6.6,25410.0,17.6,17.8,18.5,16.9,11.2,43.5,2.4,1.6,24.6,2.1,7.0,10.4,0.5471,0.6831,0.5621,0.7622,2.5545,0.6825,0.4715,0.107,0.6256,0.8752,2.0793,0.5578,0.8341,0.8039,1.638,0.8739,0.298,0.8714,0.5498,0.6829,0.936,3.3381,0.9013,9.6099,0.8484,9.1,26769,500.7602407
45039,22.9,7.9,22527.0,17.5,19.7,19.7,19.5,6.5,62.0,0.5,0.9,23.9,1.5,7.6,1.5,0.8729,0.8232,0.7662,0.7587,3.221,0.8666,0.6578,0.1936,0.802,0.2305,1.8839,0.3957,0.9389,0.3582,1.2971,0.6899,0.1512,0.8606,0.3359,0.7498,0.3457,2.4432,0.4581,8.8452,0.7484,12.0,22712,686.2778567
45041,19.1,7.8,25149.0,15.4,15.9,24.0,15.8,12.0,47.8,0.7,4.6,19.4,2.4,8.6,2.3,0.7494,0.815,0.5771,0.6753,2.8168,0.7551,0.2811,0.7262,0.5365,0.9172,2.461,0.8297,0.8688,0.4642,1.333,0.71,0.6743,0.767,0.6313,0.8348,0.5619,3.4693,0.9344,10.0801,0.8987,10.4,138561,800.5100318
45043,18.3,8.5,29929.0,12.9,26.2,19.1,16.2,8.5,36.3,0.9,4.6,17.3,1.1,8.0,1.0,0.7178,0.8675,0.2573,0.5438,2.3864,0.6331,0.9433,0.1439,0.5686,0.5597,2.2155,0.6689,0.7606,0.5492,1.3098,0.696,0.6743,0.7122,0.1888,0.7867,0.1525,2.5145,0.4982,8.4262,0.6771,11.9,61605,813.8848978
45047,22.5,8.3,23945.0,16.3,17.7,23.0,16.2,13.3,40.2,1.9,3.6,12.2,2.3,8.4,3.4,0.8643,0.8541,0.665,0.7147,3.0981,0.8315,0.4616,0.5915,0.5686,0.9554,2.5771,0.879,0.8032,0.7491,1.5523,0.8329,0.5788,0.5568,0.6049,0.8201,0.7103,3.2709,0.8787,10.4984,0.9344,12.9,70264,454.7247764
45051,16.4,6.4,26917.0,10.2,22.2,18.7,16.7,8.2,22.8,1.5,23.4,14.5,1.8,4.7,1.3,0.6111,0.6545,0.451,0.3626,2.0792,0.536,0.829,0.1188,0.6074,0.5053,2.0605,0.5406,0.603,0.6905,1.2935,0.6864,0.9854,0.6355,0.4457,0.32,0.2582,2.6448,0.5734,8.078,0.6102,14.2,320915,1133.6814519
45059,19.9,8.4,21743.0,19.5,17.6,22.0,19.9,9.8,32.1,0.9,1.6,31.3,2.3,7.0,3.5,0.7841,0.8611,0.8162,0.8313,3.2927,0.8809,0.4527,0.4502,0.8208,0.7469,2.4706,0.8338,0.7131,0.5492,1.2623,0.6648,0.298,0.9452,0.6049,0.6829,0.7195,3.2505,0.8704,10.2761,0.9172,11.7,66710,713.7569831
45071,18.7,7.2,23344.0,19.0,18.7,22.2,14.7,11.3,40.1,2.1,2.8,27.1,2.4,7.3,3.1,0.7366,0.7583,0.7111,0.8112,3.0172,0.8092,0.5635,0.4756,0.425,0.8809,2.345,0.7609,0.8023,0.774,1.5763,0.8456,0.4801,0.9045,0.6313,0.7224,0.6819,3.4202,0.9236,10.3587,0.9232,9.0,38068,630.0400316
46003,7.3,1.2,31468.0,13.2,19.5,27.6,13.1,7.8,11.8,2.7,1.4,8.2,1.2,1.6,6.0,0.0592,0.0194,0.1946,0.561,0.8342,0.1506,0.6428,0.9427,0.2649,0.433,2.2834,0.7198,0.3964,0.8274,1.2238,0.6406,0.2579,0.3916,0.2203,0.0201,0.8504,1.7403,0.1703,6.0817,0.2726,6.6,2759,708.4596664
46009,10.9,1.4,23525.0,12.3,20.8,19.2,12.6,5.9,13.1,0.4,4.0,4.6,1.1,4.9,20.4,0.2427,0.0264,0.6984,0.5113,1.4788,0.3414,0.7456,0.1506,0.2257,0.1573,1.2792,0.0888,0.4269,0.297,0.7239,0.3493,0.624,0.2101,0.1888,0.3572,0.9847,2.3648,0.418,5.8467,0.2382,4.5,6969,563.5491761
46013,12.0,2.2,31977.0,6.8,16.6,23.9,11.3,8.6,12.3,1.2,13.5,6.5,1.4,7.4,3.5,0.3127,0.0573,0.1745,0.1098,0.6543,0.0997,0.3451,0.7122,0.1369,0.5775,1.7717,0.3123,0.4085,0.631,1.0395,0.5317,0.9293,0.3101,0.2964,0.7338,0.7195,2.9891,0.758,6.4546,0.3287,8.0,38840,1713.0296172
46021,4.0,1.0,39986.0,10.8,24.9,20.2,13.4,0.3,1.0,0.0,1.1,13.5,1.2,1.7,0.4,0.0029,0.014,0.0392,0.4088,0.4649,0.0478,0.9166,0.2353,0.2923,0.0013,1.4455,0.1452,0.0035,0.0,0.0035,0.0019,0.1958,0.6014,0.2203,0.0232,0.0341,1.0748,0.028,2.9887,0.0064,1.7,1435,733.6764911
46023,20.2,6.8,21787.0,12.1,18.2,29.6,14.9,7.7,37.0,0.0,3.4,5.6,3.1,6.3,3.0,0.7968,0.7092,0.814,0.4989,2.8189,0.7557,0.5113,0.9691,0.4448,0.4126,2.3378,0.7561,0.7711,0.0,0.7711,0.3773,0.5571,0.2611,0.7803,0.5906,0.6686,2.8577,0.6918,8.7855,0.7389,19.0,9344,1097.4876705
46033,13.1,3.4,30439.0,5.9,27.9,15.8,15.8,4.6,9.5,1.0,3.1,16.5,1.4,3.2,4.9,0.3838,0.1717,0.2363,0.0659,0.8577,0.1554,0.9675,0.0261,0.5365,0.0611,1.5912,0.2101,0.3308,0.5791,0.9099,0.455,0.5202,0.6921,0.2964,0.1108,0.8048,2.4243,0.4489,5.7831,0.228,10.5,8573,1556.9460899
46035,12.8,3.0,29342.0,8.3,17.7,22.7,14.1,7.5,9.0,0.0,13.5,5.9,0.7,6.9,5.1,0.3643,0.1245,0.2889,0.2165,0.9942,0.2019,0.4616,0.545,0.3629,0.3792,1.7487,0.2939,0.313,0.0,0.313,0.1242,0.9293,0.2792,0.078,0.6702,0.8131,2.7698,0.6453,5.8257,0.2338,5.8,19901,435.6330812
46037,19.2,1.9,28873.0,10.4,25.3,21.7,10.9,8.5,13.8,0.0,1.8,9.3,0.2,2.8,2.8,0.7545,0.0433,0.3153,0.3792,1.4923,0.3475,0.928,0.3999,0.1117,0.5597,1.9993,0.4839,0.4441,0.0,0.4441,0.2012,0.3391,0.4355,0.0172,0.0783,0.6428,1.5129,0.0984,5.4486,0.185,11.5,5506,1028.4941196
46047,13.8,1.8,27266.0,7.7,26.5,17.6,19.0,5.5,15.1,0.9,5.2,18.5,0.9,6.4,4.6,0.428,0.0395,0.4248,0.1748,1.0671,0.2255,0.9475,0.0707,0.7762,0.1251,1.9195,0.4218,0.4718,0.5492,1.021,0.5228,0.7138,0.744,0.1223,0.6043,0.7905,2.9749,0.7517,6.9825,0.4172,9.5,6774,1739.8884569
46057,5.8,2.0,27777.0,8.7,16.1,31.4,9.5,7.3,6.3,1.7,1.3,4.9,2.3,3.5,3.3,0.0261,0.0487,0.3892,0.2413,0.7053,0.1121,0.2983,0.9809,0.0478,0.3435,1.6705,0.2521,0.2015,0.717,0.9185,0.4639,0.2416,0.2248,0.6049,0.1458,0.7014,1.9185,0.2273,5.2128,0.1586,5.2,6000,507.2352067
46061,6.7,1.2,25039.0,7.1,14.7,31.6,12.6,4.6,0.4,0.1,0.2,2.7,0.3,0.8,0.0,0.0414,0.0194,0.5876,0.1283,0.7767,0.1322,0.1917,0.9828,0.2257,0.0611,1.4613,0.1509,0.001,0.0707,0.0717,0.0191,0.0388,0.1044,0.0229,0.008,0.0,0.1741,0.0,2.4838,0.0013,5.7,3397,434.5865208
46065,11.2,2.1,33810.0,7.7,16.1,24.0,12.1,6.6,17.3,1.0,12.3,12.2,2.5,7.6,6.8,0.2608,0.0525,0.1182,0.1748,0.6063,0.0866,0.2983,0.7262,0.192,0.2385,1.455,0.148,0.5221,0.5791,1.1012,0.5692,0.9175,0.5568,0.6622,0.7498,0.8688,3.7551,0.9838,6.9176,0.4061,6.6,17617,741.5267305
46069,14.4,1.9,31692.0,7.8,26.0,20.9,9.5,3.2,15.3,0.3,0.4,10.3,1.5,3.7,3.1,0.4723,0.0433,0.1831,0.1831,0.8818,0.1621,0.9401,0.3091,0.0478,0.0207,1.3177,0.1003,0.4785,0.227,0.7055,0.3365,0.0691,0.4741,0.3359,0.171,0.6819,1.732,0.1659,4.637,0.0943,5.0,1331,860.6290086
46073,8.3,0.3,38650.0,11.3,27.0,21.1,12.5,2.6,3.8,0.4,3.4,8.5,0.8,2.8,2.1,0.0936,0.0048,0.0513,0.4397,0.5894,0.0815,0.9583,0.3327,0.2162,0.0127,1.5199,0.1777,0.0554,0.297,0.3524,0.1455,0.5571,0.4015,0.0981,0.0783,0.5244,1.6594,0.1407,4.1211,0.0506,6.3,2029,526.1324162
46075,10.6,4.9,28850.0,6.0,24.5,13.7,9.4,3.5,1.4,0.0,0.9,17.9,0.0,2.2,0.0,0.2239,0.3981,0.3172,0.071,1.0102,0.2054,0.9064,0.0083,0.0423,0.0261,0.9831,0.0408,0.0048,0.0,0.0048,0.0025,0.1512,0.7287,0.0,0.0385,0.0,0.9184,0.0131,2.9165,0.0051,13.2,735,969.6715138
46087,10.0,3.8,28032.0,12.3,18.7,27.3,10.4,7.2,5.9,1.0,1.8,5.8,1.3,3.4,4.8,0.1854,0.2188,0.371,0.5113,1.2865,0.2885,0.5635,0.9338,0.0847,0.3247,1.9067,0.4117,0.1802,0.5791,0.7593,0.368,0.3391,0.2722,0.2604,0.1328,0.801,1.8055,0.1882,5.758,0.2229,8.9,5511,574.20506
46091,8.3,1.5,31307.0,7.8,20.0,26.7,11.0,8.6,17.8,1.4,1.1,10.0,2.0,3.5,1.5,0.0936,0.0306,0.2006,0.1831,0.5079,0.0596,0.6851,0.9121,0.1184,0.5775,2.2931,0.7275,0.5307,0.6718,1.2025,0.6269,0.1958,0.4626,0.518,0.1458,0.3457,1.6679,0.1433,5.6714,0.2131,8.2,4895,838.1209427
46099,10.8,3.2,30471.0,7.8,12.4,25.3,10.3,9.8,17.2,1.9,19.7,4.0,1.9,5.7,3.2,0.2369,0.1484,0.2357,0.1831,0.8041,0.1414,0.078,0.8469,0.0796,0.7469,1.7514,0.2977,0.5199,0.7491,1.269,0.6683,0.9768,0.1751,0.4817,0.5002,0.6915,2.8253,0.6765,6.6498,0.3589,7.4,186749,806.8341563
46103,13.4,3.8,30518.0,6.2,16.7,23.4,13.9,9.7,19.8,0.4,11.6,11.9,2.1,5.1,3.5,0.4054,0.2188,0.2334,0.0799,0.9375,0.1844,0.3566,0.6406,0.3419,0.7316,2.0707,0.5521,0.5606,0.297,0.8576,0.4269,0.9102,0.5425,0.5498,0.389,0.7195,3.111,0.8118,6.9768,0.4162,11.2,109294,2776.7715617
46127,7.1,1.8,40699.0,8.2,16.9,24.1,10.1,7.6,7.5,0.3,11.8,4.1,1.0,2.3,0.7,0.0522,0.0395,0.035,0.2095,0.3362,0.0232,0.3763,0.7405,0.0697,0.3961,1.5826,0.2053,0.2566,0.227,0.4836,0.2232,0.9134,0.1808,0.155,0.0443,0.0729,1.3664,0.0704,3.7688,0.0274,5.9,15177,460.7418688
46135,12.6,3.1,31986.0,9.1,18.0,21.3,14.8,9.4,11.2,0.5,11.9,5.3,0.9,5.9,7.9,0.3497,0.1369,0.1732,0.2744,0.9342,0.1838,0.4893,0.3505,0.4352,0.6972,1.9722,0.4629,0.3782,0.3582,0.7364,0.3563,0.9144,0.2455,0.1223,0.5294,0.8991,2.7107,0.6151,6.3535,0.3159,6.2,22717,521.1888928
47005,21.4,7.8,21374.0,19.1,23.9,19.1,26.9,7.3,7.0,0.2,1.2,26.4,1.7,8.5,1.1,0.8328,0.815,0.8389,0.8166,3.3033,0.8844,0.8873,0.1439,0.9869,0.3435,2.3616,0.7724,0.2337,0.1477,0.3814,0.1633,0.2216,0.8968,0.4056,0.8284,0.185,2.5374,0.51,8.5837,0.7029,9.7,16112,394.3060389
47017,19.8,6.0,22007.0,17.9,19.8,21.3,22.3,8.3,15.3,0.1,1.4,19.0,1.8,7.2,3.3,0.7815,0.5854,0.8006,0.7743,2.9418,0.7908,0.6679,0.3505,0.9089,0.5234,2.4507,0.8233,0.4785,0.0707,0.5492,0.2607,0.2579,0.7558,0.4457,0.7112,0.7014,2.872,0.6979,8.8137,0.7443,8.1,28018,597.6573175
47023,18.5,9.5,21425.0,13.7,16.6,22.5,14.0,10.1,14.3,0.3,1.7,16.6,1.3,4.9,7.2,0.7271,0.9217,0.8354,0.5871,3.0713,0.8242,0.3451,0.5151,0.3524,0.7771,1.9897,0.4753,0.4562,0.227,0.6832,0.3254,0.32,0.696,0.2604,0.3572,0.8797,2.5133,0.4973,8.2575,0.6436,12.0,17150,285.7361172
47045,18.5,7.7,25427.0,17.3,16.9,24.0,19.5,12.7,19.9,0.5,3.5,7.7,2.8,4.7,1.5,0.7271,0.8051,0.5602,0.7529,2.8453,0.7624,0.3763,0.7262,0.802,0.9433,2.8478,0.9608,0.5619,0.3582,0.9201,0.4648,0.5686,0.3639,0.7249,0.32,0.3457,2.3231,0.3951,8.9363,0.7596,9.2,37576,512.3354361
