FIPS,POPUNI,PRED0_PE,PRED12_PE,PRED3_PE
29111,9263,33.08,38.73,28.19
29113,58898,39.79,42.97,17.24
29115,11920,30.72,44.04,25.23
29117,13565,34.66,41.13,24.22
29119,22795,27.32,45.23,27.45
29121,15117,36.69,37.39,25.91
29123,12030,30.71,44.73,24.56
29125,8697,26.55,43.5,29.95
29127,27946,40.36,38.41,21.23
29129,3617,38.18,33.29,28.53
29131,25557,38.37,40.65,20.98
29133,11484,26.43,42.95,30.63
29135,14919,35.26,41.91,22.82
29137,8640,33.24,38.54,28.22
29139,11427,31.78,43.04,25.18
29141,20549,25.5,39.73,34.77
29143,17031,33.76,36.16,30.07
29145,57846,36.07,44.47,19.46
29147,18810,36.4,42.08,21.52
29149,10517,26.4,43.43,30.16
29151,13371,42.21,39.77,18.02
29153,9174,22.75,43.94,33.31
29155,15773,31.09,38.59,30.32
29157,19107,39.38,42.67,17.95
29159,42082,36.88,41.92,21.2
29161,42169,37.79,40.74,21.47
29163,16129,34.43,43.11,22.46
29165,104011,45.09,40.3,14.61
29167,31095,25.96,41.94,32.1
29169,52553,31.99,51.63,16.37
29171,4696,38.35,34.69,26.96
29173,10309,44.74,34.23,21.03
29175,22876,34.8,38.1,27.11
29177,22937,38.25,42.19,19.56
29179,6216,25.37,35.62,39.01
29181,13288,27.14,46.24,26.62
29183,398264,48.74,37.96,13.3
29185,9299,23.4,48.55,28.05
29186,17825,37.31,43.68,19.01
29187,61460,39.98,36.3,23.73
29189,985410,41.08,38.97,19.96
29195,21821,37.11,40.32,22.57
29197,4660,39.01,29.4,31.59
29199,4900,32.18,50.43,17.39
29201,38180,33.23,37.42,29.35
29203,8160,26.43,43.74,29.83
29205,5890,34.52,38.08,27.4
29207,28960,34.03,38.27,27.71
29209,31924,27.37,45.06,27.57
29211,6089,35.39,40.98,23.63
29213,54706,31.58,45.95,22.47
29215,23737,27.29,44.08,28.63
29217,20087,34.86,37.51,27.63
29219,35496,34.19,45.48,20.33
29221,23803,29.43,40.76,29.81
29223,12844,26.78,43.34,29.87
29225,38891,34.68,39.58,25.74
29227,2013,27.52,45.06,27.42
29229,18253,30.69,43.3,26.01
29510,294393,32.81,37.69,29.5
30001,9074,32.69,44.26,23.05
30003,13278,13.06,51.66,35.28
30005,6671,19.13,46.87,34.0
30007,6212,36.24,45.88,17.88
30009,10725,33.63,42.22,24.15
30011,1252,30.51,50.4,19.09
30013,80618,38.44,39.55,22.0
30015,5630,34.76,43.09,22.15
30017,11162,33.33,45.54,21.13
30019,1690,39.7,39.59,20.71
30021,8250,35.89,41.6,22.51
30023,8730,28.85,41.9,29.24
30025,2843,32.25,52.69,15.05
30027,10951,29.04,50.26,20.7
30029,103480,36.96,45.66,17.38
30031,111527,41.79,44.18,14.02
30033,1258,34.82,43.48,21.7
30035,13720,15.66,48.02,36.33
30037,821,21.19,52.98,25.82
30039,3378,28.0,46.74,25.25
30041,16271,28.17,46.01,25.82
30043,12116,26.96,53.73,19.31
30045,2007,25.96,55.61,18.44
30047,30370,23.71,46.89,29.4
30049,68404,40.15,43.34,16.51
30051,2337,37.23,34.62,28.16
30053,19911,24.9,42.38,32.72
30055,1664,37.92,43.99,18.09
30057,8600,24.0,52.43,23.57
30059,1862,21.37,52.36,26.26
30061,4393,24.74,46.21,29.05
30063,116884,37.58,47.07,15.34
30065,4623,27.86,46.18,25.96
30067,16592,29.57,47.85,22.58
30069,487,38.19,44.56,17.25
30071,3954,41.15,34.85,24.0
30073,5903,34.71,37.73,27.56
30075,1682,26.46,51.61,21.94
30077,5263,21.39,52.5,26.11
30079,1077,19.59,47.91,32.5
30081,43751,29.34,47.76,22.9
30083,10803,40.59,43.0,16.41
30085,10953,17.92,38.04,44.04
30087,8907,21.83,47.46,30.72
30089,12025,24.07,48.52,27.41
30091,3308,38.57,40.69,20.74
30093,34294,35.61,43.15,21.24
30095,9642,30.45,46.7,22.85
30097,3737,22.21,56.17,21.62
30099,6147,38.95,42.8,18.25
30101,4208,27.88,47.96,24.17
30103,696,19.4,58.91,21.7
30105,7389,27.96,49.49,22.55
30107,2126,32.22,42.66,25.12
30109,969,27.97,46.75,25.28
30111,159326,41.0,41.45,17.54
31001,30408,38.7,40.46,20.84
31003,6292,43.48,37.89,18.63
31005,463,26.35,54.21,19.44
31007,745,35.17,33.15,31.68
31009,465,42.15,38.06,19.78
31011,5190,43.47,35.51,21.02
31013,10772,35.26,44.44,20.3
31015,1919,28.24,45.81,25.95
31017,2955,39.09,40.51,20.41
31019,47956,44.78,37.07,18.14
31021,6459,30.19,44.33,25.48
31023,7986,48.06,34.57,17.37
31025,26158,46.97,37.22,15.8
31027,8398,46.5,35.44,18.06
31029,3924,37.28,37.18,25.54
31031,5686,42.53,41.96,15.51
31033,8903,40.21,43.01,16.78
31035,6198,41.88,39.59,18.52
31037,10709,30.69,43.07,26.24
31039,8846,36.21,40.93,22.86
31041,10771,35.99,39.08,24.93
31043,19956,31.8,43.83,24.37
31045,7907,35.32,46.04,18.64
31047,23500,31.32,42.58,26.09
31049,1794,35.06,42.08,22.85
31051,5628,39.96,44.26,15.78
31053,35893,38.75,40.75,20.51
31055,563209,41.74,39.74,18.52
31057,1693,30.36,44.89,24.75
31059,5364,39.99,35.18,24.83
31061,2978,36.6,38.45,24.95
31063,2514,42.92,38.19,18.89
31065,4674,33.23,44.39,22.38
31067,21488,37.86,42.47,19.67
31069,1837,30.32,41.64,28.03
31071,1969,34.54,36.01,29.46
31073,1990,38.19,40.15,21.66
31075,623,34.67,47.99,17.34
31077,2356,42.28,40.2,17.53
31079,61128,35.11,46.45,18.45
31081,9313,48.66,36.21,15.13
31083,3377,33.88,43.59,22.53
31085,922,32.65,50.98,16.38
31087,2758,35.71,41.77,22.52
31089,10063,36.11,41.7,22.19
31091,682,48.53,26.83,24.63
31093,6445,41.86,38.77,19.36
31095,7038,37.27,39.81,22.92
31097,4087,39.96,37.09,22.95
31099,6490,39.86,41.14,19.0
31101,8026,37.09,39.28,23.62
31103,806,32.75,38.59,28.66
31105,3626,24.43,52.81,22.75
31107,8326,36.42,38.9,24.68
31109,306291,42.83,39.3,17.87
31111,34691,38.72,41.37,19.91
31113,748,26.87,50.94,22.19
31115,664,31.48,42.62,25.9
31117,494,41.09,40.28,18.62
31119,34450,39.16,43.81,17.03
31121,7712,37.4,38.62,23.99
31123,4638,31.18,51.01,17.81
31125,3519,40.47,40.01,19.52
31127,6577,34.33,49.63,16.04
31129,4148,33.27,41.3,25.43
31131,16001,45.16,35.15,19.69
31133,2613,28.43,39.46,32.11
31135,2891,51.12,30.23,18.64
31137,8986,47.37,32.03,20.6
31139,7136,46.29,36.18,17.53
31141,33271,40.2,36.65,23.14
31143,5212,44.03,42.88,13.09
31145,10409,34.74,40.57,24.69
31147,7859,37.63,36.14,26.24
31149,1357,40.01,40.09,19.9
31151,13510,34.0,44.13,21.87
31153,186885,49.66,37.03,13.3
31155,21466,44.67,39.49,15.84
31157,35324,35.28,40.57,24.15
31159,16159,50.9,35.24,13.86
31161,5238,34.86,44.48,20.66
31163,3001,36.72,38.89,24.39
31165,1166,29.93,48.28,21.78
31167,5920,50.32,32.33,17.35
31169,5000,40.04,40.48,19.48
31171,722,43.49,39.89,16.62
31173,7217,20.48,45.93,33.59
31175,4153,24.08,52.66,23.26
31177,20706,43.24,39.65,17.11
31179,8415,41.83,40.86,17.31
31181,3482,41.21,35.9,22.89
31183,783,44.19,34.1,21.71
31185,13057,38.91,43.6,17.49
32001,24866,31.57,45.44,22.98
32003,2252468,28.89,48.09,23.02
32005,48764,30.33,48.36,21.31
32007,52230,35.73,46.28,17.99
32009,872,23.97,46.33,29.7
32011,2028,31.41,49.9,18.69
32013,16689,27.96,45.63,26.41
32015,5532,32.65,48.17,19.18
32017,4907,29.47,51.38,19.16
32019,57249,28.96,48.79,22.26
32021,4476,18.7,53.49,27.82
32023,45540,21.82,42.63,35.54
32027,4940,20.1,56.15,23.74
32029,4118,37.42,48.52,14.06
32031,468182,34.23,47.16,18.61
32033,8338,29.19,45.74,25.07
32510,53470,30.03,47.07,22.91
33001,61133,36.02,43.7,20.28
33003,48855,30.19,48.59,21.22
33005,72673,38.7,43.69,17.61
33007,29810,33.45,43.26,23.29
33009,83682,36.31,46.1,17.59
33011,413440,44.18,40.15,15.67
33013,146496,41.74,41.44,16.82
33015,309629,49.35,37.16,13.5
33017,122697,44.4,39.62,15.98
33019,43016,36.67,45.39,17.94
34001,260349,36.57,41.48,21.95
34003,927387,38.83,42.22,18.95
34005,437309,43.93,39.64,16.43
34007,503903,35.42,43.42,21.16
34009,91718,33.95,42.76,23.29
34011,141354,32.07,41.75,26.18
34013,786809,28.51,43.66,27.83
34015,289133,47.75,37.28,14.97
34017,667097,24.29,49.17,26.54
34019,122302,51.41,35.81,12.78
34021,351838,37.33,40.46,22.21
34023,807430,35.84,43.53,20.63
34025,616539,45.08,38.65,16.27
34027,487956,47.72,36.88,15.4
34029,605274,36.71,43.53,19.76
34031,495371,27.88,45.08,27.03
34033,61998,39.45,39.39,21.16
34035,328128,46.92,38.29,14.79
34037,140263,50.42,35.9,13.68
34039,554187,32.51,43.39,24.1
34041,104411,44.99,39.48,15.53
35001,672578,30.59,46.19,23.23
35003,3524,18.56,47.5,33.94
35005,63310,26.21,47.36,26.43
35006,24322,15.39,45.62,38.99
35007,11664,23.42,48.96,27.61
35009,48639,33.29,43.88,22.83
35011,1739,21.56,52.21,26.22
35013,214730,25.46,49.37,25.17
35015,58206,29.13,50.38,20.5
35017,26710,19.92,48.07,32.01
35019,3729,14.62,46.71,38.67
35021,625,14.72,51.84,33.44
35023,4171,17.55,50.23,32.22
35025,69312,29.33,47.76,22.91
35027,19474,23.38,47.76,28.86
35028,19339,37.3,48.58,14.13
35029,23248,24.07,46.86,29.08
35031,71019,9.31,37.29,53.4
35033,4521,17.76,41.45,40.79
35035,66217,29.04,43.55,27.41
35037,8231,17.3,47.9,34.8
35039,38766,19.19,46.99,33.82
35041,17520,32.95,42.01,25.04
35043,146408,32.78,45.92,21.29
35045,123020,21.74,44.97,33.29
35047,26666,19.57,46.3,34.13
35049,148542,24.75,50.0,25.25
35051,10740,19.29,42.79,37.91
35053,16137,20.24,45.65,34.11
35055,32685,21.88,46.0,32.12
35057,14856,20.81,47.08,32.11
35059,3422,16.28,54.03,29.69
35061,75285,22.82,49.88,27.29
36001,292489,41.37,38.86,19.77
36003,42320,33.69,39.0,27.31
36005,1401547,14.24,43.75,42.01
36007,182597,36.54,40.25,23.21
36009,74564,33.05,40.62,26.33
36011,73475,37.46,41.16,21.39
36013,123407,37.5,36.79,25.71
36015,80830,40.7,38.55,20.75
36017,47100,34.85,44.2,20.95
36019,74667,39.61,38.39,22.0
36021,58948,34.6,43.29,22.11
36023,44363,41.48,37.81,20.71
36025,42590,30.87,45.72,23.4
36027,280120,41.17,40.79,18.03
36029,901600,39.62,39.35,21.03
36031,35440,34.7,41.29,24.02
36033,44517,35.45,37.37,27.17
36035,52907,34.76,42.4,22.84
36037,56153,41.85,38.74,19.41
36039,44713,34.07,42.66,23.27
36041,4415,34.43,42.08,23.49
36043,60676,38.16,40.75,21.09
36045,108272,37.18,42.35,20.47
36047,2552747,19.53,47.84,32.63
36049,26267,40.07,40.51,19.42
36051,57680,39.76,39.31,20.92
36053,66740,37.98,42.92,19.1
36055,725418,39.88,38.91,21.21
36057,49113,34.59,39.99,25.42
36059,1347377,38.42,43.27,18.31
36061,1588188,16.84,51.64,31.52
36063,207484,41.55,37.77,20.68
36065,219744,37.84,40.08,22.08
36067,448719,39.21,39.82,20.97
36069,107809,43.14,38.6,18.26
36071,381828,40.82,40.75,18.43
36073,38452,36.46,43.01,20.53
36075,113356,39.41,39.43,21.16
36077,55162,34.03,39.81,26.15
36079,97056,46.2,41.08,12.71
36081,2249659,20.96,49.38,29.66
36083,154558,39.45,39.94,20.61
36085,474257,32.62,45.01,22.37
36087,324027,33.63,43.85,22.52
36089,98310,35.32,38.52,26.16
36091,227731,46.93,38.75,14.33
36093,152958,39.46,39.87,20.67
36095,29847,36.03,40.48,23.49
36097,17771,36.44,37.34,26.22
36099,31790,36.69,38.37,24.94
36101,94941,37.99,39.58,22.44
36103,1463965,40.24,42.52,17.24
36105,73793,36.24,39.76,24.0
36107,48138,40.53,40.52,18.96
36109,90005,39.16,42.33,18.51
36111,171916,40.2,39.14,20.65
36113,63804,39.9,40.0,20.1
36115,58747,39.33,39.82,20.85
36117,89764,39.62,40.0,20.39
36119,952022,36.61,42.17,21.22
36121,36679,36.91,44.13,18.96
36123,23874,31.38,41.62,27.0
37001,164562,35.37,41.47,23.15
37003,36233,36.47,40.82,22.71
37005,11122,20.8,42.44,36.76
37007,22880,23.35,46.97,29.68
37009,27162,26.2,47.95,25.86
37011,15236,25.18,46.48,28.33
37013,46903,25.68,45.34,28.97
37015,17786,25.45,38.25,36.3
37017,32661,28.02,44.21,27.78
37019,142560,26.68,48.05,25.27
37021,257177,33.68,44.67,21.65
37023,88598,30.88,42.18,26.94
37025,215717,41.55,42.15,16.3
37027,81734,31.28,46.61,22.11
37029,10867,35.87,45.05,19.08
37031,69050,31.38,44.53,24.09
37033,21481,28.61,40.77,30.62
37035,158180,34.82,43.15,22.03
37037,74396,28.53,47.1,24.37
37039,28504,22.86,45.77,31.37
37041,13912,31.45,40.64,27.91
37043,11225,26.6,41.51,31.88
37045,96645,29.13,41.25,29.62
37047,52911,23.35,46.2,30.46
37049,101148,30.31,44.67,25.02
37051,332739,32.76,46.12,21.12
37053,27725,36.64,45.27,18.09
37055,36953,30.88,49.7,19.42
37057,167060,36.9,39.68,23.42
37059,42804,32.63,47.11,20.25
37061,58741,23.41,43.8,32.79
37063,309914,37.88,41.24,20.88
37065,51121,24.17,43.18,32.66
37067,373654,36.09,42.18,21.73
37069,68635,33.81,44.15,22.04
37071,223092,36.81,43.11,20.08
37073,11562,35.77,36.17,28.06
37075,8435,26.35,44.52,29.13
37077,57606,31.13,39.55,29.32
37079,18594,22.78,43.77,33.45
37081,521372,33.67,43.36,22.97
37083,48967,22.64,42.68,34.68
37085,133284,31.36,45.2,23.43
37087,62287,32.61,43.07,24.32
37089,117237,31.83,44.32,23.85
37091,21293,26.88,42.94,30.18
37093,54501,35.21,38.94,25.86
37095,4519,21.75,42.29,35.96
37097,181427,39.45,42.84,17.71
37099,39919,26.79,42.7,30.5
37101,208510,35.76,42.01,22.24
37103,9395,28.49,39.61,31.9
37105,61384,27.8,45.37,26.83
37107,55742,27.93,40.96,31.11
37109,85882,37.92,42.55,19.52
37111,44954,29.66,46.18,24.16
37113,35846,22.86,48.95,28.2
37115,20997,30.93,39.11,29.96
37117,22430,25.65,39.07,35.28
37119,1099166,40.93,41.17,17.91
37121,14897,30.53,42.71,26.76
37123,26408,23.49,47.94,28.57
37125,100875,31.27,45.11,23.62
37127,92852,28.69,44.89,26.42
37129,228014,38.52,42.21,19.27
37131,18941,21.58,46.47,31.95
37133,197623,35.62,48.7,15.68
37135,138360,39.35,44.4,16.25
37137,12107,22.33,46.86,30.82
37139,38105,34.35,42.57,23.09
37141,62268,33.86,42.79,23.35
37143,13453,27.12,45.37,27.51
37145,39413,32.76,40.15,27.1
37147,175670,32.01,44.59,23.4
37149,20710,23.94,46.75,29.31
37151,143214,32.36,41.13,26.51
37153,44034,26.37,43.06,30.58
37155,127255,21.79,41.63,36.58
37157,90856,29.74,42.13,28.13
37159,139169,33.67,42.83,23.5
37161,66630,26.55,44.75,28.7
37163,63073,29.25,42.53,28.22
37165,32548,24.09,42.4,33.51
37167,61528,31.4,45.92,22.68
37169,45512,35.3,40.83,23.88
37171,71650,30.3,42.0,27.71
37173,14246,21.86,45.0,33.14
37175,33791,26.38,47.35,26.27
37177,3400,28.35,31.47,40.18
37179,237908,44.88,39.92,15.21
37181,44410,29.11,40.87,30.02
37183,1094066,45.01,39.59,15.4
37185,19052,17.2,40.28,42.53
37187,11570,24.49,39.72,35.79
37189,50648,35.49,45.82,18.69
37191,122301,29.11,44.68,26.21
37193,67979,31.06,40.91,28.04
37195,81177,29.61,39.2,31.19
37197,37622,29.53,44.24,26.23
37199,18036,27.06,47.05,25.89
38001,2216,36.42,43.68,19.9
38003,10107,42.36,35.96,21.69
38005,6819,20.3,45.49,34.21
38007,928,48.28,31.47,20.26
38009,6120,36.36,42.91,20.74
38011,3024,42.33,33.66,24.01
38013,2115,43.31,34.75,21.94
38015,92769,46.19,37.36,16.45
38017,178506,46.76,36.43,16.81
38019,3762,38.04,40.96,21.0
38021,4786,42.73,35.1,22.17
38023,2264,34.76,47.57,17.67
38025,4424,37.95,44.69,17.36
38027,2287,37.52,36.99,25.49
38029,3241,44.06,32.12,23.82
38031,3210,39.25,37.2,23.55
38033,1709,30.84,40.9,28.26
38035,67298,42.84,39.69,17.46
38037,2274,26.87,41.73,31.4
38039,2231,44.2,32.68,23.13
38041,2383,35.38,40.66,23.96
38043,2480,32.86,48.71,18.43
38045,4046,34.63,32.48,32.9
38047,1850,44.81,36.81,18.38
38049,5745,43.66,36.29,20.05
38051,2497,27.67,40.73,31.6
38053,15017,37.73,45.71,16.55
38055,9441,39.22,39.58,21.19
38057,8181,43.76,35.99,20.25
38059,31285,47.05,35.81,17.14
38061,10542,25.71,49.25,25.04
38063,2879,33.52,36.82,29.66
38065,1959,36.65,48.14,15.21
38067,6794,40.21,39.7,20.09
38069,3845,39.84,38.47,21.69
38071,11274,37.82,38.16,24.02
38073,5218,33.19,43.6,23.21
38075,2327,39.06,46.8,14.14
38077,15487,38.47,37.86,23.67
38079,14139,14.28,45.0,40.72
38081,3898,47.74,33.02,19.24
38083,1315,33.46,49.58,16.96
38085,4176,13.86,37.48,48.66
38087,750,34.67,43.2,22.13
38089,31413,40.59,40.3,19.1
38091,1890,34.02,46.61,19.37
38093,19590,35.88,44.82,19.3
38095,2189,45.13,37.37,17.5
38097,7889,44.56,37.28,18.16
38099,10623,33.15,41.62,25.24
38101,67020,47.81,37.79,14.4
38103,3829,34.73,37.14,28.13
38105,37444,43.35,37.64,19.01
39001,27647,30.9,40.52,28.57
39003,97977,36.11,42.64,21.25
39005,51737,38.1,37.55,24.35
39007,95436,31.63,41.49,26.88
39009,56247,36.12,41.69,22.19
39011,45602,42.64,40.49,16.87
39013,64187,35.21,42.31,22.48
39015,43364,36.22,40.97,22.81
39017,373855,42.49,40.13,17.38
39019,26897,33.67,43.93,22.4
39021,38535,39.16,41.2,19.64
39023,131961,34.0,44.03,21.97
39025,206118,45.62,38.71,15.67
39027,41146,38.45,38.07,23.48
39029,99167,37.31,40.13,22.56
39031,36550,36.64,38.27,25.09
39033,41379,37.18,41.81,21.01
39035,1221770,35.32,39.84,24.84
39037,51075,35.25,43.88,20.87
39039,37682,37.82,42.21,19.96
39041,207660,53.88,34.5,11.62
39043,74122,35.74,43.02,21.24
39045,155714,44.76,38.5,16.74
39047,28491,39.48,39.72,20.8
39049,1294266,40.37,39.82,19.81
39051,42126,43.95,38.49,17.56
39053,29572,32.25,40.79,26.96
39055,93591,41.78,37.26,20.96
39057,162586,44.08,37.67,18.25
39059,38805,36.57,38.86,24.56
39061,803859,39.57,39.1,21.33
39063,74902,46.13,37.16,16.71
39065,29694,35.01,42.8,22.19
39067,15040,30.96,37.89,31.14
39069,27006,42.36,39.78,17.86
39071,43092,31.31,43.11,25.59
39073,28187,33.97,41.97,24.06
39075,43920,28.36,33.31,38.33
39077,58171,40.61,39.96,19.42
39079,32376,34.42,39.73,25.85
39081,63626,34.93,39.88,25.19
39083,59560,37.46,39.74,22.8
39085,229353,42.45,38.76,18.79
39087,59311,37.03,41.2,21.77
39089,174234,41.99,39.88,18.14
39091,45621,39.18,44.27,16.55
39093,304081,39.08,38.29,22.63
39095,424358,36.49,39.45,24.06
39097,40154,41.64,40.56,17.8
39099,221823,36.93,39.79,23.27
39101,59931,37.91,41.25,20.84
39103,179587,46.91,37.79,15.31
39105,22897,35.08,39.49,25.43
39107,41146,44.39,39.31,16.3
39109,106844,43.17,38.49,18.34
39111,13654,29.69,44.25,26.06
39113,522779,37.32,38.83,23.85
39115,14508,32.65,41.19,26.16
39117,35226,40.79,40.38,18.83
39119,85378,40.38,37.95,21.67
39121,11869,32.33,41.02,26.65
39123,40450,35.43,42.49,22.08
39125,18672,42.15,36.78,21.07
39127,36134,37.21,37.86,24.94
39129,54148,43.59,37.65,18.76
39131,27721,34.09,38.17,27.74
39133,155946,41.56,38.96,19.48
39135,40784,41.21,39.66,19.13
39137,33861,46.66,35.48,17.86
39139,115345,36.73,40.05,23.22
39141,71945,37.8,39.38,22.82
39143,58421,39.66,40.17,20.17
39145,72956,34.28,38.26,27.46
39147,53306,39.9,38.43,21.66
39149,48486,44.21,39.75,16.04
39151,366782,40.89,38.58,20.53
39153,536932,40.64,38.41,20.95
39155,196196,36.1,39.45,24.45
39157,91840,36.14,40.87,22.99
39159,56472,48.57,38.15,13.28
39161,28148,39.24,39.04,21.72
39163,13085,32.18,41.57,26.24
39165,230426,53.61,34.63,11.75
39167,58970,34.3,44.56,21.14
39169,113257,40.35,35.01,24.64
39171,36128,38.77,42.44,18.79
39173,125113,44.47,38.96,16.57
39175,21754,38.29,43.71,18.0
40001,22169,15.03,49.79,35.18
40003,4691,25.84,50.18,23.98
40005,13056,20.75,44.64,34.61
40007,5299,24.8,50.73,24.48
40009,20092,25.98,50.47,23.55
40011,9429,27.11,45.57,27.32
40013,47293,26.64,45.03,28.33
40015,26989,24.5,46.78,28.72
40017,146340,37.14,45.86,17.0
40019,47803,29.07,45.07,25.86
40021,47299,28.55,43.28,28.17
40023,14628,19.48,47.01,33.52
40025,2133,23.02,50.4,26.58
40027,274974,38.89,43.13,17.97
40029,5495,18.96,44.48,36.56
40031,117208,28.51,46.78,24.71
40033,5666,28.61,42.16,29.23
40035,13536,21.59,47.72,30.69
40037,71178,32.51,44.2,23.28
40039,27898,34.25,41.44,24.31
40041,42908,22.71,43.45,33.84
40043,4870,31.68,41.36,26.96
40045,3854,22.16,52.1,25.74
40047,60508,34.5,45.27,20.23
40049,27544,26.41,47.39,26.2
40051,55069,32.77,45.7,21.53
40053,4317,30.51,49.53,19.97
40055,4649,32.29,41.88,25.83
40057,2596,22.61,48.07,29.31
40059,3684,24.59,42.32,33.09
40061,12627,23.01,46.24,30.74
40063,11929,21.59,41.83,36.58
40065,24236,30.58,41.8,27.62
40067,5931,23.52,42.72,33.75
40069,10858,21.12,45.53,33.35
40071,42912,30.92,43.18,25.9
40073,15730,31.04,47.5,21.47
40075,8608,27.43,42.26,30.31
40077,9813,20.01,42.03,37.96
40079,48718,21.81,47.05,31.14
40081,34743,26.74,46.1,27.16
40083,46688,34.48,44.51,21.01
40085,10241,22.52,45.83,31.66
40087,40444,34.23,49.41,16.35
40089,32617,21.99,45.42,32.58
40091,19516,17.63,47.74,34.63
40093,7620,33.28,43.5,23.22
40095,16883,19.14,47.13,33.73
40097,40862,25.83,43.38,30.79
40099,14030,23.23,45.28,31.49
40101,65213,25.48,42.14,32.38
40103,11113,26.73,49.82,23.46
40105,10028,25.07,43.1,31.83
40107,11140,20.76,42.32,36.91
40109,789752,32.59,44.27,23.14
40111,37562,26.34,42.28,31.38
40113,45670,29.14,42.01,28.85
40115,30466,25.8,44.91,29.29
40117,16334,28.02,44.77,27.22
40119,74363,34.22,43.55,22.24
40121,41799,24.66,45.47,29.87
40123,37090,30.88,44.51,24.61
40125,70134,30.2,44.79,25.01
40127,11083,17.84,43.88,38.28
40129,3572,33.4,41.83,24.78
40131,91991,33.47,45.26,21.27
40133,24004,19.09,46.17,34.74
40135,41436,23.89,43.72,32.39
40137,43001,27.66,45.99,26.35
40139,19503,23.01,50.18,26.81
40141,7023,23.31,45.61,31.08
40143,646405,34.06,43.84,22.1
40145,81209,32.43,46.26,21.31
40147,51156,30.78,48.09,21.13
40149,10870,26.86,46.59,26.55
40151,7911,31.79,40.07,28.14
40153,19099,31.55,41.24,27.21
41001,15798,26.97,47.2,25.83
41003,87917,36.49,47.03,16.48
41005,417680,37.53,46.26,16.21
41007,40039,26.86,51.31,21.83
41009,52209,32.29,50.15,17.56
41011,63888,27.32,46.99,25.69
41013,24372,29.0,47.74,23.25
41015,22898,18.33,53.01,28.66
41017,197132,32.61,49.95,17.44
41019,110701,25.32,49.24,25.44
41021,1912,31.07,49.06,19.87
41023,7199,26.36,42.76,30.88
41025,7297,26.19,49.36,24.45
41027,23382,28.22,50.3,21.48
41029,219584,27.9,49.23,22.87
41031,23809,23.76,49.99,26.25
41033,87041,21.19,51.49,27.32
41035,67550,27.28,51.09,21.63
41037,7462,25.73,42.23,32.04
41039,376824,31.35,47.93,20.72
41041,49714,23.69,49.33,26.98
41043,129459,29.85,50.47,19.68
41045,27485,22.14,51.04,26.82
41047,341359,29.7,49.44,20.86
41049,11603,21.35,56.29,22.36
41051,804073,36.75,44.99,18.27
41053,84768,34.59,48.93,16.48
41055,1780,28.99,52.47,18.54
41057,26683,25.26,45.74,29.0
41059,74381,29.14,48.5,22.36
41061,26444,32.0,45.92,22.09
41063,7208,26.54,50.86,22.6
41065,26555,30.31,44.1,25.59
41067,597599,40.35,45.6,14.05
41069,1325,25.28,43.02,31.7
41071,102911,32.82,47.07,20.11
42001,100193,40.09,40.74,19.18
42003,1193486,42.64,37.54,19.81
42005,64559,39.22,38.71,22.07
42007,162706,41.32,37.55,21.14
42009,47707,36.48,39.72,23.8
42011,413411,39.38,39.61,21.01
42013,120625,39.08,38.65,22.27
42015,60150,35.37,41.72,22.91
42017,625190,46.11,37.87,16.02
42019,184364,46.61,36.02,17.37
42021,126386,38.01,37.23,24.76
42023,4447,34.81,34.29,30.9
42025,63967,41.04,40.41,18.55
42027,143552,40.96,38.19,20.85
42029,516642,50.21,35.56,14.23
42031,37064,35.34,41.02,23.64
42033,74384,36.59,39.28,24.12
42035,36828,36.43,40.92,22.65
42037,62014,38.98,39.46,21.56
42039,81561,35.94,38.46,25.6
42041,243217,44.21,37.8,17.99
42043,276346,38.97,41.46,19.57
42045,550775,39.35,40.11,20.54
42047,29859,39.93,39.7,20.36
42049,260851,37.5,39.74,22.76
42051,126912,35.7,38.62,25.69
42053,4696,22.89,46.12,30.98
42055,154220,37.98,41.06,20.96
42057,14420,34.2,39.9,25.89
42059,33444,40.35,36.94,22.71
42061,40416,34.29,39.9,25.81
42063,79756,37.37,38.74,23.89
42065,43177,34.1,38.83,27.06
42067,24724,33.23,37.43,29.34
42069,205567,36.34,40.38,23.28
42071,538871,40.15,39.01,20.84
42073,84381,38.14,39.27,22.59
42075,139895,38.99,41.59,19.42
42077,364282,35.85,40.91,23.24
42079,310066,36.36,39.64,24.0
42081,109339,37.0,40.47,22.53
42083,38377,36.65,39.31,24.04
42085,104594,37.93,37.65,24.42
42087,46083,34.51,40.49,25.0
42089,166512,41.0,41.69,17.31
42091,820095,46.77,37.34,15.9
42093,18092,41.57,35.45,22.98
42095,297396,42.04,39.86,18.1
42097,88192,36.86,39.36,23.78
42099,46053,38.29,39.12,22.6
42101,1548632,25.6,43.17,31.23
42103,55466,36.11,44.3,19.59
42105,16472,34.56,41.24,24.2
42107,136273,41.38,36.02,22.6
42109,37894,38.76,38.82,22.42
42111,69290,36.51,37.61,25.88
42113,6066,29.77,40.6,29.62
42115,40275,36.55,40.03,23.42
42117,39697,35.42,41.02,23.56
42119,36674,37.11,37.34,25.55
42121,50288,37.42,40.77,21.81
42123,38894,36.21,40.15,23.64
42125,203368,42.49,38.43,19.08
42127,47977,33.06,42.04,24.9
42129,345564,42.25,37.85,19.9
42131,26335,38.54,40.99,20.47
42133,443890,45.03,37.74,17.23
44001,46527,49.0,35.59,15.42
44003,164268,42.52,40.28,17.2
44005,80807,44.12,39.72,16.16
