FIPS,POPUNI,PRED0_PE,PRED12_PE,PRED3_PE
18133,33104,40.84,39.39,19.77
18135,24565,35.09,40.51,24.4
18137,28242,37.5,40.99,21.5
18139,16538,39.27,39.61,21.12
18141,263040,37.94,39.45,22.61
18143,23745,33.44,44.23,22.33
18145,44507,39.68,41.48,18.84
18147,20217,37.87,41.94,20.18
18149,22995,34.95,44.15,20.9
18151,33465,36.24,42.97,20.79
18153,18551,34.31,42.01,23.68
18155,10709,27.42,46.57,26.02
18157,180768,39.71,42.24,18.05
18159,15113,45.66,37.48,16.87
18161,7036,34.3,43.28,22.43
18163,177286,36.05,41.96,21.99
18165,15498,31.97,45.28,22.75
18167,98733,37.55,38.72,23.72
18169,29886,37.39,39.53,23.08
18171,8239,40.83,38.83,20.34
18173,62931,46.16,38.73,15.11
18175,27959,37.18,42.01,20.81
18177,64597,34.14,41.26,24.6
18179,28188,41.04,40.0,18.96
18181,23996,35.51,42.77,21.72
18183,33794,41.39,35.04,23.57
19001,7151,36.36,42.34,21.3
19003,3598,41.16,38.3,20.54
19005,13687,38.38,38.88,22.74
19007,12404,33.37,34.44,32.19
19009,5493,36.92,40.01,23.07
19011,25635,45.79,36.35,17.87
19013,128031,40.05,40.21,19.74
19015,25998,41.25,40.98,17.77
19017,23734,44.07,39.47,16.47
19019,21121,39.89,39.73,20.38
19021,19011,35.91,43.79,20.3
19023,14433,43.75,36.87,19.38
19025,9163,35.86,39.82,24.32
19027,20140,41.81,39.55,18.64
19029,12822,36.34,42.36,21.3
19031,18602,45.73,38.38,15.89
19033,41999,42.5,38.22,19.28
19035,11220,35.16,42.59,22.25
19037,11933,40.17,36.72,23.1
19039,9379,34.44,41.96,23.61
19041,15981,35.35,42.49,22.16
19043,17540,37.0,37.29,25.72
19045,46397,40.04,39.86,20.1
19047,16811,35.22,40.5,24.28
19049,93420,52.92,34.79,12.3
19051,9000,33.21,37.84,28.94
19053,7274,35.02,40.39,24.59
19055,17011,47.49,36.08,16.43
19057,38813,40.33,37.18,22.48
19059,17247,39.83,42.15,18.01
19061,94730,42.97,37.4,19.63
19063,8930,38.11,40.38,21.51
19065,19114,36.6,40.73,22.67
19067,15600,37.43,42.83,19.74
19069,10070,30.26,44.81,24.94
19071,6953,40.5,39.59,19.91
19073,8885,37.21,41.97,20.82
19075,12232,47.08,36.59,16.33
19077,10682,39.21,43.07,17.72
19079,14760,43.64,37.78,18.57
19081,10627,43.49,34.06,22.44
19083,16315,40.14,37.57,22.29
19085,14042,43.6,38.53,17.87
19087,18564,40.99,39.56,19.46
19089,9149,38.82,35.76,25.41
19091,9557,37.94,41.55,20.51
19093,6860,42.17,42.2,15.63
19095,16153,45.87,34.62,19.51
19097,19434,41.79,37.65,20.56
19099,35901,43.67,39.16,17.17
19101,16956,36.02,42.0,21.97
19103,143882,43.11,37.84,19.04
19105,19725,45.28,35.97,18.74
19107,10244,38.21,34.8,26.99
19109,14801,38.98,38.42,22.6
19111,32817,37.95,40.66,21.39
19113,223485,44.65,37.9,17.45
19115,11032,35.7,46.75,17.56
19117,8600,37.38,38.64,23.98
19119,11738,41.72,44.14,14.14
19121,16330,44.01,35.16,20.83
19123,21706,42.06,39.72,18.22
19125,32254,38.75,42.72,18.53
19127,39025,34.98,39.48,25.54
19129,14788,42.06,37.4,20.54
19131,10565,42.43,38.02,19.55
19133,8612,42.07,37.25,20.68
19135,7703,35.8,42.35,21.85
19137,9917,37.88,38.93,23.18
19139,42552,36.42,46.59,16.99
19141,13699,40.8,40.94,18.26
19143,5954,43.6,36.14,20.26
19145,13787,34.62,43.37,22.01
19147,8793,38.53,36.19,25.28
19149,25177,41.12,41.83,17.05
19151,6614,45.42,37.38,17.21
19153,485034,41.6,40.34,18.06
19155,92009,41.03,39.85,19.12
19157,17161,39.32,38.67,22.01
19159,4893,32.52,40.34,27.14
19161,9714,41.31,36.66,22.03
19163,171182,41.35,40.07,18.58
19165,11447,37.24,43.69,19.07
19167,33022,49.37,32.22,18.41
19169,87195,43.46,37.93,18.61
19171,16840,34.01,41.14,24.85
19173,6117,37.99,35.7,26.3
19175,12012,42.21,39.46,18.33
19177,7043,31.56,42.11,26.32
19179,34431,36.48,42.14,21.38
19181,50399,45.8,36.65,17.55
19183,21939,38.53,41.07,20.4
19185,6431,29.78,41.16,29.06
19187,33666,38.65,39.45,21.9
19189,10051,37.79,42.81,19.4
19191,18186,45.32,35.86,18.83
19193,101460,36.04,42.67,21.29
19195,7376,36.06,42.6,21.34
19197,12553,34.68,42.88,22.44
20001,12138,33.74,38.03,28.23
20003,7839,26.48,43.08,30.44
20005,15017,45.58,32.71,21.71
20007,4427,30.99,43.46,25.55
20009,25452,37.09,41.84,21.07
20011,14316,34.93,39.36,25.71
20013,9550,35.13,42.18,22.69
20015,65175,39.66,41.05,19.29
20017,2542,38.24,39.3,22.46
20019,3250,21.69,48.68,29.63
20021,19921,37.51,39.78,22.7
20023,2657,38.69,42.34,18.97
20025,1994,38.11,37.01,24.87
20027,7985,34.74,38.75,26.51
20029,8519,37.8,35.16,27.05
20031,8173,41.5,39.5,19.0
20033,1700,36.12,27.59,36.29
20035,33462,35.75,42.71,21.53
20037,37604,37.22,40.6,22.18
20039,2825,41.35,37.73,20.92
20041,18392,39.83,40.54,19.63
20043,7248,32.41,44.92,22.67
20045,114221,43.44,40.15,16.4
20047,2793,27.64,45.26,27.1
20049,2524,22.19,53.57,24.25
20051,27782,44.54,38.05,17.41
20053,5235,36.79,40.48,22.73
20055,36069,31.44,43.66,24.9
20057,33278,31.32,46.56,22.11
20059,25192,40.28,39.89,19.83
20061,31533,40.54,40.45,19.01
20063,2628,43.95,34.25,21.8
20065,2482,39.0,39.61,21.39
20067,7128,37.42,47.46,15.12
20069,5988,30.68,47.08,22.24
20071,1232,29.63,51.95,18.43
20073,5956,36.65,38.97,24.38
20075,2539,38.56,39.54,21.9
20077,5436,31.18,48.01,20.81
20079,33645,39.7,42.12,18.18
20081,3965,32.31,56.44,11.25
20083,1794,43.7,38.29,18.0
20085,13117,31.45,47.13,21.42
20087,19024,46.16,37.01,16.83
20089,2877,26.31,50.92,22.77
20091,600662,49.36,36.83,13.81
20093,3832,27.66,54.85,17.48
20095,7108,41.45,38.91,19.64
20097,2378,34.27,40.62,25.11
20099,19570,32.8,39.4,27.8
20101,1532,30.87,49.54,19.58
20103,76429,42.57,42.21,15.22
20105,2961,37.01,38.64,24.35
20107,9675,34.94,44.43,20.63
20109,2794,32.78,39.51,27.7
20111,32133,34.42,39.3,26.28
20113,28180,45.2,36.83,17.97
20115,11479,34.01,41.84,24.15
20117,9689,40.48,39.67,19.85
20119,3984,37.78,44.08,18.15
20121,34179,41.85,40.15,18.0
20123,5860,42.53,35.73,21.74
20125,31090,32.42,42.28,25.3
20127,5616,42.49,42.36,15.15
20129,2578,44.45,37.2,18.35
20131,10225,43.71,37.76,18.53
20133,15766,34.02,40.78,25.19
20135,2747,38.19,37.86,23.95
20137,4631,36.75,39.82,23.43
20139,15932,31.67,41.06,27.27
20141,3416,42.68,31.65,25.67
20143,5664,38.03,40.11,21.86
20145,5824,31.87,38.19,29.95
20147,5223,44.3,33.18,22.52
20149,24359,43.45,40.26,16.29
20151,8931,35.9,43.57,20.54
20153,2530,21.7,45.42,32.89
20155,59676,36.67,40.97,22.36
20157,4636,31.95,38.24,29.81
20159,9020,38.29,39.32,22.38
20161,68667,37.41,44.5,18.08
20163,4909,43.1,38.4,18.5
20165,3036,39.95,42.26,17.79
20167,6845,44.65,35.57,19.78
20169,53462,38.14,42.45,19.4
20171,4804,28.66,51.62,19.71
20173,512501,38.81,41.3,19.89
20175,21095,25.99,47.16,26.85
20177,174808,37.67,41.67,20.66
20179,2521,34.79,41.17,24.04
20181,5864,44.95,34.09,20.96
20183,3582,38.78,39.87,21.36
20185,4156,37.54,41.07,21.39
20187,1981,30.09,38.97,30.94
20189,5472,31.67,45.3,23.03
20191,22728,33.39,45.58,21.03
20193,7540,41.96,38.73,19.31
20195,2791,38.84,42.85,18.31
20197,6931,41.29,39.37,19.33
20199,1518,39.26,45.13,15.61
20201,5406,31.78,45.63,22.59
20203,2119,29.54,48.7,21.76
20205,8483,28.37,46.58,25.05
20207,3134,34.52,43.08,22.4
20209,165019,30.82,42.56,26.62
21001,18125,26.41,47.68,25.91
21003,21236,31.75,37.51,30.74
21005,22747,34.66,39.39,25.95
21007,7823,29.5,42.11,28.39
21009,44081,30.48,41.76,27.76
21011,12500,33.91,39.35,26.74
21013,25351,26.18,41.33,32.49
21015,133139,46.61,38.3,15.09
21017,19659,32.83,41.08,26.09
21019,45131,32.79,41.87,25.34
21021,27285,33.76,38.42,27.82
21023,8303,29.45,43.03,27.52
21025,12502,26.42,45.17,28.41
21027,20268,25.68,46.04,28.28
21029,81411,40.98,42.39,16.63
21031,12790,29.16,39.08,31.77
21033,12716,27.85,38.54,33.6
21035,36036,33.17,41.03,25.8
21037,91228,45.47,37.11,17.42
21039,4760,32.96,38.17,28.87
21041,10494,28.83,41.01,30.16
21043,26316,28.4,43.08,28.53
21045,15818,26.59,35.59,37.82
21047,69863,31.7,43.7,24.6
21049,36084,38.23,39.34,22.43
21051,18282,30.16,39.59,30.25
21053,10134,30.97,37.3,31.72
21055,8671,26.56,47.45,25.99
21057,6614,21.02,49.3,29.68
21059,100021,33.86,39.55,26.59
21061,12147,25.9,48.3,25.8
21063,6514,23.66,36.28,40.07
21065,14074,29.09,41.91,29.0
21067,312837,38.68,40.94,20.38
21069,14581,27.33,41.53,31.14
21071,35446,27.4,42.66,29.95
21073,49734,34.0,43.01,22.99
21075,5582,27.46,33.05,39.48
21077,8869,38.96,38.32,22.72
21079,17666,28.45,36.0,35.55
21081,24782,36.9,38.71,24.38
21083,37124,29.55,45.69,24.76
21085,25828,32.02,40.17,27.81
21087,10941,31.86,36.56,31.58
21089,34968,33.41,42.6,23.98
21091,8722,34.56,42.51,22.93
21093,110242,34.92,46.6,18.48
21095,25818,27.14,38.9,33.96
21097,18886,32.3,41.51,26.19
21099,18914,26.07,41.96,31.97
21101,44667,32.37,40.78,26.85
21103,16126,30.7,44.07,25.23
21105,4307,32.57,44.53,22.89
21107,44238,35.11,35.5,29.39
21109,13278,33.45,38.21,28.34
21111,757150,36.15,40.88,22.97
21113,52855,39.3,39.48,21.22
21115,21957,27.66,38.43,33.91
21117,166001,43.57,38.17,18.26
21119,14274,29.05,40.17,30.78
21121,30698,31.32,39.39,29.29
21123,14212,30.45,40.94,28.61
21125,60473,31.01,41.09,27.9
21127,15317,28.81,36.98,34.21
21129,6393,31.41,40.72,27.87
21131,9744,23.0,46.43,30.57
21133,21494,27.79,39.39,32.81
21135,13222,23.51,49.06,27.42
21137,24451,32.3,41.94,25.76
21139,9194,24.81,50.13,25.06
21141,27006,28.22,45.83,25.95
21143,7155,19.71,47.34,32.96
21145,64932,32.27,43.43,24.31
21147,15602,29.12,37.95,32.93
21149,9207,43.3,33.2,23.49
21151,87042,36.17,41.27,22.57
21153,12161,23.57,46.94,29.5
21155,19024,32.14,42.78,25.08
21157,30939,34.33,41.48,24.19
21159,9853,31.79,43.13,25.08
21161,16906,32.56,39.01,28.43
21163,28425,35.9,41.2,22.9
21165,6483,32.64,37.27,30.09
21167,21933,30.15,45.99,23.87
21169,10071,28.14,41.38,30.48
21171,10624,25.35,42.29,32.36
21173,27970,34.38,41.09,24.53
21175,11418,27.8,40.31,31.89
21177,29393,33.65,39.44,26.91
21179,46133,34.48,44.85,20.67
21181,7269,30.25,35.75,33.99
21183,23923,29.81,44.31,25.88
21185,62693,50.35,36.45,13.21
21187,10901,27.07,40.36,32.57
21189,4415,28.63,41.2,30.17
21191,14590,33.93,40.62,25.45
21193,25569,29.04,45.45,25.52
21195,56944,27.71,40.73,31.56
21197,12250,35.58,38.72,25.7
21199,64686,28.43,42.49,29.08
21201,2108,25.24,51.66,23.1
21203,16593,26.4,44.31,29.3
21205,21586,35.59,37.17,27.24
21207,17899,28.57,41.51,29.93
21209,56080,38.79,43.84,17.36
21211,48016,30.4,45.7,23.9
21213,18374,32.59,46.38,21.03
21215,19351,34.54,41.74,23.72
21217,24594,34.58,40.49,24.94
21219,12171,26.6,42.85,30.55
21221,14651,25.92,39.97,34.11
21223,8471,34.52,31.59,33.89
21225,14338,25.98,44.48,29.54
21227,126332,35.99,42.76,21.25
21229,12095,32.2,41.21,26.59
21231,20107,25.05,41.55,33.41
21233,12686,29.52,39.47,31.01
21235,34861,25.88,47.76,26.35
21237,7125,20.93,37.38,41.7
21239,26298,35.9,46.18,17.92
22001,61749,27.87,43.26,28.87
22003,21697,25.31,40.88,33.81
22005,126121,42.29,41.99,15.72
22007,21816,27.91,39.1,32.99
22009,37455,23.87,41.08,35.05
22011,36418,27.81,46.34,25.85
22013,13197,21.75,41.15,37.09
22015,126668,32.87,42.52,24.61
22017,236918,28.03,40.58,31.39
22019,201196,32.08,44.32,23.59
22021,9415,29.05,43.1,27.85
22023,6953,34.63,45.63,19.73
22025,8701,21.03,46.81,32.16
22027,12898,22.09,38.88,39.03
22029,17957,19.69,44.32,35.99
22031,27365,26.03,43.23,30.75
22033,432465,32.31,44.31,23.37
22035,5794,20.97,42.29,36.74
22037,17538,27.28,38.94,33.77
22039,32333,23.86,42.45,33.68
22041,19664,19.94,39.91,40.15
22043,19620,22.32,54.39,23.29
22045,69354,29.18,45.05,25.77
22047,28964,28.73,42.8,28.48
22049,14929,27.7,43.42,28.88
22051,431402,32.2,43.22,24.58
22053,31248,26.49,45.13,28.38
22055,241027,38.25,41.62,20.13
22057,96469,30.92,42.23,26.85
22059,13851,34.71,41.68,23.62
22061,42328,25.09,42.29,32.62
22063,140260,36.51,45.04,18.45
22065,9519,19.4,48.87,31.73
22067,24389,22.59,42.94,34.47
22069,36335,29.68,43.45,26.86
22071,380942,30.85,41.45,27.69
22073,149173,30.48,42.18,27.34
22075,23144,35.8,39.82,24.38
22077,21730,25.95,39.52,34.53
22079,127542,29.77,44.19,26.04
22081,8367,20.53,45.94,33.52
22083,19416,19.38,44.05,36.57
22085,23721,23.27,45.39,31.34
22087,46979,31.32,43.73,24.95
22089,52596,40.46,40.05,19.49
22091,10085,29.69,40.06,30.25
22093,20969,31.06,40.87,28.07
22095,42611,28.71,45.81,25.47
22097,81839,21.87,45.0,33.13
22099,52983,27.48,44.0,28.52
22101,48879,29.11,41.11,29.78
22103,260188,37.0,42.53,20.47
22105,132048,29.16,44.51,26.33
22107,4318,18.02,41.59,40.39
22109,109619,33.54,43.9,22.56
22111,21768,26.91,37.87,35.22
22113,59511,29.22,46.29,24.48
22115,47323,28.76,49.78,21.46
22117,44892,24.57,44.75,30.67
22119,37631,23.21,36.57,40.22
22121,26019,39.14,39.03,21.83
22123,10452,18.38,50.82,30.8
22125,10367,39.74,39.1,21.15
22127,12380,28.54,40.65,30.81
23001,106246,39.8,42.43,17.77
23003,66311,29.8,41.91,28.29
23005,289056,43.31,39.53,17.16
23007,29244,30.92,45.61,23.46
23009,54595,35.77,43.87,20.36
23011,120384,37.75,42.54,19.71
23013,38629,35.97,42.95,21.09
23015,34484,32.85,43.04,24.12
23017,57817,32.19,45.35,22.47
23019,146670,37.78,41.76,20.46
23021,16693,28.87,40.18,30.95
23023,35849,40.82,40.97,18.2
23025,50176,34.89,41.27,23.85
23027,39265,31.79,46.18,22.03
23029,31025,25.87,43.36,30.78
23031,206244,38.13,43.69,18.18
24001,63807,32.12,42.16,25.72
24003,573374,45.37,40.91,13.71
24005,813482,39.0,42.17,18.83
24009,92263,48.54,37.04,14.43
24011,33228,34.89,41.96,23.15
24013,166546,48.4,37.4,14.21
24015,102546,42.22,40.75,17.03
24017,162650,45.08,39.1,15.82
24019,31767,30.25,44.74,25.0
24021,257015,46.58,38.8,14.62
24023,28827,35.19,42.12,22.68
24025,255029,46.11,38.05,15.84
24027,325256,46.77,38.93,14.3
24029,18272,34.26,40.64,25.1
24031,1049242,39.67,42.85,17.48
24033,893899,32.01,46.42,21.57
24035,50114,41.12,40.95,17.93
24037,111763,43.62,37.73,18.65
24039,20531,26.44,41.81,31.74
24041,37093,34.8,42.49,22.72
24043,144319,37.18,41.79,21.03
24045,99757,35.21,42.12,22.67
24047,51944,31.49,44.8,23.71
24510,575313,30.6,41.48,27.93
25001,211121,37.16,43.39,19.45
25003,121404,35.33,43.23,21.44
25005,556407,41.95,38.96,19.1
25007,17273,30.6,50.12,19.28
25009,778537,38.47,40.97,20.56
25011,69904,34.5,42.83,22.67
25013,457814,34.41,41.27,24.32
25015,139602,43.32,39.77,16.9
25017,1568564,45.33,38.98,15.69
25019,11399,35.49,50.5,14.01
25021,695736,45.96,38.25,15.79
25023,515031,44.86,39.19,15.95
25025,764516,31.36,43.71,24.93
25027,811726,43.67,39.01,17.32
26001,10377,24.46,43.69,31.85
26003,8217,34.68,39.95,25.36
26005,117892,37.48,42.13,20.39
26007,28288,33.3,42.54,24.16
26009,23282,29.9,47.97,22.12
26011,14840,26.67,44.02,29.31
26013,7336,31.86,41.25,26.89
26015,61471,39.63,42.37,18.0
26017,102933,38.5,41.78,19.72
26019,17711,33.48,44.84,21.69
26021,151730,34.24,40.83,24.94
26023,41959,34.86,43.9,21.24
26025,132024,37.27,41.81,20.93
26027,51432,33.27,44.77,21.96
26029,26092,32.4,45.83,21.77
26031,25199,26.99,45.32,27.7
26033,32809,31.07,41.88,27.05
26035,30836,28.17,41.09,30.74
26037,79388,42.43,40.27,17.3
26039,13972,30.96,43.22,25.82
26041,35581,32.02,41.91,26.07
26043,25163,35.66,43.29,21.05
26045,109227,42.11,40.68,17.21
26047,33241,37.68,40.97,21.35
26049,403826,36.43,40.61,22.96
26051,25383,25.34,43.7,30.96
26053,13872,28.71,41.48,29.81
26055,92571,38.82,42.18,19.0
26057,35801,37.39,40.45,22.16
26059,44569,34.37,40.09,25.54
26061,33311,34.52,44.06,21.42
26063,30927,33.17,41.04,25.8
26065,277035,38.4,40.99,20.61
26067,59724,39.59,42.19,18.22
26069,25043,27.44,44.54,28.03
26071,11035,29.52,39.38,31.1
26073,65068,35.44,40.11,24.44
26075,150971,37.71,41.38,20.92
26077,259247,43.68,37.69,18.62
26079,17983,28.99,46.18,24.82
26081,651564,42.89,39.3,17.81
26083,2112,25.43,55.26,19.32
26085,11690,20.94,46.18,32.88
26087,86682,37.07,42.69,20.24
26089,21732,33.3,44.89,21.81
26091,94387,35.16,45.45,19.39
26093,191448,47.53,38.73,13.74
26095,5123,31.43,41.5,27.07
26097,10778,21.91,44.86,33.23
26099,871343,39.73,41.67,18.59
26101,23453,30.26,43.55,26.19
26103,63110,37.58,40.13,22.29
26105,29085,30.13,45.07,24.8
26107,40350,30.9,43.35,25.75
26109,22755,32.27,41.28,26.44
26111,82446,40.88,41.45,17.67
26113,15078,32.97,47.37,19.66
26115,150295,41.15,38.79,20.06
26117,61337,35.41,42.93,21.66
26119,9300,26.67,42.33,31.0
26121,170556,33.16,44.61,22.23
26123,48776,33.67,42.99,23.34
26125,1251693,45.38,38.22,16.39
26127,26407,29.36,45.41,25.23
26129,20965,29.32,40.2,30.49
26131,5714,24.71,49.46,25.83
26133,23255,30.17,42.03,27.79
26135,8241,24.66,41.26,34.09
26137,24551,33.28,42.52,24.2
26139,285133,44.82,40.03,15.15
26141,12556,25.25,44.38,30.37
26143,23951,26.6,43.29,30.11
26145,186135,36.63,38.8,24.57
26147,158695,38.12,41.17,20.71
26149,60776,37.9,38.51,23.59
26151,41076,29.56,44.4,26.04
26153,8070,23.35,48.9,27.76
26155,67656,37.28,42.53,20.2
26157,51931,33.71,43.21,23.08
26159,75529,35.37,41.46,23.16
26161,348715,43.61,40.32,16.07
26163,1743402,32.05,41.54,26.41
26165,33548,33.91,44.74,21.35
27001,15807,29.21,42.18,28.61
27003,355265,47.24,38.32,14.44
27005,34350,32.96,45.25,21.8
27007,45747,34.06,41.74,24.2
27009,40823,41.63,44.23,14.14
27011,4991,39.43,38.53,22.04
27013,64832,41.69,40.7,17.61
27015,24321,42.93,37.59,19.47
27017,34614,37.09,42.68,20.23
27019,104529,55.69,32.0,12.32
27021,29740,29.25,47.02,23.73
27023,11782,33.55,41.75,24.7
27025,55543,48.92,36.57,14.51
27027,61816,45.64,39.45,14.91
27029,8799,31.55,42.63,25.82
27031,5460,28.33,40.4,31.26
27033,11183,30.91,42.52,26.57
27035,64908,36.48,43.26,20.27
27037,428659,47.8,37.92,14.28
27039,20934,47.4,40.43,12.17
27041,38078,44.91,36.29,18.81
27043,13554,38.32,36.66,25.02
27045,21038,40.35,41.21,18.44
27047,30155,39.09,40.43,20.48
27049,46203,43.15,39.23,17.62
27051,5972,35.92,42.53,21.55
27053,1254285,44.77,37.59,17.64
27055,18587,42.14,39.76,18.1
27057,21460,30.83,45.94,23.23
27059,40550,45.36,40.7,13.94
27061,44820,32.34,45.01,22.66
27063,9834,41.32,38.38,20.31
27065,16308,37.18,39.45,23.37
27067,42969,39.95,41.02,19.03
27069,4297,39.7,40.05,20.25
27071,12153,33.38,41.02,25.6
27073,6621,39.04,37.74,23.21
27075,10622,36.58,40.21,23.22
27077,3738,35.77,37.51,26.73
27079,28887,46.38,36.12,17.5
27081,5636,43.95,33.91,22.14
27083,24940,44.04,35.69,20.27
27085,35842,45.02,38.1,16.88
27087,5527,24.5,41.56,33.94
27089,9330,43.38,38.2,18.42
27091,19662,34.34,46.42,19.24
27093,23174,42.56,39.95,17.49
27095,26092,36.85,41.09,22.07
27097,33328,39.22,41.69,19.09
27099,39946,35.51,42.88,21.61
27101,8194,40.15,38.3,21.55
27103,32242,43.26,36.92,19.82
27105,21573,33.68,40.65,25.67
27107,6375,36.3,44.19,19.51
27109,157429,45.46,39.26,15.28
27111,58578,36.35,38.64,25.01
27113,14033,39.95,41.19,18.86
27115,28134,33.35,42.94,23.7
27117,9118,38.74,40.06,21.2
27119,30785,42.52,36.38,21.09
27121,11249,39.49,39.81,20.7
27123,539991,39.67,40.42,19.9
27125,4055,40.59,39.78,19.63
27127,15152,42.31,37.08,20.61
27129,14512,41.61,38.64,19.76
27131,60376,45.14,37.15,17.71
27133,9285,43.9,39.0,17.1
27135,15149,34.6,46.47,18.93
27137,193827,40.73,38.97,20.3
27139,148314,55.13,33.87,11.0
27141,95718,50.78,38.35,10.87
27143,14856,43.95,35.39,20.66
27145,155930,43.26,37.99,18.75
27147,36531,49.44,36.17,14.39
27149,9041,38.92,41.29,19.79
27151,9258,42.73,36.79,20.48
27153,24598,32.8,40.82,26.38
27155,3254,38.63,41.09,20.28
27157,21612,42.45,37.9,19.64
27159,13656,32.19,41.4,26.41
27161,17917,44.52,33.49,21.99
27163,260198,49.52,37.85,12.63
27165,10881,33.61,41.47,24.92
27167,6186,45.57,33.54,20.89
27169,47333,39.16,43.84,17.0
27171,138153,51.62,36.45,11.94
27173,9690,43.76,36.5,19.74
28001,28578,22.62,42.32,35.05
28003,36483,30.42,41.85,27.73
28005,12258,22.56,36.77,40.67
28007,18149,26.38,37.62,36.0
28009,8250,23.14,50.3,26.56
28011,29586,21.88,37.9,40.22
28013,14336,24.77,43.2,32.03
28015,9622,29.44,30.71,39.85
28017,16733,22.09,42.75,35.16
28019,8184,24.44,46.82,28.74
28021,7751,21.75,40.98,37.27
28023,15493,25.49,42.28,32.23
28025,19173,25.42,40.8,33.79
28027,21694,20.63,41.86,37.51
28029,27692,24.45,47.16,28.39
28031,18633,21.49,47.08,31.43
28033,184696,40.61,41.1,18.29
28035,72743,27.23,43.95,28.82
28037,7703,20.08,48.02,31.9
28039,23982,27.88,40.07,32.05
28041,11077,21.41,49.67,28.92
28043,20611,22.75,43.11,34.14
28045,47547,28.73,46.84,24.43
28047,207018,32.83,41.42,25.75
28049,225821,27.53,43.46,29.02
28051,16306,21.03,36.4,42.57
28053,8035,17.29,35.35,47.37
28055,989,20.63,33.16,46.21
28057,22617,32.71,43.02,24.27
28059,143190,32.99,41.79,25.22
28061,16317,16.71,45.52,37.77
28063,6690,18.52,47.85,33.63
28065,11104,30.73,39.23,30.04
28067,67196,26.85,41.99,31.16
28069,8767,19.72,32.28,48.0
28071,49852,33.73,44.64,21.63
28073,63213,32.01,44.8,23.2
28075,72321,28.37,41.39,30.23
28077,12586,30.0,39.87,30.13
28079,21247,28.02,40.34,31.63
28081,85139,31.87,41.36,26.78
28083,27441,20.24,37.86,41.9
28085,34039,24.37,41.29,34.34
28087,57832,31.68,43.46,24.87
28089,105275,40.95,37.72,21.33
28091,24141,24.03,45.23,30.74
28093,33677,27.41,39.08,33.51
28095,35169,27.78,44.43,27.79
28097,9775,22.75,40.4,36.85
28099,29052,25.93,39.69,34.38
28101,20667,25.41,43.12,31.47
28103,10324,20.11,44.47,35.42
28105,45661,29.67,44.82,25.51
28107,34106,28.33,43.06,28.61
28109,54452,28.86,40.07,31.07
28111,11973,26.75,36.46,36.79
28113,38736,25.28,43.82,30.9
28115,32122,34.1,37.83,28.07
28117,24548,29.79,43.58,26.63
28119,6716,18.72,41.02,40.26
28121,150896,36.59,43.65,19.75
28123,28062,30.2,39.36,30.44
28125,4321,18.47,39.62,41.91
28127,26452,27.34,47.46,25.2
28129,15916,23.54,42.66,33.8
28131,17222,23.42,48.45,28.13
28133,21352,21.54,41.32,37.14
28135,11444,24.34,33.92,41.73
28137,27425,30.69,44.25,25.06
28139,21764,31.78,39.8,28.42
28141,19271,32.3,37.24,30.46
28143,9585,26.98,38.36,34.66
28145,28717,30.49,39.22,30.28
28147,14284,21.74,39.04,39.22
28149,45269,26.13,40.19,33.68
28151,43655,21.81,37.56,40.63
28153,20170,28.5,37.82,33.68
28155,9675,28.89,40.85,30.26
28157,7614,22.81,38.74,38.44
28159,17634,22.84,37.78,39.38
28161,12080,23.0,44.21,32.79
28163,23006,23.57,40.92,35.5
29001,22714,35.85,45.74,18.41
29003,17697,40.68,36.52,22.8
29005,5135,36.03,39.3,24.67
29007,23619,35.26,40.72,24.02
29009,35734,33.37,40.48,26.15
29011,11748,40.79,31.79,27.42
29013,16065,31.31,42.43,26.26
29015,19421,26.93,43.45,29.62
29017,12124,33.45,40.67,25.87
29019,172660,39.62,42.54,17.84
29021,84239,35.33,42.93,21.74
29023,42219,33.25,41.01,25.74
29025,8902,33.12,44.57,22.31
29027,41918,36.24,43.56,20.2
29029,46137,26.58,46.86,26.56
29031,76124,41.19,38.8,20.01
29033,8679,36.33,42.62,21.05
29035,5982,38.11,40.79,21.1
29037,105587,40.55,43.79,15.66
29039,14342,28.62,43.42,27.96
29041,7420,36.66,37.78,25.57
29043,88468,41.82,40.43,17.75
29045,6791,30.17,46.05,23.78
29047,248800,44.38,39.99,15.64
29049,20387,39.13,42.65,18.21
29051,72463,43.06,39.28,17.65
29053,16395,38.51,40.6,20.89
29055,23836,35.11,39.81,25.08
29057,7550,27.4,40.46,32.13
29059,16864,30.47,39.99,29.54
29061,8156,32.0,37.14,30.86
29063,9264,39.25,38.42,22.33
29065,15567,33.17,42.6,24.23
29067,13167,30.18,40.03,29.79
29069,28966,29.45,41.35,29.2
29071,103859,41.03,41.58,17.39
29073,14706,32.92,42.26,24.82
29075,6565,42.54,34.59,22.86
29077,284594,39.12,39.47,21.41
29079,9714,32.9,38.71,28.39
29081,8338,30.8,44.26,24.95
29083,21779,33.34,42.01,24.65
29085,9535,24.03,38.67,37.3
29087,4393,27.84,43.8,28.36
29089,9417,38.67,43.93,17.39
29091,40012,30.63,42.55,26.81
29093,10080,30.72,41.35,27.93
29095,699815,38.31,40.68,21.01
29097,119987,36.97,41.09,21.94
29099,224588,44.02,39.91,16.07
29101,51434,41.11,44.09,14.81
29103,3952,29.66,36.87,33.48
29105,35618,34.4,42.95,22.65
29107,32491,39.62,39.87,20.51
29109,38291,29.48,46.92,23.59
