FIPS,AREA_SQMI,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP
28061,676.238902,16529,8346,6690,3810,404,21929,1907,3172,3778,3017,831,9121,0,20,2659,158,409,72,2135,13387
28101,577.8544421,21524,9483,8042,5446,612,21600,2101,3425,5463,4246,1073,8375,90,116,2187,371,452,738,2427,18638
28105,458.2380637,49481,21876,17687,13304,2279,22136,2413,5289,8660,5765,1459,21449,229,2261,1979,334,1071,5294,5254,56224
28127,589.1649434,27073,12103,9361,6599,948,20495,4002,4505,6602,4811,909,10417,31,59,3378,382,695,653,3560,20690
28141,424.3024859,19478,10386,7635,3423,833,20037,2852,3893,4283,4286,445,1322,13,243,1817,170,442,261,2693,16996
28153,810.7159652,20422,9389,7734,4443,843,22611,2884,3344,5073,4487,842,8674,55,194,2977,216,474,178,2070,16778
29055,742.4764333,24280,12050,9473,4667,1058,21107,3868,4538,5618,5372,800,1142,82,208,1917,259,382,467,4109,19147
29085,398.8076207,9368,6856,4020,1612,228,20646,1105,3140,1571,2282,161,463,97,3,2349,57,160,88,1569,7338
29143,674.8555861,17811,8618,7312,4005,629,20638,2694,3248,4162,4081,1007,3565,46,57,1021,185,691,345,2852,16269
29153,744.9711931,9236,5688,4144,2384,241,18818,1177,2483,1815,1948,228,416,0,45,1088,99,243,116,1291,6418
29181,629.5388234,13693,6612,5154,3633,374,17502,1921,2714,3138,4275,409,679,23,33,1575,98,395,51,1947,10067
29203,1003.8205875,8246,4171,3173,2312,196,18066,1113,1710,1799,2060,257,491,0,0,958,93,124,115,1391,7044
30051,1429.982497,2280,1120,886,322,6,45587,422,568,494,388,48,61,33,90,158,9,104,22,221,1894
31079,546.3907936,61343,24672,22870,7810,1481,27421,6026,8815,16729,7512,3081,20116,3491,1962,1228,881,1126,956,7927,67284
31091,721.1598241,691,447,319,112,1,25791,33,226,111,170,16,27,0,1,61,3,1,66,50,718
32003,7891.6474487,2141574,888556,767954,299169,78287,29256,208782,301845,504354,258341,80535,1210163,142649,144006,25396,32220,64390,22822,265314,1883191
32021,3752.840086,4448,2902,1938,1033,300,22897,432,1099,769,819,222,1837,5,62,435,96,177,76,574,4267
34007,221.3504237,507367,206013,187158,62871,18876,34280,40216,75995,116637,67480,20679,217338,21581,30188,1694,3809,21253,6859,37569,454488
34021,224.4339173,368762,144681,129873,40026,13094,42155,29717,53598,79172,37624,11152,183007,23304,23489,400,2767,14443,17002,29869,420936
34023,309.2179767,826698,300541,284174,67432,24243,38140,57848,117814,181137,74718,20647,464376,53972,51536,2120,11794,21691,30660,61923,811505
35003,6924.1822549,3539,3893,1381,810,0,20767,180,1364,468,1072,52,654,18,0,1288,6,0,146,272,3176
35007,3757.9732982,12353,10244,5678,2797,486,22293,984,3155,2311,2660,562,6576,145,568,1936,173,363,550,956,11734
35009,1405.4491493,50199,21187,18515,10119,1507,23729,5220,6018,13411,7508,2330,26015,2453,644,2098,605,883,1045,5823,45042
35011,2323.1060364,2060,1078,705,340,28,19215,182,431,548,464,41,988,17,0,168,7,64,31,161,1386
35013,3808.1738698,215338,87096,77453,58023,8052,21300,26731,32046,53956,29042,8748,156115,17460,5379,18603,3166,4919,5514,23944,192403
35057,3345.2164706,15595,8036,5664,3870,316,20072,1540,3001,3293,2575,320,7579,296,0,3293,166,221,473,1176,13506
36085,57.5186516,474101,179871,166152,60026,10872,34987,37675,73325,104503,46798,12948,181741,21524,20487,502,7142,27621,6810,23153,326666
36109,474.6409651,102962,43048,39326,17500,2438,31464,3447,13561,15362,9285,2837,23305,891,5752,3349,571,5808,13713,3740,109775
